Temperatura Media,Precipitazioni,Velocità del Vento,Tipo di Evento,Durata (Ore),Intensità,Giorno della Settimana,Stagione,Evento Estremo,Predict
49.32260805985437,144.2852550084534,163.05515033028934,3.0,6.0,3.0,Sabato,,True,59.959348452675926
18.422488953931005,12.22581950728204,58.41011492146351,1.0,9.0,3.0,Martedì,Autunno,False,13.81292207978206
,260.369665895306,77.50064975453361,1.0,4.0,4.0,Mercoledì,Primavera,True,69.97031933977244
23.1051387123047,183.67189633547582,24.60647892679868,0.0,5.0,3.0,Martedì,Primavera,False,46.12656877346644
27.773172529110628,182.18829820383186,22.589468072320006,1.0,5.0,5.0,Lunedì,Inverno,False,47.02855820673157
43.205974027565134,174.05594295787114,57.225641392824514,0.0,8.0,3.0,Giovedì,Primavera,,53.49554493912622
40.730843649831954,100.47576872446965,24.830876222498045,2.0,7.0,3.0,Lunedì,Estate,False,34.79749446209332
8.843895968408127,330.78703364488314,193.69200578298836,2.0,7.0,3.0,Mercoledì,Estate,True,88.17977609779791
18.134833345439038,246.5262457098463,124.32648183005726,3.0,5.0,3.0,Mercoledì,Estate,True,67.1783473286067
19.15794146025034,198.31265380029146,,5.0,5.0,1.0,Lunedì,Inverno,True,59.74687592861477
39.30379760911339,150.31458885077512,51.57756835868612,0.0,8.0,,Giovedì,Inverno,False,47.01181388875765
28.703056250465245,296.59528237636744,15.929176304175407,0.0,7.0,5.0,Lunedì,Inverno,True,69.52289098083061
17.803308312375755,138.57235380528726,47.48393403389963,2.0,7.0,3.0,Venerdì,Inverno,False,102.38183345381762
21.163632642043975,370.65136939013036,76.7547903995725,2.0,9.0,1.0,Giovedì,Autunno,True,88.15484271059651
46.681943059357565,95.53933771285045,13.893798305803706,3.0,10.410486915217579,5.0,Giovedì,Primavera,False,102.38183345381762
25.376856138221452,,181.10885955139668,1.0,9.0,5.0,Lunedì,Primavera,True,60.34283923014772
,173.28601940584073,109.14607947116914,3.0,9.0,5.0,Martedì,Estate,False,53.62942397207123
20.784808892596565,144.21736940786334,8.701222040941303,6.0,6.0,3.0,Martedì,Autunno,False,35.94903875344577
5.890815054232849,246.23885231897356,91.24453236421435,2.0,,,Venerdì,Estate,True,60.13946821648601
19.408830299432182,251.06827197194602,121.31343627888005,1.0,4.0,,Lunedì,Estate,True,68.16764711210686
6.636160585788989,148.3977484047663,111.8301873432197,4.0,5.0,2.0,Mercoledì,Primavera,False,42.85341659101193
22.005401981152552,117.74896648958338,153.27070230539073,3.1576551334327165,8.0,3.0,Venerdì,Inverno,False,45.47848412280152
,115.18704721513411,14.594861352839871,3.0,,0.0,Martedì,Primavera,False,34.25957174279433
32.89394132011253,115.28866317260322,30.267479358143135,4.0,7.0,4.678171289033163,Lunedì,Primavera,False,35.95266296636872
23.658626340763576,153.7938510811424,65.05937303377635,2.0,7.0,4.0,Sabato,Autunno,False,44.36229542183519
11.186544279023833,285.77174223642794,,,5.0,2.0,Domenica,Primavera,True,66.17039107633762
22.7158610100297,96.60220554917566,89.82009844631307,2.0,5.0,1.0,Venerdì,Inverno,False,35.11720925747535
26.44389933329806,82.88558630398053,79.9480001896313,2.0,,1.0,Sabato,Autunno,False,32.505087079748655
50.0,115.3559845904185,108.59923380447796,1.0,8.0,2.0,Giovedì,Estate,False,48.931120298531496
,339.7358819244246,49.92713055248939,2.0,5.0,1.0,Venerdì,Primavera,False,41.53187001963386
,250.3489230831964,173.65676769810133,1.0,8.0,2.0,Venerdì,Primavera,True,77.53742456107675
41.2786865194151,94.32020576516827,178.5003597225194,0.0,4.0,5.0,Mercoledì,Primavera,False,49.09768308111012
47.8445381392143,145.91663878440946,73.62417668095654,0.0,10.410486915217579,1.0,Giovedì,Inverno,False,50.89910686674184
39.00039323631715,224.01427717875498,172.74744809033345,4.0,2.0,4.0,Lunedì,Inverno,True,73.77771821567949
50.0,263.70900154489004,41.91652821424794,3.1576551334327165,5.0,5.0,Domenica,Autunno,True,71.93345313040281
33.4718872455105,191.89414144969996,135.27758368728075,0.0,7.0,2.0,Lunedì,Autunno,True,61.94815283232123
32.76836076486161,212.84024217203884,74.12114571164136,4.0,10.0,5.0,Mercoledì,Inverno,True,59.81067123503039
29.19776224633237,196.38849347453956,104.24150941310033,3.0,9.0,4.0,Domenica,Primavera,True,58.46117831011765
25.524285672327764,453.41101015345043,31.358307613006797,2.0,10.410486915217579,1.0,Mercoledì,Primavera,True,101.4753184936891
36.2132483813255,214.20424042214023,95.42842271629975,0.0,7.0,2.0,Mercoledì,Primavera,True,63.247664870455665
26.975533200053142,158.5219960462221,7.049727790382687,1.0,,2.0,Mercoledì,Estate,False,40.50203194829864
,48.135576964140824,132.12809316767823,1.0,7.0,2.0,Giovedì,Inverno,False,31.40081309126611
17.15074362373697,231.14956714297952,181.08072320357698,2.0,5.0,,Martedì,Estate,True,69.4832088360747
24.687816738403594,158.93334329422373,62.26285733851547,,7.0,1.0,Martedì,Estate,False,45.41929941421737
34.95458258053437,110.33824534967461,113.0205648022505,2.0,5.0,3.0,Mercoledì,Primavera,False,43.85608032432029
16.755307506659626,248.42650620563992,91.98387121539018,5.0,5.0,2.0,Martedì,Inverno,True,63.9102806146649
50.0,153.7470631462409,74.85216346277772,1.0,5.0,5.0,Lunedì,Primavera,False,53.23462897552596
50.0,74.09199561370559,177.55261317771513,5.0,4.0,2.0,Sabato,Autunno,False,47.57366044051263
31.05921550979201,29.241830931217464,121.91050427264325,4.0,2.0,5.0,Martedì,Autunno,False,27.357181266445423
-4.841108653024342,72.28660566812863,140.11237646256492,2.0,6.0,4.0,Venerdì,Estate,False,27.016226183974915
23.00864951790721,254.88407595190438,36.16645733584789,1.0,5.0,5.0,Mercoledì,Primavera,True,61.49605577933783
31.85541830443327,339.7358819244246,179.21590275001242,3.1576551334327165,4.0,3.0,Domenica,Primavera,True,82.60949816470455
32.393366868650325,403.7069951876008,103.49756287340088,2.0,4.0,5.0,Venerdì,Primavera,True,100.80916538545534
24.326202780031508,108.39585264445951,91.76184651940373,2.0,8.0,2.0,Sabato,Autunno,False,38.153216014841725
5.657009783389771,213.8422628974159,164.7629030651191,,6.0,1.0,Martedì,Autunno,True,60.94184582101202
13.74835234992002,150.00299261075435,121.78595248051967,,7.0,2.0,Mercoledì,Estate,False,46.303699475178846
25.878935585700752,279.81933233080315,164.17022358920605,1.0,4.0,1.0,Mercoledì,Inverno,True,80.14456950079146
33.22090835304255,295.2338577986562,163.45909707595425,2.0,5.0,3.0,Giovedì,Inverno,True,85.35895377323943
22.43670582986363,218.7384742468284,2.4719504960350136,3.0,6.0,3.0,Lunedì,Autunno,False,50.72590164792827
20.028216301494652,189.94141527885776,126.68877383589015,1.0,5.0,3.0,Giovedì,Primavera,False,56.66562532980896
1.3440638313904714,110.27977707707484,156.64810053333576,0.0,7.0,3.0,Mercoledì,,False,38.123984618165686
-5.204141926948484,272.4649223143812,168.11788369568316,1.0,5.0,5.0,,Primavera,True,
26.645142245418302,297.44876705775624,59.64262239857396,1.0,5.0,5.0,Martedì,Autunno,True,73.44755832503412
12.597962000188465,223.7510313740981,189.44578641167482,6.0,8.0,3.0,Sabato,Autunno,True,67.47417351604363
42.32866456925173,265.6889375230136,198.23704096265985,5.0,4.0,5.0,Mercoledì,Autunno,True,
18.913164334942373,,53.70820953712521,4.0,8.0,3.0,Martedì,,,32.38959469244555
2.638290565458984,336.89089890397236,33.475651011665434,1.0,6.0,4.0,Martedì,Estate,True,102.38183345381762
30.055783555327647,77.40047585313354,44.369682622337294,1.0,6.0,2.0,Domenica,Inverno,False,28.933798499458735
29.322151152909157,126.52497912310461,152.6289008509407,2.0,6.0,3.0,Martedì,Inverno,False,
49.839530479924434,159.79568376176337,,1.0,5.0,2.0,Giovedì,Inverno,False,50.62647509836265
17.787834246729624,259.9622801322423,158.18567239519302,3.0,7.0,2.0,,Autunno,True,73.14737353998666
-6.365322135214253,360.36776324305015,116.81441905730674,3.0,6.0,2.0,Martedì,Primavera,True,81.84539791377644
37.80321025593457,33.40607606251859,148.1320979140331,3.0,4.0,1.0,Martedì,Estate,,
10.44002955088569,285.11442972898794,110.89705925642312,2.0,7.0,2.0,Mercoledì,Primavera,True,71.24460073670562
11.921341487999916,17.740304442106492,169.16755905200245,,6.0,3.0,Venerdì,Estate,False,24.04121924002152
2.0838971582786776,170.13038644817516,99.60905690538351,1.0,5.0,4.0,Mercoledì,Estate,False,44.61215212765699
1.3279272573484455,390.2532085166765,89.7771922787826,2.0,,2.0,,Estate,True,87.4267391084181
7.7530672720995355,187.45948251082518,182.69250511801138,1.0,6.0,3.0,Martedì,Autunno,True,58.08706719559604
13.396164806339002,220.25159162043525,79.49415830100439,,7.0,1.0,Giovedì,Autunno,False,56.018583596089194
19.291188437415002,274.7470432962705,166.00874190620954,0.0,7.0,4.0,Sabato,Estate,True,77.33763938109955
30.508306396435334,0.0,7.917972062180634,1.0,8.0,5.0,Lunedì,Estate,,9.944289125148664
-0.8667181826173831,291.904203407219,145.86711723019747,2.0,4.0,1.0,Lunedì,Autunno,True,72.70753694967833
16.5938986272022,124.9220595876475,12.818236123595806,,10.0,2.0,Mercoledì,Estate,False,31.24440511804974
24.668125786949698,178.43423236511003,195.63433046725248,,10.410486915217579,1.0,Lunedì,Estate,True,62.65071725583217
25.46505194750438,279.8952821807024,81.57861610772311,1.0,,2.0,Martedì,Primavera,True,102.38183345381762
,167.8505597113853,112.9332168458366,0.0,6.0,2.0,Lunedì,Autunno,False,48.59034084567559
14.767318839420092,136.3841389333398,13.983660556398124,3.0,2.0,0.0,Martedì,Inverno,False,33.1053894941338
,134.2152825237295,176.81464064529595,2.0,7.0,2.0,Sabato,Estate,False,48.63060723690403
48.56809538377286,153.14497919535717,163.41269367296783,2.0,10.0,2.0,Mercoledì,Primavera,True,61.540693821500085
25.455050229334613,93.73138983661109,139.5417282595107,2.0,6.0,2.0,Lunedì,Primavera,False,40.33696586207367
49.3839823743952,107.3351034946511,102.1543191019941,2.0,3.0,2.0,Giovedì,Autunno,False,46.49764732144819
15.933229651383968,144.05798872562994,52.019227942314686,1.0,4.0,1.0,Giovedì,Primavera,False,38.79348943477265
20.044455837403998,0.0,,1.0,12.0,4.0,Lunedì,Estate,False,15.002132474871733
24.43342510775921,273.5981485090804,38.64871298180257,1.0,6.0,3.0,Giovedì,Primavera,True,65.9145285323241
34.38816176375207,159.67753760301093,72.88840726459105,2.0,2.0,,Giovedì,Estate,False,49.540796776186916
22.642729309065892,409.6766687858604,94.82232010251843,4.0,11.0,,,Primavera,True,98.21038456014371
35.79111425052254,147.79618036727203,76.8238350781297,2.0,5.0,,Giovedì,Autunno,False,47.97895385642414
17.246005137266366,198.1238705121467,156.81107087416234,3.1576551334327165,6.0,5.0,Domenica,Estate,True,60.47968273102549
22.920158436000648,380.03323459564956,104.19600051329158,1.0,9.0,3.0,,Autunno,True,93.30229450125927
27.17378323234107,106.37350832506297,,2.0,6.0,3.0,Sabato,Estate,,35.899338666964645
22.82820725966273,36.779171902010404,19.91137363893307,3.0,5.0,1.0,Venerdì,Autunno,,16.19543392219421
16.778742569458043,73.98009853414305,6.3205199980907345,3.1576551334327165,5.0,4.0,Martedì,Estate,False,20.4616944774751
39.47562501900061,36.572741039953826,146.58416522113205,3.0,9.0,0.0,Venerdì,Primavera,False,33.81565223580415
5.943572315848481,249.67031015083097,15.25274910748089,5.0,4.0,3.0,Domenica,Autunno,False,53.24240863566883
42.04516192338149,161.17970295530887,194.47317253014833,5.0,10.410486915217579,,Mercoledì,Autunno,True,64.29680642109106
20.279124303358966,83.45175180549529,107.3035485192953,4.0,3.0,5.0,Lunedì,Autunno,False,33.504442504036284
27.45596385727201,,120.89326464439299,3.0,4.0,0.0,Sabato,Inverno,True,75.88339931277655
28.495875884398156,206.3751394760049,37.87049405890179,2.0,4.0,2.0,Venerdì,Primavera,False,53.61084006641061
10.32513602723404,209.60918417970228,,3.0,10.0,0.0,Venerdì,Inverno,False,46.23594601254236
0.6033184036898263,153.54572109598058,76.9379177057807,2.0,8.0,2.0,Mercoledì,Autunno,False,38.583931510881136
14.672849231917477,121.57726969528817,38.01309187117234,3.0,4.0,5.0,Mercoledì,Autunno,False,32.51861789575011
50.0,8.27639033654691,178.63835325879168,1.0,3.0,0.0,,Primavera,,34.51911339318855
39.09213268769666,126.83404129016785,144.6635580885242,,9.0,2.0,Lunedì,Inverno,False,51.56080387319499
25.374815357931528,25.030254594864573,51.751014440837295,2.0,5.0,4.678171289033163,Sabato,Autunno,False,17.793596970436102
16.055063365197476,228.11815828776847,163.33830715831363,5.0,9.0,5.0,Lunedì,Inverno,True,
17.44114182411777,126.94670698354294,78.0675675097358,0.0,6.0,3.0,Venerdì,Estate,,38.4284406949175
14.458344468998996,232.74032706879328,131.48698683851828,0.0,9.0,2.0,Giovedì,Inverno,True,64.03426743831018
42.112010974172456,263.41269848807946,39.97021941768581,0.0,13.0,,Giovedì,Autunno,True,69.31316493163621
2.120418761799119,61.179801715626326,15.175311463363172,1.0,3.0,2.0,Mercoledì,Inverno,False,14.389617118001318
-4.823016747299068,206.35834636564027,100.2187497657572,2.0,4.0,4.0,Martedì,Primavera,False,49.84663922551405
48.609730026203394,287.7696487737422,47.90046665105301,1.0,3.0,2.0,Giovedì,Estate,True,76.92689542771475
20.746950642487388,212.3914398345098,190.95902355163165,1.0,4.0,1.0,Sabato,Primavera,,67.79827551481135
19.064225401666697,78.88124506197471,130.0330411439248,2.0,5.0,3.0,Venerdì,Primavera,,34.49882074728743
20.72271822773989,252.8021441552619,109.97772779363058,2.0,10.0,5.0,Lunedì,Inverno,True,67.7750170787374
44.96820931799879,246.46082654861692,77.8377536409323,2.0,7.0,,Lunedì,Autunno,True,70.56640346921625
26.8916659003852,251.38814754295788,191.2341427472135,3.0,8.0,0.0,Martedì,Inverno,True,77.46854355342849
9.702679295488092,,139.99900588808876,2.0,2.0,0.0,Mercoledì,Inverno,False,41.42349942592514
19.247178036959788,93.95194865824541,189.6567777408181,1.0,8.0,3.0,Domenica,,False,43.53022091681883
22.241420319520678,1.1224592658441566,127.3086971613338,2.0,8.0,3.0,Lunedì,Estate,False,19.627787665158415
31.103769914679724,149.57764735251007,7.554483235698739,1.0,4.0,5.0,Sabato,Inverno,False,40.00210876847581
16.256561759931422,402.2889440572151,44.176838673174586,1.0,5.0,5.0,Lunedì,Inverno,,89.75244120673992
17.287841082338595,,90.03563486996318,2.0,12.0,2.0,Lunedì,Inverno,True,71.11120428695091
27.952892265552236,229.22578036609607,71.25397923105643,1.0,6.0,2.0,Giovedì,Primavera,True,61.35642167599053
40.602912789952384,186.78240159524339,65.12025113340944,1.0,9.0,5.0,Giovedì,Primavera,False,56.04937926937534
13.061815121059759,93.51457933236516,7.00261318181683,2.0,5.0,5.0,Domenica,Autunno,False,23.32172172097264
21.840593355832056,,14.217430348518523,3.0,5.0,2.0,Martedì,Autunno,False,34.22519614816076
49.839530479924434,347.2670551920303,15.972145260410597,3.0,5.0,5.0,Venerdì,Inverno,True,70.56779600857472
50.0,25.978329994059123,185.1955824475957,2.0,6.0,5.0,Giovedì,Inverno,False,38.7152242435714
20.27360250379715,110.19347396085838,104.09296601090902,1.0,2.0,,Domenica,Estate,False,38.53007214440173
26.88359489361858,202.86572673979728,153.70518407081352,5.0,4.0,1.0,Venerdì,Autunno,True,64.00874222312639
33.505845596837986,234.46453893132505,37.884181857261545,1.0,8.0,2.0,Lunedì,,True,60.73307965104256
43.27343847640111,124.2744436426066,143.52978880034476,1.0,9.0,5.0,Giovedì,Autunno,,52.18989915147613
7.177452003851112,193.53793094834182,,2.0,10.410486915217579,4.0,Venerdì,Estate,False,51.530904681110044
32.47051017558898,263.40307529862105,163.09898394704518,0.0,7.0,3.0,Sabato,Primavera,True,78.73166650710542
28.780926574659745,,20.993566140621954,1.0,8.0,4.0,Sabato,Inverno,False,48.16944827650614
30.477198261153447,200.94723648142858,125.27817519858229,1.0,5.0,1.0,Mercoledì,Primavera,True,61.86042429448999
-0.03906582394364477,219.74840549370472,43.53451536054385,,6.0,5.0,Domenica,Estate,False,48.29141288761224
19.870785816727107,184.73182346270127,197.72477467717295,2.0,5.0,3.0,Mercoledì,Estate,True,62.68007790527568
42.39695791046483,130.7650318993886,154.70358156550296,4.0,8.0,2.0,Giovedì,Primavera,False,46.57636223322717
19.41482558591578,190.53720371933676,159.36497128569954,5.0,7.0,2.0,Lunedì,Inverno,True,59.86838554821204
5.8818685261540935,200.08469790086073,32.35026948592641,2.0,6.0,5.0,Venerdì,Autunno,False,45.01652708661102
50.0,260.47645394233916,,2.0,5.0,4.0,Venerdì,Inverno,True,83.03666502630735
19.012138261408147,306.97731559154226,191.53983133867652,1.0,4.0,3.0,Venerdì,Primavera,True,86.25308773059855
4.701326542605653,143.54087579222062,10.756307566982226,4.0,8.0,4.0,Martedì,Inverno,False,31.194203877924046
34.541512102160766,17.707248831844538,122.84058968185192,2.0,7.0,5.0,Venerdì,Inverno,False,
36.52332334931963,239.55103708082623,,1.0,10.0,5.0,Mercoledì,Inverno,True,70.41082157832855
33.59617888480424,316.00249222979437,83.09777275046876,0.0,,3.0,Sabato,Estate,True,81.58912938644701
36.89017513605009,,129.5008024559056,2.0,6.0,2.0,Giovedì,Estate,True,78.4138457095097
7.031534910554413,168.17646635150834,101.80671904423164,2.0,6.0,1.0,Sabato,Primavera,False,45.92542564789115
17.466852733298854,408.81732809899404,54.89072679428995,2.0,6.0,3.0,Lunedì,Primavera,True,92.49259411921746
21.254676257636017,235.19406003250492,49.08633064682311,1.0,5.0,3.0,Martedì,Primavera,True,58.32384794847411
17.743786080830734,111.80411091747939,64.70022134390341,5.0,6.0,3.0,Venerdì,Autunno,False,34.15398014213544
15.014197017735897,298.3918587555042,71.40340856018419,0.0,7.0,3.0,Martedì,Primavera,,71.32297171244002
,149.83668345411246,28.31098883137986,0.0,7.0,3.0,Domenica,Inverno,False,40.969738451339964
30.43546477067456,99.47594285305634,13.268497069519336,2.0,10.0,4.0,Giovedì,Inverno,False,30.35267770876557
29.9987834045225,248.21040877457668,61.669525957682225,2.0,7.0,2.0,Mercoledì,Estate,True,64.80866937204031
9.995511418748007,129.67241326165393,56.173297410523034,1.0,7.0,3.0,,Inverno,False,34.55046581900749
19.474967095422418,129.65245268725724,15.177764965556939,2.0,4.0,1.0,Giovedì,Autunno,False,33.29075716263387
11.733693005548984,143.9053579396966,90.86382111008993,1.0,10.0,4.0,Giovedì,Autunno,False,41.38756160061301
21.837070727508596,99.03223126105789,,3.0,5.0,4.0,Martedì,,False,40.95877937809588
34.704279600901856,,142.2370595913958,0.0,1.0,2.0,Venerdì,Primavera,True,74.20582836944637
21.79728276309955,142.99012757215283,144.51776372009994,1.0,10.0,2.0,Sabato,Autunno,False,49.588986715370424
32.520050318477516,202.56607285573835,25.738129570361856,1.0,9.0,5.0,Giovedì,Autunno,False,52.843042623727115
49.839530479924434,228.77538911875624,73.07030131297236,3.0,3.0,1.0,Lunedì,,False,54.049700855342415
10.746574012673888,221.91255645655392,134.98279270165355,1.0,7.0,3.0,Mercoledì,Estate,True,61.10476276527831
50.0,86.76293566758501,,0.0,6.0,5.0,Domenica,Estate,False,36.582154011460126
20.69086259546161,240.3715498647603,52.7161367874726,,7.0,4.0,Lunedì,,True,59.553182430337806
22.732662538900847,339.51698083030044,179.9241471212298,2.0,10.0,4.0,Venerdì,Autunno,True,92.71560963985333
41.137468149868425,260.2866788978785,86.95730046773502,4.0,4.0,1.0,Mercoledì,Primavera,True,73.09430627130975
41.78861777008257,217.6560597003858,9.979165934844158,1.0,5.0,2.0,Mercoledì,Estate,True,57.06571386458635
24.057689019465602,148.56645925850665,98.10785169603574,3.0,10.0,2.0,Sabato,Inverno,False,46.74138372714459
-7.44124907551884,0.0,85.03786820810193,2.0,6.0,1.0,Giovedì,Primavera,False,6.271412098154541
24.164661250828388,324.1445985760245,71.44079582598503,1.0,,4.678171289033163,Sabato,Primavera,True,79.22239767305193
37.680196420137875,238.54606126579716,102.44838395959843,1.0,6.0,4.0,Mercoledì,Inverno,True,69.25810957516065
31.679841346998096,133.86788095057221,177.46176992131439,2.0,3.0,4.0,Venerdì,Autunno,False,54.02370558634531
45.50337181718858,62.817613347334145,32.415211109796196,2.0,7.0,2.0,Sabato,Inverno,False,29.45605532560302
30.56628310971947,185.95592095018728,59.540864351269285,1.0,5.0,5.0,Lunedì,Estate,False,52.31515555808022
25.723413027902197,365.36089508760074,180.32895996703033,3.0,6.0,2.0,Lunedì,Autunno,True,98.82209892259385
,339.7358819244246,23.385837304530387,3.0,8.0,3.0,Martedì,Inverno,False,33.39055569956768
45.74087952440424,224.35881440302109,124.46506986450736,4.0,5.0,5.0,,Primavera,True,71.04053372437623
14.675117442843103,313.2008735147555,188.930626240809,3.0,6.0,5.0,Mercoledì,Autunno,True,85.93577255988492
25.095319886876013,307.9844814794435,158.03475364907297,7.0,9.0,3.0,Mercoledì,Primavera,True,84.9289676268588
19.97751547895264,,114.24262771874854,4.0,4.0,4.0,,Primavera,True,73.49067965154667
22.507214521703908,124.76428852143655,159.75480995374417,1.0,5.0,2.0,Venerdì,Autunno,False,47.6805030561729
24.967173742598145,266.5523642658818,113.78163421685703,3.0,9.0,3.0,Venerdì,Primavera,True,72.17878839764151
18.851184798398336,,170.3194638736829,3.0,6.0,3.0,Venerdì,Inverno,False,56.51883334184518
34.47448021516536,373.82758194181866,133.01113602003605,1.0,4.0,2.0,Venerdì,Inverno,True,98.40897405491695
30.16752337322022,62.567112730741485,109.31814277851615,3.0,,5.0,Venerdì,Inverno,False,32.49549383596598
18.22539614793141,339.7358819244246,34.827386972019745,5.0,8.0,5.0,Venerdì,Primavera,True,64.2259319821802
16.989962677707567,138.12276351144757,72.66952088356604,2.0,10.0,5.0,Domenica,Inverno,False,39.98849359395839
30.776975203861795,134.1292219070773,155.09514646434,2.0,5.0,2.0,Sabato,Inverno,False,51.568451589008
29.79208010588975,,89.13433372520328,0.0,8.0,5.0,Venerdì,Estate,False,51.056116322578276
21.83895163556304,265.9659227142516,93.16389965080644,2.0,4.0,3.0,Giovedì,Autunno,True,69.06125999859987
18.942117698884978,132.45922425753332,41.507044114966305,1.0,8.0,3.0,Venerdì,Inverno,False,36.325184572668796
49.839530479924434,287.74000565839987,9.216013838235405,3.0,6.0,3.0,Sabato,Autunno,,70.07086772464783
13.489332459639273,339.7358819244246,151.8874363660355,1.0,6.0,1.0,Lunedì,Inverno,True,68.85711029269615
,,,1.0,2.0,1.0,Mercoledì,Primavera,True,
19.609611751377507,109.17180590533181,195.41743467572516,2.0,9.0,1.0,Mercoledì,Autunno,False,47.258988174052135
11.708524800840618,214.47546229881613,64.88805993769131,3.0,5.0,5.0,Venerdì,Primavera,False,52.89645589378455
28.626422339750828,69.90331751152402,103.45392243400642,2.0,4.0,5.0,Giovedì,Autunno,False,32.9139824476307
48.43514971892214,,53.56785532613002,1.0,5.0,,Venerdì,Inverno,True,
18.736126390385934,169.76822798522227,69.66833998444642,0.0,7.0,4.0,Domenica,Primavera,False,46.54131751260488
20.173616106539377,209.8490776463681,198.8547919373401,1.0,8.0,2.0,,Autunno,True,67.90737955496945
38.13753415483549,206.17307047819554,20.787209433208332,2.0,5.0,1.0,Martedì,Autunno,False,54.75459528541059
22.281664372000936,177.61029468063992,12.378854805834072,6.0,7.0,5.0,Lunedì,Autunno,False,43.444443728311676
22.732102162415863,167.49335217889922,42.843035161032674,2.0,8.0,1.0,Lunedì,Autunno,False,44.60260460060787
30.918695431463348,136.07967361851075,117.51429924748808,2.0,7.0,3.0,Sabato,Inverno,False,48.24297327788996
38.73973427757844,335.71219969662195,103.74489699810742,,5.0,1.0,Lunedì,,True,89.13884992240867
23.36300159432209,301.39075482349324,6.7330070273446285,5.0,3.0,5.0,Sabato,Autunno,True,67.96035214572974
35.78133652793956,267.42640924780466,,,9.0,3.0,Mercoledì,Inverno,True,67.38154790499237
20.361612427321603,218.23436603407862,73.38395735232753,2.0,5.0,4.0,Mercoledì,Inverno,True,57.09375267024496
