Vendite Giornalieri (unità),Prezzo Medio (€/unità),Visite Sito Web,Categoria Prodotto,Numero di Recensioni,Tempi di Consegna (giorni),Tipo di Prodotto,Metodo di Pagamento,Sconto Applicato,Transazione Rimborsata,Predict
271.04224888366696,449.1056958433964,1310.0143301859007,,36.0,6.0,Abbigliamento,Contrassegno,,True,277.4528331948524
279.93563349186184,427.07342914047695,2261.728251591376,1.0,26.0,4.0,Elettronica,Carta di Credito,No,True,273.289845488074
294.10047606498284,204.34993063406785,2333.523083821223,1.0,36.0,2.0,Elettronica,Bonifico,Sì,True,215.55521722271175
252.85763690963356,211.0338667564912,1846.7910322065557,0.0,30.0,2.0,Casa,Carta di Credito,No,False,195.73897848176415
274.9239391782297,469.1662943820691,1932.0960772646322,,26.0,,Abbigliamento,Carta di Credito,No,True,283.41185790373555
327.2756710773401,57.923807518182066,,1.0,30.0,5.0,Casa,Carta di Credito,Sì,False,187.0149777941247
228.88708566717727,186.46588639665396,1883.576304877366,3.0,27.0,,Casa,PayPal,No,False,391.2129035411824
263.73664423658363,313.96384500463347,2949.748534668286,3.7022374813240373,25.0,2.0,Casa,PayPal,Sì,True,231.05747561968184
277.3668631661679,460.39007958157686,1530.3101074018002,4.0,44.0,1.0,Elettronica,PayPal,No,True,285.600455457557
,67.79885731526224,,3.0,32.0,2.0,Casa,Carta di Credito,Sì,False,104.39918199963145
272.4020771260151,13.729446413475108,2376.612445331628,3.0,38.0,4.0,Casa,Carta di Credito,No,False,147.91987248705007
224.89534592378095,367.89563351867844,1426.3190708189036,1.0,20.0,6.0,Elettronica,Carta di Credito,Sì,,226.81636301749398
196.49223777653486,494.0162085315234,1750.5549298316462,0.0,27.0,2.0,Elettronica,Carta di Credito,Sì,False,152.84275428804304
318.9488074969361,494.0162085315234,2481.839018412519,2.0,24.0,1.0,,Carta di Credito,No,False,191.5030823192502
186.93777566280738,66.94530389912269,1757.270840992555,3.0,23.0,,Alimentari,Bonifico,No,False,118.15247900114049
307.42064795888786,302.83239958797805,1898.1187220695806,2.0,36.0,5.0,Casa,Carta di Credito,Sì,True,251.76004385583732
255.53839908500322,412.95534636091554,2698.1402898426563,0.0,32.0,3.0,Elettronica,PayPal,Sì,True,258.05580345077624
301.2539697508579,,1686.5167451327834,0.0,30.0,2.0,Casa,Carta di Credito,No,True,211.69371123709152
428.7479428389896,128.86967974282106,,1.0,42.0,1.0,,Carta di Credito,No,True,261.4348753423411
271.4988043648201,426.0215195100385,,0.0,37.0,5.0,Elettronica,Contrassegno,Sì,True,270.95585803542156
284.07254425020636,132.32072128243277,1145.1766987259048,2.0,29.0,3.0,Elettronica,Carta di Credito,No,False,187.53248850983303
193.26154755458103,447.59481972708414,2770.9307996653456,2.0,24.0,3.0,Elettronica,Carta di Credito,No,True,235.70921969541575
245.791025927252,344.5498964208547,1960.237545871444,3.0,38.0,1.0,Elettronica,Bonifico,Sì,True,233.86048188988238
376.49417157442196,371.0439446340055,2592.049999898757,2.0,54.115687750662545,6.0,Abbigliamento,Carta di Credito,No,True,305.16026917741266
263.17925935144655,91.42172829608222,2381.32445662325,1.0,25.0,5.0,Abbigliamento,Carta di Credito,Sì,False,164.01614816454793
183.03323229947745,127.5816837225114,2500.638268122452,3.0,22.0,2.0,Elettronica,Carta di Credito,Sì,False,134.19112126649216
261.8423739611987,352.8457063143598,1738.368070997137,5.0,31.0,5.0,Abbigliamento,,No,True,242.97489887490727
159.646481417694,,1740.2663459154476,3.0,25.0,,Casa,,No,False,108.90253987872208
296.77524201950837,449.45181280516994,2090.117012486206,3.7022374813240373,28.0,1.0,Elettronica,Bonifico,No,True,
285.06516323847933,270.36450631343996,2225.8905896581823,2.0,37.0,2.0,Elettronica,PayPal,Sì,True,231.04193351327166
263.983350666945,,1940.7693354494054,0.0,19.0,2.0,Abbigliamento,Carta di Credito,No,True,276.3748694978022
274.3948126302865,116.26012946085233,1251.463153828313,3.0,30.0,8.0,Abbigliamento,PayPal,Sì,False,178.07544515339893
218.76765731803044,182.2681092622766,2810.4221985188756,4.0,23.0,4.0,Abbigliamento,Carta di Credito,No,False,168.6642614376982
284.4623365137457,,1491.8167885006453,4.0,22.0,,Abbigliamento,Contrassegno,No,False,152.09435608631748
216.61869261117394,471.6044431096726,3703.619529370271,2.0,32.0,3.0,Alimentari,Carta di Credito,No,True,
268.585462997782,343.9484884606528,801.9261758416087,2.0,29.0,5.0,Casa,Bonifico,Sì,True,243.27727803708683
233.2205674852549,109.77391496977631,2801.2674934793895,3.0,28.0,3.0,Casa,PayPal,,False,155.14245823356035
253.72977134870908,433.63054207692835,2321.965345025727,1.0,30.0,4.0,Elettronica,Carta di Credito,,True,262.954048297433
321.0440984419507,38.67049060772161,1869.401087258336,1.0,32.0,3.0,,Contrassegno,Sì,,178.52319640329185
233.567278530877,42.86940687509013,1437.810786904616,1.0,38.0,,Elettronica,Carta di Credito,Sì,False,137.24446132796552
203.5914535249454,323.6149971039249,1485.0456282228056,2.0,34.0,3.0,Abbigliamento,Carta di Credito,Sì,False,391.2129035411824
267.53083301860966,357.65305833933724,2505.0885317685525,3.0,32.0,8.0,Abbigliamento,PayPal,Sì,True,247.461334011106
208.6997447348038,281.6863723613399,2032.568621754921,2.0,25.0,2.0,Abbigliamento,Carta di Credito,No,False,193.85578407580385
234.88545374984946,487.97069360408926,835.435524630163,1.0,31.0,3.0,Alimentari,PayPal,No,True,270.0339349561515
275.6509276566449,251.81228244496165,2716.6470458610124,2.0,35.0,2.0,Casa,Bonifico,Sì,True,220.36914856181096
263.58187507352613,122.74141320013926,2370.145618110211,2.0,31.0,8.0,Abbigliamento,Carta di Credito,No,False,174.81336149680482
286.9859061356108,463.8271312522483,2231.4202351007993,0.0,54.115687750662545,,Elettronica,Contrassegno,Sì,True,288.84109244347985
289.8636859452457,174.45011169537125,,2.0,,7.0,Alimentari,Carta di Credito,No,False,
288.59023690622917,281.39459723656574,1361.925178557606,,28.0,1.0,Abbigliamento,PayPal,No,True,234.3134976240843
240.02369252234186,444.6630890892239,3703.619529370271,3.0,26.0,6.0,Elettronica,Carta di Credito,No,True,
316.10732397041,140.18117448718743,2274.336481742303,0.0,30.0,1.0,,Carta di Credito,No,,206.10801433136123
311.85051134506676,328.27696334650483,2342.0138225040905,1.0,31.0,2.0,Abbigliamento,Carta di Credito,No,True,260.6083446764848
349.06294276328754,41.31780141189772,2325.743520023343,2.0,42.0,2.0,Elettronica,Contrassegno,No,,195.32681180521308
244.7014342699734,371.86249386452505,2035.9694254361377,0.0,,5.0,Abbigliamento,Contrassegno,No,True,
221.4823590933866,489.3894039768229,2225.126426148184,1.0,31.0,3.0,Abbigliamento,PayPal,Sì,True,263.75800073974017
210.5829520510486,441.8903208663749,1775.6535188165967,3.0,,2.0,Abbigliamento,Carta di Credito,Sì,True,243.05857228543675
292.67998216537273,494.0162085315234,1599.8694664831241,5.0,28.0,,Elettronica,Bonifico,No,True,272.7095159333203
,359.4032713039395,1734.8611532592508,3.0,26.0,2.0,,Carta di Credito,No,True,270.7769563893952
,12.595937478394319,2280.056428077097,3.0,42.0,3.0,Elettronica,PayPal,No,False,177.9757278998079
181.29048612107306,450.46727648638984,2210.4351306005365,1.0,30.0,1.0,Elettronica,Carta di Credito,No,True,231.78542600645346
306.71341045180395,353.9300537623179,2620.013483526219,4.0,30.0,4.0,Abbigliamento,PayPal,No,True,265.53572135459734
246.54313702367082,291.47278230564626,2110.503195201448,2.0,22.0,3.0,Abbigliamento,Carta di Credito,No,True,215.1134032035293
236.04089750950223,384.87841167469264,1630.3510615362188,4.0,21.0,1.0,Elettronica,Bonifico,No,True,237.68397225715887
217.63105426550658,371.4212144378915,2816.653188633552,1.0,32.0,3.0,Casa,Carta di Credito,No,True,226.64189146412073
193.4384533668783,276.511263151599,1950.147069180147,3.0,26.0,1.0,Elettronica,Carta di Credito,No,False,184.87260562891885
243.20867294323483,36.699054912555226,1478.7835569146578,1.0,29.0,5.0,,PayPal,No,False,138.414052945384
234.1389347296564,158.85720360552563,1700.7160137713486,0.0,33.0,2.0,Abbigliamento,Bonifico,Sì,False,171.32662844648587
315.86356173224704,497.1698982542023,1491.264636490406,1.0,31.0,2.0,Elettronica,Carta di Credito,Sì,True,313.2827503423842
221.83018746596218,208.94254535957876,1700.403013001887,1.0,23.0,3.0,Alimentari,Carta di Credito,Sì,False,178.1978573408547
,189.61894962955608,2282.815258654168,4.0,34.0,2.0,Elettronica,Carta di Credito,No,False,154.1035776938115
311.3358722151376,110.0194552292352,1975.1038245819627,0.0,37.0,4.0,Abbigliamento,PayPal,No,False,196.07377267633936
244.83704608152794,304.2299916153625,1908.2152830827472,1.0,25.0,4.0,Elettronica,Contrassegno,No,True,391.2129035411824
320.48767094877775,242.6762445439029,2773.012283839288,3.0,,1.0,Abbigliamento,Contrassegno,No,True,237.44670883755973
271.47447626679315,245.14592358578955,1626.9976597022985,1.0,38.0,2.0,Elettronica,PayPal,No,,216.88101520913344
380.35683205098763,382.0200094768771,2266.3167388012553,0.0,30.0,4.0,,Carta di Credito,No,True,310.78441886855694
258.3059721235688,359.3969471074496,2127.6040449636494,3.0,23.0,1.0,Casa,PayPal,No,True,241.57207019401926
316.6823089626051,199.98753949439583,2365.5567270478195,3.0,30.0,4.0,Casa,Carta di Credito,Sì,True,224.33741632962128
285.62641366240655,411.52934115016114,2368.549999302721,0.0,36.0,3.0,Elettronica,Carta di Credito,No,True,273.4720091762516
105.25731207871755,10.180336974610878,724.3613357877473,2.0,30.0,1.0,Casa,,No,False,61.68275713174204
471.69827791407926,275.4863595146932,2406.1162602097756,0.0,30.0,6.0,Alimentari,Carta di Credito,Sì,False,194.112052806282
256.6683911298686,387.8501027764344,2430.7817258787786,4.0,34.0,4.0,Casa,Carta di Credito,No,True,251.48922639786463
251.2311459439556,281.19694167399035,2124.6866435514075,1.0,28.0,1.0,Abbigliamento,Carta di Credito,No,True,215.57465547417488
242.47753617498682,26.639171665106424,2511.486133683779,2.0,30.0,2.0,Casa,Carta di Credito,No,False,135.23051958702533
273.2865809679574,216.94055752911612,1721.9673124961416,4.0,23.0,3.0,Alimentari,PayPal,,True,206.3254577427135
,94.44858421783822,1294.5242825176292,0.0,28.0,6.0,Alimentari,,No,False,138.58703832595177
,108.04313594355138,1498.4636196523054,3.0,21.0,1.0,Casa,Bonifico,No,False,162.5216533865567
300.7658338960296,242.12825143656104,1909.740977124275,2.0,27.0,2.0,Abbigliamento,PayPal,No,True,228.42139237898314
205.48890271898821,,1815.5317355720201,2.0,27.0,3.0,Casa,Carta di Credito,No,False,164.98210935356252
208.79887594333803,312.863775596395,2367.104276433143,1.0,23.0,3.0,Alimentari,Carta di Credito,No,False,202.8585706505875
256.7011321797072,80.14384608333815,2169.977084031755,2.0,30.0,4.0,Elettronica,Carta di Credito,Sì,False,
339.47697128626714,23.94829803893846,1484.413774966254,1.0,,1.0,Elettronica,PayPal,No,False,182.9229750548151
226.7832225976813,122.79321542065948,1249.9836182076488,1.0,28.0,1.0,Casa,PayPal,No,False,155.82957592503848
255.6252747206549,219.10549541243225,2315.388796762426,4.0,29.0,5.0,Abbigliamento,Carta di Credito,,False,199.34428598405714
300.8191929068525,95.58612057321292,1379.4989314065806,4.0,40.0,2.0,Abbigliamento,Carta di Credito,Sì,False,187.08543262539013
306.0933012100676,439.3154032498132,1118.720285917249,1.0,44.0,1.0,Abbigliamento,PayPal,No,True,293.64127157997774
302.7948473802099,24.352971596407905,2402.4605809278783,3.0,29.0,1.0,Elettronica,Carta di Credito,,False,164.50331516902733
306.26470754459166,466.86376510053316,,3.0,28.0,6.0,Elettronica,Carta di Credito,No,True,298.7914833024558
142.04182968018162,239.9803630116864,1326.0720184988681,1.0,22.0,3.0,Elettronica,PayPal,No,False,147.41502374359672
241.43943168555472,382.9492504872967,2196.5174347400457,1.0,34.0,1.0,Elettronica,Carta di Credito,No,True,242.40449098896636
140.65027002654853,393.54927317747183,1489.928113073504,2.0,39.0,4.0,Elettronica,Carta di Credito,No,False,196.18991696651582
272.1593972368494,,2665.896707312432,3.0,30.0,4.0,Casa,,Sì,False,158.13546609911464
,6.057874107872484,1750.0788341049465,0.0,30.0,3.0,Elettronica,Carta di Credito,Sì,False,126.82127095390054
271.98049880037894,387.31532409053983,1958.8575293547847,4.0,19.0,3.0,Casa,Carta di Credito,No,True,255.98484662735143
275.17890432868154,52.2700108188762,1955.4324872153607,2.0,,4.0,Casa,PayPal,Sì,False,159.07045541000363
295.00085291347466,321.0859622522869,1461.2347999433825,1.0,,,Casa,Carta di Credito,No,True,248.2262151324234
297.97503317695254,6.5407055053285,1211.2491649987874,2.0,34.0,3.0,Casa,Carta di Credito,Sì,False,157.74972824007483
264.5719986484045,17.113879250143746,2780.467565393183,2.0,33.0,1.0,Abbigliamento,Carta di Credito,Sì,False,144.02016309924537
471.69827791407926,291.782067590093,1907.5567622327699,3.0,27.0,7.0,Alimentari,Carta di Credito,No,False,181.55905264348897
216.18934758422864,138.14284702829053,1987.1836063812254,3.0,26.0,2.0,,Carta di Credito,No,False,
303.9651374876031,241.1922416546528,1204.125974771845,2.0,23.0,2.0,Abbigliamento,PayPal,Sì,True,
216.28200998759857,318.8577297802153,2100.1614904500448,1.0,33.0,7.0,Elettronica,Carta di Credito,No,True,210.39832392786386
285.16132803971806,324.38675909088715,2374.4158694192784,0.0,,4.0,Alimentari,Carta di Credito,Sì,True,244.09669174712516
275.89630723000937,489.82033557872376,2545.8206885018553,1.0,36.0,4.0,Elettronica,Carta di Credito,No,True,292.0942542886218
225.8535335542017,79.20956644761533,1814.266236966933,1.0,30.0,4.0,Elettronica,PayPal,No,False,
304.20462033059357,38.53286667567151,1846.476607588806,2.0,31.0,3.0,Abbigliamento,Carta di Credito,Sì,False,169.86217016799822
278.49987342583194,227.56301473961747,1361.7755755575474,0.0,30.0,1.0,Abbigliamento,Carta di Credito,Sì,True,213.51884113480122
258.52561556322274,160.88315966192835,1892.2589017015043,1.0,26.0,2.0,Abbigliamento,Carta di Credito,,False,182.72775568018986
179.44996947730345,220.48578677597112,3703.619529370271,2.0,33.0,3.0,Casa,Bonifico,No,False,162.47072077144307
223.09956931266257,393.1866736862607,1605.9933776365328,1.0,27.0,4.0,Elettronica,PayPal,No,True,234.9057867622095
210.69255279844518,55.271685831461426,2189.755864810645,0.0,19.0,3.0,Elettronica,Carta di Credito,No,False,125.727782148661
202.8293807792909,161.29163048825484,2047.2502435892752,4.0,28.0,3.0,Abbigliamento,Carta di Credito,No,False,155.40217953612188
248.84304075679043,50.913315079104436,1047.9390381958738,,32.0,1.0,Abbigliamento,Carta di Credito,Sì,False,146.09551490212655
