Numero di Visitatori,Soggiorno Medio (giorni),Entrate da Turismo (Euro),Tipo di Attrazione,Mese,Provenienza dei Visitatori,Metodo di Trasporto,Alloggio,Soddisfazione Cliente,Predict
79829.39425291763,23.69493611953324,475430.18538662326,2.0,2.0,Locale,Treno,Hotel,False,166466.7151121474
57868.032190591424,20.83538689098975,597708.093079727,1.0,0.0,Internazionale,Treno,Appartamento,True,208246.64401921383
36119.43672414087,7.384344892119177,523679.4651070846,3.0,,Internazionale,Auto,Hotel,False,175164.1578941958
49347.48217953251,13.637802542846085,504086.1754188435,1.0,3.0,Internazionale,Auto,B&B,False,175899.79371541934
47567.538439689306,23.87579538494877,676048.7944714882,4.0,1.0,Regionale,Nave,Hotel,True,226599.2075612911
58667.08995584562,19.298916766177438,660529.1058758665,0.0,2.0,Locale,Nave,B&B,True,227492.27674068275
59688.378442168265,13.87269507283212,416920.3356064785,,,Locale,Treno,Appartamento,False,154921.08990302766
54277.95061934456,5.788253959062402,396659.37549668166,0.0,0.0,Locale,Auto,Hotel,False,146136.78795867678
63716.33070915696,11.110683346006482,377728.18959978526,1.0,1.0,Regionale,Aereo,Hotel,False,145176.82223451405
50662.989903560374,25.785192233998995,,2.0,5.0,Locale,Auto,B&B,False,150458.4877144019
43857.85530558621,14.36680281606338,,4.0,2.0,Locale,Auto,Appartamento,False,152580.2669623466
68426.17253532831,23.048245937298347,545496.0519955219,4.0,0.0,Regionale,Treno,Hotel,True,197862.7018663207
51043.21562992894,7.888948454640017,521596.40577268787,2.0,2.0,Regionale,Nave,Appartamento,True,182000.9295467708
45199.364561478826,19.874698404876245,341220.44507939817,1.0,0.0,Locale,Auto,Appartamento,False,124966.01580455886
48539.06463202157,8.27989278130172,521622.72288702714,4.0,0.0,Internazionale,Auto,Ostelli,True,180757.1491821189
47012.99876165175,19.631386510913146,538678.5356152547,2.0,3.0,Locale,Aereo,Hotel,True,185110.46006540227
56705.74530206323,0.5988359918335195,459716.0310944719,1.0,0.0,Locale,,Ostelli,False,166267.8819793732
33880.63005881617,3.446520258978728,,3.0,0.0,Internazionale,Auto,Hotel,False,137756.5823840694
32327.25831590118,4.2621028436050326,523001.42139293835,1.0,2.0,Locale,Aereo,Hotel,False,173064.2555758321
56703.3701248481,26.429663812430917,375600.9885256993,4.0,1.0,Regionale,Aereo,Ostelli,False,141032.78162013384
47904.8327230165,15.717383466565899,590487.5321285293,2.0,1.8192667088388248,Internazionale,Auto,,True,201099.07600006703
47172.725967140475,2.2534020859236947,412749.2961129161,0.0,1.0,Locale,Auto,Ostelli,False,147411.15181744506
43710.34421923592,15.7312587486732,432313.5643279326,2.0,2.0,Locale,Auto,Hotel,False,294808.4633826443
58683.03706013128,21.098971539934855,472716.4087663499,1.0,2.0,Internazionale,Treno,B&B,,171156.6411599706
55003.361285096806,6.4415262782826135,508612.8565954589,4.0,2.0,Locale,Nave,,True,180086.33762118604
,23.40363618010616,676344.7952277802,3.0,1.0,Internazionale,Aereo,Hotel,True,226716.4286506691
40020.19134071982,12.9386530774907,552408.1483733559,1.0,2.0,Internazionale,Auto,B&B,True,185732.74018236666
40211.724208089014,19.741662338409714,521347.14697005245,2.0,0.0,Regionale,Nave,Appartamento,,176510.40619506023
56229.442081903144,4.856370712916572,630472.7591404303,1.0,0.0,Locale,Auto,Hotel,True,217256.74878308066
79829.39425291763,17.58769657831023,482051.95454894577,2.0,0.0,Locale,Treno,Hotel,False,166107.21013218767
57559.12130744484,26.742790111292674,253462.53743101773,3.0,2.0,Locale,Auto,B&B,False,104818.92188302774
58306.74443969266,14.335239279806768,574976.1764506388,3.0,2.0,Regionale,Aereo,Hotel,True,201646.82515503795
44133.64133142132,10.112478545496568,507015.4895929033,3.255510211374088,0.0,Regionale,Auto,Hotel,False,174171.46754358165
46653.41583401853,24.113041514077786,425216.7726366429,1.0,0.0,Locale,Treno,Hotel,False,150891.93970800214
45280.16691664382,13.534491234588812,388748.7242597131,4.0,1.0,Internazionale,Auto,,False,139265.50073623582
48173.63541667925,6.976338296081432,554252.5869865194,4.0,1.0,Regionale,Auto,Hotel,True,190363.39380429543
64632.65980362287,29.36599900440449,433766.91125722043,3.0,1.0,Regionale,Auto,Ostelli,False,162447.00327897756
,19.995657797353296,453421.94957202516,0.0,1.0,,Auto,Hotel,False,172835.41254255522
38865.102957417446,12.376594393556141,396266.0895679323,0.0,3.0,Locale,Treno,B&B,False,138312.3783490884
53556.04223979286,29.476421125545127,567431.6728397678,2.0,0.0,Locale,Aereo,Appartamento,True,197007.92297182675
56580.521797452864,4.601010874830239,564446.5032885701,2.0,3.0,Internazionale,Auto,Hotel,True,197624.61188529746
,25.25102856055255,624757.2631968326,0.0,0.0,Locale,Treno,Appartamento,True,214956.81930264196
36921.12880911007,23.215104741700284,607686.7061970966,2.0,0.0,Regionale,Auto,Hotel,True,200766.97626368402
49016.42757777206,26.232366110699843,506927.5719960655,1.0,1.0,Regionale,Auto,Ostelli,True,176586.6853877057
56341.740331850764,,555641.7134184829,4.0,3.0,Internazionale,Auto,Appartamento,True,194864.18419147024
60874.57796311841,2.12092469917215,526191.2330899868,1.0,2.0,Internazionale,Treno,B&B,True,188294.85890855524
50980.6436826582,11.048719977372926,612241.4326208917,2.0,3.0,Locale,Treno,Appartamento,True,209163.1516275966
