Numero Veicoli,Tempo di Viaggio (minuti),Velocità Media (km/h),Tipo di Strada,Incidente Stradale,Tempo di Attesa,Tipo di Veicolo,Ora del Giorno,Tipo di Viaggio,Congestionamento,Predict
1367.8619170359589,42.441257950421644,30.384187053373,1.8246505589562165,2.0,9.0,Auto,,Pendolare,False,568.992400315522
0.0,33.543853419386174,25.927216318664804,1.0,3.0,12.0,Auto,Sera,Turismo,,17.841320921415292
551.7141742718937,83.36486135656355,65.43809833894635,0.0,6.0,13.0,Auto,Pomeriggio,Pendolare,False,265.32655761741046
958.9896025908455,55.702765189055725,50.37992469809379,,7.0,11.0,Auto,Pomeriggio,Lavoro,False,415.42064800248306
2019.5279589462034,32.297698046223445,46.24163430008295,1.0,3.0,12.0,Auto,Pomeriggio,Pendolare,True,831.3729832823733
1725.5221142485525,37.422751642951155,82.73504572055957,0.0,3.0,8.0,Camion,Mattina,Lavoro,True,726.2561849084743
1871.6349155860253,37.152754154058506,73.19669424310243,0.0,7.0,11.0,Furgone,Sera,,True,781.7588007535585
1409.2037000998982,14.21502810994609,43.5771619747967,,3.0,6.0,Furgone,Sera,Lavoro,False,
,119.2046662045049,110.56636061953512,1.0,5.0,9.0,,Pomeriggio,Lavoro,False,534.7559512065329
,71.0346664685786,,2.0,0.0,7.0,Auto,Pomeriggio,Turismo,True,765.1062621459296
1277.9179639158401,112.58986225878458,67.26073935607324,1.0,4.0,10.0,Auto,Pomeriggio,Pendolare,False,563.8497942335562
1178.7557118221412,5.813946075288943,55.1257319735667,3.0,4.0,14.0,Auto,Pomeriggio,Lavoro,False,489.7841881435132
1284.5626750672677,52.89684938612887,53.27576561012306,1.0,3.0,4.0,Camion,Mattina,Pendolare,False,545.6768545257828
2052.153333310093,32.03292885262574,79.61946657935628,1.0,3.0,8.0,Auto,Mattina,Lavoro,True,854.3570519536319
1980.8029118134355,73.86770313447497,72.61037017394315,0.0,4.0,6.0,Furgone,Sera,Pendolare,,
1361.5535071360002,23.935360226406218,58.094080656333446,1.0,6.0,12.0,Furgone,Pomeriggio,,False,569.230235119222
1554.1552548796928,38.42484971455623,33.87501149688656,0.0,5.0,11.0,Auto,Notte,Pendolare,True,643.35206031531
1543.3399236617233,73.35121399337596,86.29776130904796,1.0,4.0,5.0,Auto,Sera,Lavoro,True,665.2306620554165
1099.3433687566599,58.390838855842645,38.62291453913594,0.0,7.0,12.0,Auto,Sera,Turismo,False,468.8414735211576
1315.669514060644,114.20590255057958,50.374170472132235,0.0,3.0,9.0,Furgone,Mattina,Pendolare,False,575.6418275310712
2226.038493341801,30.66681100864926,51.88284051730582,2.0,7.0,10.0,Camion,,Pendolare,False,515.0238899256404
1750.146464556799,47.362182659542086,52.776447566869,0.0,8.0,12.0,Auto,Mattina,Pendolare,True,730.100174890643
1043.2215156463478,22.99663180946112,42.405372524166225,1.0,,,Auto,Mattina,Pendolare,False,436.9092075586274
938.3467627512731,54.06617286561941,62.68914376147042,2.0,9.0,7.0,Auto,Sera,Pendolare,False,410.3653000886362
1480.318834270386,91.09824725069117,56.53912234452426,0.0,6.0,9.0,Camion,Sera,Pendolare,True,636.4187445867191
1072.0267313822965,13.820403869789967,77.3749232063513,1.0,0.0,12.0,Furgone,Mattina,Pendolare,False,456.16929067576103
1324.2808430323669,35.26128646176001,,3.0,1.0,16.0,Furgone,Pomeriggio,Turismo,False,558.5538115995802
1583.8971364830318,0.8207089586245697,43.17669745034453,1.0,5.0,11.0,Auto,Pomeriggio,Pendolare,True,646.7580765159034
1685.863194166499,32.90643321309121,36.585171579609195,2.0,7.0,7.0,Auto,Mattina,Pendolare,True,695.1927591044098
,55.90908742862746,75.66820889036462,0.0,4.0,10.0,Auto,Sera,Lavoro,True,883.7724284706361
1668.153573607875,75.32566439515698,96.64385822542775,0.0,4.0,10.0,Auto,Sera,Lavoro,True,718.8522862293255
1909.0896632563924,79.02561225717257,54.1336439848,2.0,9.0,5.0,Furgone,Sera,Turismo,True,803.5836421751487
1484.3516685961167,115.43539069164459,51.672285358062794,1.0,9.0,9.0,Auto,Pomeriggio,Turismo,True,643.872970253359
1425.361923196232,95.34013473479935,15.969565336795043,1.8246505589562165,2.0,14.0,Camion,Mattina,,False,
1185.9019629492745,7.799909127147857,116.87899217046626,0.0,5.0,12.0,Camion,Notte,Pendolare,False,511.7644555689941
1148.9124079375024,80.99028969061122,74.024121888396,0.0,2.0,4.0,Auto,Pomeriggio,,False,506.06928664870316
848.5389496138018,66.43567476314364,91.19196191138707,0.0,3.0,6.0,Furgone,Mattina,Pendolare,False,386.70387084788
1800.8594692305028,95.89008031988693,68.13839515361589,1.0,9.0,10.0,Auto,Pomeriggio,Pendolare,True,769.5523303342521
1228.0023468212275,53.5772971926142,71.62370705915158,2.0,5.0,9.0,Auto,Pomeriggio,Pendolare,False,528.7612400040208
1668.5440444051374,109.8971936078342,67.09341287981074,0.0,5.0,11.0,Auto,Sera,Turismo,True,720.5147997083485
1709.5286281093656,66.05780363416952,104.7244971674317,1.0,2.0,9.0,Camion,Pomeriggio,Turismo,True,735.0461414842266
1507.6250691101825,60.43686248496564,71.40422959682678,0.0,6.0,16.0,Auto,Notte,Pendolare,True,642.6023552686107
1604.3977241527373,40.99249886348939,86.87227709280091,0.0,,6.0,Camion,Mattina,Turismo,True,680.1185224479822
,,79.97147747308152,2.0,2.0,13.0,Auto,Mattina,Turismo,True,906.1867171447064
1375.6280882177907,118.42796598853663,18.91639279219426,2.0,2.0,11.0,Auto,Mattina,Turismo,False,591.4545429213356
1708.276165575342,21.1830512920713,62.4775741300378,1.0,8.0,8.0,Auto,Notte,Turismo,,1180.1488910280102
1883.039741223644,51.51493970246743,108.78027854567725,1.0,,12.0,Furgone,Mattina,Pendolare,True,801.304461963901
599.0643584903156,71.07022274996693,104.12479676009201,0.0,3.0,11.0,Furgone,Sera,Lavoro,False,292.18424924914393
809.2243582646005,109.46484442199697,71.69337553569126,1.0,3.0,7.0,Auto,,Pendolare,False,378.0372092931467
1907.9128526779532,59.04956642293398,44.1119225677363,1.0,5.0,11.0,Auto,Pomeriggio,Turismo,True,794.1135877683823
1653.5458294032592,38.461400344535875,40.73003077793395,0.0,8.0,12.0,Camion,Sera,Turismo,True,685.1757610980447
1911.6313416794744,74.19025227912122,49.15447788066115,3.0,,5.0,Auto,Pomeriggio,Pendolare,True,801.6559557197245
1808.058426909814,39.337088894991226,38.073608087154895,0.0,4.0,10.0,Auto,Sera,Pendolare,True,746.4465798585695
715.0501297388147,66.59110846715578,32.9758651716896,0.0,7.0,12.0,Auto,Pomeriggio,Pendolare,,315.8901439871795
1485.9049983097884,77.09148975113378,32.28379946194893,0.0,7.0,,Camion,Pomeriggio,Lavoro,False,627.1745860878401
1373.7500065827605,72.348563986063,95.52855763651175,,7.0,13.0,Auto,,Pendolare,False,599.8631391198767
1400.902100728322,79.21896363490842,64.04993649916844,1.0,2.0,13.0,Auto,Sera,Pendolare,False,603.3415103315518
1618.9835615661161,112.58986225878458,80.35448028211187,1.0,6.0,13.0,Camion,Mattina,Turismo,True,675.0370232358765
2025.079755888693,53.58431905811417,84.93243809904651,1.0,,18.15082882846153,Auto,Pomeriggio,Pendolare,True,851.5869295026255
1638.3613515140207,63.9433438251463,77.66131054789699,3.0,9.0,,Auto,Sera,Pendolare,True,697.8259369175214
573.3133322335245,14.633611303640063,0.0,2.0,2.0,14.0,Auto,Mattina,Lavoro,False,233.71541628450186
,24.165844927298245,34.74007144915184,1.0,4.0,6.0,Auto,Pomeriggio,,True,655.3762772268176
1233.4357157800969,72.93630480279008,62.9539602381165,1.0,7.0,16.0,Furgone,Notte,Lavoro,False,534.1413658243107
1621.876958887903,95.01000759903324,54.160086750249455,0.0,7.0,9.0,Furgone,Pomeriggio,Pendolare,True,693.5018118599461
1652.991011228909,110.9987831286749,,0.0,7.0,16.0,Auto,Notte,Turismo,True,713.4711871479814
1988.9809668188022,91.54117647607656,60.917213948959564,1.0,4.0,,Auto,Pomeriggio,Lavoro,True,841.3299038550317
1488.7704009793092,74.22384786689311,98.09016801687245,1.0,3.0,12.0,Auto,Pomeriggio,Pendolare,True,647.2023651568534
1830.8098991238282,64.31724731884604,53.647618222159934,3.0,3.0,5.0,Furgone,Sera,Pendolare,,767.7134193118331
2353.0830625123635,66.85197963533214,85.2278088307325,0.0,10.0,11.0,Furgone,Mattina,Lavoro,True,986.8571615447648
1328.4491939969266,,74.10089213777646,1.0,5.0,15.0,Auto,Sera,,False,569.1574369660841
2208.951496591595,112.58986225878458,78.7922686345898,0.0,5.0,10.0,Camion,Pomeriggio,Turismo,True,922.6045878497696
1205.1491136390473,3.4339911680969726,67.87257383059776,0.0,8.0,8.0,Camion,Pomeriggio,Pendolare,False,503.45161495522734
1655.161727357182,109.83937642119994,,1.0,5.0,20.0,Auto,Sera,Pendolare,True,717.9817373305589
1675.7492784332435,89.77455352771322,68.35513637208216,2.0,,11.0,Auto,Sera,Pendolare,True,717.738618343236
982.7733849930747,44.86972847833074,67.70262143881547,1.0,5.0,10.0,Auto,Sera,Lavoro,False,426.8810589723738
1346.8101590429792,52.467903546771225,52.98738067877496,0.0,,11.0,Furgone,,,False,570.3606488848556
925.3089438485997,65.63870601561916,,3.0,3.0,11.0,Furgone,Mattina,Pendolare,False,411.5191979491947
755.0452427597387,113.8465447746913,51.260190000834086,1.0,5.0,14.0,Auto,Pomeriggio,Lavoro,False,351.55011753655316
1834.2925300752931,97.09540071872969,38.47564041581454,0.0,3.0,10.0,Auto,Pomeriggio,Pendolare,True,774.3883243704805
1815.869160319233,79.51751575970758,76.65239306376344,,4.0,15.0,Camion,Mattina,Pendolare,True,773.1986367747346
1737.8104866985611,17.553533243941676,46.161786722443765,2.0,13.0,13.0,Auto,Pomeriggio,Lavoro,True,714.23879066934
1985.8422312175642,33.06574317982675,80.19345216015203,0.0,,10.0,Auto,,Lavoro,True,828.3146510890193
1919.5163369142979,19.913187634996486,48.56296348819337,2.0,2.0,7.0,Auto,Notte,Pendolare,True,788.3493801026762
1025.859749608092,38.38030295380048,56.835328290453106,,1.0,7.0,Auto,Pomeriggio,,False,438.9085892165129
1126.2651409782532,49.965437714896574,58.92748054613379,2.0,6.0,,Auto,Notte,Pendolare,False,483.1739318696104
714.8559632358921,102.12463537737595,44.24426886023374,1.0,2.0,11.0,Auto,Mattina,Lavoro,False,329.85305656563975
1612.310960332567,,78.50133812349472,0.0,4.0,,Auto,Sera,Turismo,True,695.1312794499188
1131.7085983101347,6.856405383269983,25.500833638776193,2.0,6.0,10.0,Furgone,Pomeriggio,Pendolare,False,462.39061103066774
769.1131472762528,40.05474862482184,52.09943368644712,2.0,4.0,8.0,Camion,Pomeriggio,Pendolare,False,335.29151360388187
1737.429156095619,18.12061985806981,18.541835702758547,0.0,7.0,17.0,Auto,Pomeriggio,Lavoro,True,705.9703991064961
1222.1619267966373,53.84785533847084,68.69802860037727,2.0,,12.0,Auto,Sera,Pendolare,False,525.6285359003093
1667.5479321425546,64.427944547754,34.050231980438866,0.0,5.0,8.0,,Pomeriggio,Pendolare,True,696.5626258154798
1084.0455856615956,113.38032224741184,77.04163648109773,1.8246505589562165,4.0,9.0,Auto,Mattina,,False,
1879.3887696711527,18.18904726843458,38.21762265569734,1.0,6.0,13.0,Furgone,Pomeriggio,Pendolare,True,768.6775088457007
1625.0162263405898,49.13334011639308,50.38915521094109,0.0,7.0,18.0,Furgone,Sera,Turismo,True,679.8632391344362
1435.9174037631433,20.32094760268512,,0.0,,9.0,Camion,Pomeriggio,Pendolare,False,599.9097303683785
706.8170002782844,14.398646754586792,31.242879579057412,2.0,1.0,9.0,Auto,Pomeriggio,Lavoro,False,296.419258011407
1232.218821737497,2.5467599021391196,64.48479028113047,1.0,5.0,10.0,Furgone,Mattina,Lavoro,False,512.9969937499797
1540.695578541556,54.87736612029176,69.39222190036588,1.0,3.0,6.0,,Pomeriggio,Lavoro,True,653.5591078228198
1685.5059328150664,101.1759106959313,59.0059540880353,0.0,8.0,8.0,Auto,Notte,Pendolare,True,722.2569325612166
2601.9814950605914,91.09875762473457,,0.0,4.0,7.0,Furgone,Sera,Pendolare,True,1082.7764069940024
1245.3188537585272,88.66123584412722,55.494960833456666,2.0,4.0,14.0,Auto,Pomeriggio,Lavoro,False,1180.1488910280102
1364.5254195431967,89.84180695445043,60.83702896305837,1.0,10.0,8.0,Auto,Pomeriggio,Pendolare,False,591.0138185925314
800.6390158591839,1.01482761284156,94.56509601413757,0.0,0.0,7.0,Camion,Mattina,Lavoro,False,348.92958343176736
1575.1091190179593,103.49725962532037,32.00810854154385,1.8246505589562165,6.0,8.0,Furgone,Sera,Lavoro,True,670.695258057243
1600.1555812601448,5.742659007249991,40.85971017808079,0.0,5.0,6.0,Camion,Mattina,Turismo,True,654.0429432596571
1387.849154831693,94.02740411964834,73.16930332282607,2.0,7.0,10.0,Camion,Mattina,Lavoro,False,605.2986741654196
1831.3100616937584,110.88670595187564,57.94381595276601,1.0,3.0,10.0,,Notte,Turismo,True,783.1731812488958
1833.7265447844322,31.56683610202655,55.21911783343907,0.0,,9.0,Auto,Sera,Lavoro,True,759.5264040944126
,70.9360528843488,22.197845108165602,1.0,8.0,6.0,Furgone,Sera,Turismo,True,1180.1488910280102
625.8727917843498,58.20922229188596,62.21973113319098,2.0,9.0,7.0,,Mattina,Pendolare,False,286.47780274126296
1002.0425689791116,66.221549676574,67.23601200573034,0.0,4.0,9.0,Auto,Sera,Pendolare,False,440.854296096336
1561.6727685287894,4.185878465419339,88.85609113450947,1.0,8.0,10.0,,Pomeriggio,Pendolare,True,652.5816982914945
1660.3252828289944,2.5527741556275085,106.50780128007779,2.0,5.0,18.15082882846153,Furgone,Sera,Pendolare,True,696.8482857623094
1575.083538767133,98.28968560772734,23.943779584051377,0.0,6.0,6.0,Auto,Pomeriggio,Lavoro,True,666.7034550643868
1384.6090671340855,61.007361055195396,83.09026294397063,2.0,3.0,9.0,Furgone,Sera,Pendolare,False,597.072914053384
1103.1893330744092,60.668834954301424,33.33728869876672,1.0,6.0,7.0,Auto,Mattina,Pendolare,False,469.47757032568416
1965.7208275636517,59.616661665156975,79.89677418179,1.0,2.0,12.0,Furgone,Notte,Turismo,True,828.1423617795448
1657.8422918563597,67.98021708217011,90.33393652605949,1.0,10.07011205482235,10.0,Furgone,Sera,Lavoro,True,710.6311628250128
1949.6742051712424,68.28902852754156,111.78331245343053,2.0,6.0,12.0,Furgone,Pomeriggio,Pendolare,True,833.8913843627886
1828.4428450191522,60.716570034806814,50.17958279713864,2.0,3.0,6.0,Auto,Sera,Pendolare,True,764.6459838572446
2188.579816907348,56.66833303008088,61.101973403784385,1.0,6.0,15.0,Furgone,Pomeriggio,Lavoro,True,910.7630186930987
989.471829018054,101.91935647005681,9.48799573020085,0.0,6.0,6.0,Auto,Pomeriggio,Pendolare,False,429.2109372672989
1314.7608233531682,5.005190433675457,38.737550462836246,,6.0,4.0,Auto,Sera,Lavoro,False,539.0271516102207
1607.8664647422706,33.41698100633224,53.1250572231352,2.0,9.0,9.0,Furgone,Sera,Lavoro,True,1180.1488910280102
1696.704273477527,17.68143071126871,71.12272042170838,0.0,8.0,15.0,Furgone,Mattina,Pendolare,True,705.3229547309039
1824.9092390862088,45.307907644066454,41.92740250918513,3.0,3.0,12.0,Auto,Mattina,Pendolare,True,756.134288680459
1501.7373750902605,85.0703434777959,114.4034584489513,0.0,8.0,4.0,Auto,Pomeriggio,Pendolare,True,
1733.6875692891351,65.01941840961099,35.3781312651113,2.0,8.0,9.0,Furgone,Pomeriggio,Lavoro,True,723.5942926180707
1611.2018990558859,107.20126749311464,32.060160124994084,0.0,3.0,9.0,Furgone,Notte,Pendolare,True,
1901.8366688199617,3.733064597641378,55.596073406797146,,2.0,15.0,Auto,Sera,Pendolare,True,778.5334089293164
1377.0424360396362,110.27565257081015,74.71802920453541,0.0,9.0,,Auto,Pomeriggio,Pendolare,False,606.3150789484581
,82.9079394760758,54.614008617296996,1.0,3.0,10.0,,Pomeriggio,Turismo,True,1180.1488910280102
1965.7719004471405,88.42386670195434,63.79795606040762,0.0,3.0,13.0,Furgone,Notte,Pendolare,True,831.9753070075648
,112.58986225878458,60.92070907733647,1.0,10.0,9.0,Auto,Pomeriggio,Pendolare,False,
1045.064686461954,,53.091909971273644,3.0,5.0,6.0,Auto,Mattina,Lavoro,False,453.0416093976773
1325.623983520205,101.99380138433284,53.28887566247308,1.0,3.0,14.0,Camion,Pomeriggio,Pendolare,False,576.8343965221238
1543.241318318564,27.504985686322478,46.41949548408287,0.0,6.0,9.0,Camion,Pomeriggio,Pendolare,True,639.4738716785473
1138.9151666462635,16.640001848775764,,0.0,10.07011205482235,5.0,Furgone,Mattina,Turismo,False,477.05142579858193
1513.1947675321562,,72.72617691998171,0.0,7.0,3.0,Auto,Mattina,Lavoro,True,631.0546519931939
1672.7621377864064,74.77574462513905,32.454491450551785,1.0,5.0,9.0,Camion,Mattina,Lavoro,True,701.2739259372698
1284.0930814955295,100.93632065135704,75.33535947880902,1.0,5.0,6.0,Auto,Pomeriggio,Pendolare,False,566.5187366372617
1122.0047170256767,34.61702500540446,75.0403551448321,0.0,6.0,8.0,Auto,Mattina,Pendolare,False,481.69910085534167
2120.334414721499,81.42823399207725,67.21540653215466,1.0,3.0,5.0,Auto,Sera,Lavoro,True,892.7268580458691
1779.1056940385358,89.48283119494712,87.20401379204924,1.0,4.0,15.0,Auto,,Turismo,True,764.6483311115132
1467.2504201009046,86.19579492195993,25.569844631118535,1.0,6.0,9.0,Furgone,Mattina,,False,620.4298599062854
738.22695927735,96.2490910470712,40.44953953523303,1.0,9.0,12.0,Furgone,Sera,Pendolare,,336.3003728856313
1148.4729785734428,94.98447952034181,66.07595401935129,,7.0,7.0,Auto,Pomeriggio,Pendolare,False,507.70732149128503
1362.9931720465859,4.774731590122596,65.68015154707905,1.0,8.0,10.0,Auto,Pomeriggio,Lavoro,False,566.3337337597949
1161.9204966680657,40.40857340725325,50.90262469980526,0.0,4.0,12.0,Auto,Pomeriggio,,False,492.16155809934384
2045.4965532203482,108.06295596377281,70.69478914006591,,5.0,10.0,Furgone,Pomeriggio,Lavoro,True,871.825944819291
2128.4941987211087,60.16494089842047,,2.0,4.0,10.0,Furgone,Pomeriggio,Pendolare,True,892.9240157758105
1061.7546870662802,20.6420775598895,43.03425898265476,2.0,5.0,12.0,Auto,,Turismo,False,443.80477578927537
1702.3843082132785,81.79441991949723,,0.0,2.0,8.0,Auto,Sera,Pendolare,True,1180.1488910280102
1348.261878827319,77.66639001896931,,0.0,10.07011205482235,9.0,Auto,Sera,Lavoro,False,575.1660608436022
1829.9004923564935,50.34453155285047,91.41804325813413,1.0,7.0,9.0,Furgone,Pomeriggio,Turismo,True,774.4889693858929
2035.4894840659067,7.359511068917328,37.80731115960153,1.0,2.0,6.0,Auto,Pomeriggio,Turismo,True,827.7458402949184
998.4825056847267,82.74842885437987,43.2961110660039,2.0,4.0,10.0,Auto,Mattina,Lavoro,False,437.2063642500059
1733.1543990982323,10.913714626324813,50.31600306757639,0.0,7.0,5.0,Furgone,Mattina,Pendolare,True,
2290.16504879591,118.83465764042253,16.06571489846884,,2.0,11.0,Auto,Pomeriggio,Pendolare,True,956.5361312800314
1072.7323474573739,61.89695714963709,45.426443282654425,0.0,3.0,8.0,,Pomeriggio,Pendolare,False,461.289959112637
2226.038493341801,6.101823691921444,49.05105686414052,3.0,6.0,7.0,Furgone,Pomeriggio,Pendolare,True,796.1292233405511
,19.74159707768073,60.564947649209785,1.0,3.0,9.0,Auto,Mattina,Pendolare,True,644.4654662061213
1296.576151064397,118.43654986167704,68.58405809342102,0.0,6.0,11.0,Auto,Mattina,Lavoro,,574.7366428122882
1529.609756106809,,68.52654237834219,1.0,2.0,4.0,Auto,Sera,Pendolare,True,1180.1488910280102
2289.9296347362415,79.43283602681558,50.225896968637954,0.0,8.0,8.0,Auto,Mattina,Turismo,True,954.8694737931327
1701.030546861898,29.715163184883686,72.97932046959406,1.0,8.0,,Auto,Pomeriggio,Pendolare,True,711.2205638411025
1002.681267923113,81.17854560400151,45.37519397893981,2.0,2.0,9.0,Auto,Notte,Pendolare,False,439.0386290441276
80.65284183641666,26.418686559337242,48.10462865555187,1.0,4.0,9.0,Auto,Mattina,Turismo,False,54.618131299033394
2008.9216796710036,34.24198355100507,59.68967749225194,3.0,4.0,12.0,Furgone,Pomeriggio,Pendolare,True,831.7481701813786
925.6879232657127,20.153700037778943,41.81654750917594,0.0,5.0,14.0,Auto,Sera,Pendolare,False,388.8662435703715
964.1141497544018,74.42738716428262,68.41661028240432,1.0,7.0,8.0,Furgone,Pomeriggio,Pendolare,False,428.4988591357668
1499.4882952231353,97.43130149002228,45.80201401284852,2.0,,17.0,Furgone,Pomeriggio,Turismo,True,642.7653127401154
2385.9092447883754,2.9015049903066714,40.1855486758821,0.0,4.0,9.0,Auto,Pomeriggio,Lavoro,True,967.2898140152068
1037.3875723786953,110.84037752282424,56.26756750599307,0.0,,13.0,Furgone,Pomeriggio,Pendolare,False,465.08741246012335
2104.372400930098,116.34367507914915,43.777885931018375,,3.0,9.0,Auto,Pomeriggio,Pendolare,True,889.7854286750896
2020.9233335102504,109.66546123836923,25.5385369999278,1.0,,10.0,Auto,Pomeriggio,Lavoro,True,848.9305328755893
1267.5505593485655,,92.77388138041724,0.0,3.0,6.0,Camion,Mattina,Pendolare,False,561.608099548434
1486.5037597020635,41.80921122018895,,0.0,3.0,8.0,,,Lavoro,False,616.9538223112979
997.2658064151085,43.95066470380807,84.57560865511775,0.0,7.0,12.0,Auto,Pomeriggio,Lavoro,False,437.46420457372113
2258.7136392422512,112.58986225878458,7.649495777715217,1.0,6.0,7.0,Auto,Pomeriggio,Pendolare,,908.7077529173991
839.1879514632653,115.80186169392225,51.53068636691303,1.0,4.0,6.0,Camion,Sera,Pendolare,False,385.8749450035568
1456.0324980397634,39.742727974984035,28.43832748867068,1.0,8.0,7.0,Camion,Pomeriggio,Lavoro,False,
2989.3294926476065,42.45197893063593,31.50047524668562,3.0,,6.0,Auto,Sera,Pendolare,True,1217.9175333122391
995.6934594914429,110.94407148983575,78.4827960136931,1.0,5.0,13.0,Furgone,Mattina,,False,455.10544404763584
1501.2239084624152,51.86382858744259,54.200501864496914,2.0,6.0,16.0,Furgone,Pomeriggio,Pendolare,True,632.308862520548
1754.8532369274903,111.297235338401,74.2009151743994,2.0,4.0,8.0,Auto,Mattina,Turismo,True,757.5907399248363
1270.1153906595935,94.76931691407216,81.6190233391903,1.0,6.0,11.0,Auto,Pomeriggio,Lavoro,False,1180.1488910280102
725.2493879533529,103.4527256944613,45.955880240018075,2.0,8.0,10.0,,Sera,Pendolare,False,334.922336961685
,16.400910817346883,57.22568286379111,1.0,4.0,8.0,Auto,,Pendolare,True,763.1473041986018
2606.82599891608,116.98105184889559,45.0937253222971,1.0,1.0,8.0,Furgone,Pomeriggio,Pendolare,True,1091.3528327177899
634.7974926179085,65.73277755013622,73.66253253497307,,6.0,11.0,Furgone,Sera,,False,
1315.4866954262063,72.43794323545882,62.26630153426371,2.0,7.0,14.0,Auto,Mattina,Pendolare,False,566.6059516013994
846.2541184254582,79.75804247493022,65.90017229762864,2.0,3.0,13.0,Auto,Pomeriggio,Pendolare,False,382.19911180195095
,119.25894818880076,51.84211307755919,1.0,3.0,9.0,Auto,Notte,Pendolare,,433.3775003586817
1432.6999432037164,50.42083788155959,47.986644047307834,,4.0,7.0,Camion,Mattina,Lavoro,,1180.1488910280102
174.77885324468343,74.7832911076532,,1.0,4.0,11.0,Auto,Pomeriggio,Pendolare,False,109.43784024393847
1462.2098392233981,116.31878281944564,31.044048545082354,2.0,2.0,6.0,Auto,Pomeriggio,Turismo,True,629.0927850987177
1425.2584514810271,27.241260493741557,48.75209152346849,3.0,4.0,8.0,Furgone,Mattina,Pendolare,False,592.9013861975739
1345.7557813403228,11.727583297322596,73.80853097991087,1.0,5.0,,Furgone,Mattina,Lavoro,,563.9631468192991
1111.0523605134617,82.2169810201118,84.63358973718323,1.0,9.0,14.0,Auto,Mattina,Pendolare,False,
1710.8336341333788,4.1256211163861956,68.88374407029829,3.0,1.0,11.0,Auto,Mattina,Lavoro,True,706.236263209357
1632.463061744159,47.40476876514764,41.82267264958665,0.0,,17.0,Auto,Mattina,Lavoro,True,679.753457122084
1625.7877622576825,,29.280354195092816,1.0,2.0,10.0,Auto,Sera,Pendolare,True,691.3529251214077
1327.7967928924854,9.833336801749013,58.01338304765174,1.8246505589562165,3.0,12.0,Auto,Mattina,Turismo,False,551.4727331118145
