Ricavi Totali (Euro),Profitti (Euro),Dipendenti,Settore,Rendimento del Capitale,Soddisfazione dei Clienti,Quota di Mercato,Crescita Fatturato (%),Obiettivi Raggiunti,Predict
4888819.104465326,1498461.4953139224,289.0,0.0,10.181382585088244,75.13438046709263,0.016843778491248962,13.170845762146017,False,2893950.6349959923
4751454.721953868,1869498.3097080796,,0.0,22.029047708691323,82.1708786212368,51.50750122948053,0.22373599064859562,False,
4925339.208399881,1950724.172024588,,1.0,-2.9940055562184797,72.64518615946984,78.76195818308062,6.675817633223094,False,3047888.190970843
6339741.640563616,2685193.5269420464,278.0,0.0,11.626392269712198,72.96598111232078,74.48000486834809,15.515813110934015,True,3975431.9815270435
4930523.347892804,2028663.1326232792,316.0,1.0,5.18905464946339,83.76973802643299,90.36967740740862,2.989404769844189,False,3073861.2116143396
5927191.337672363,1865695.1989775707,297.0,3.0,29.316475708174956,78.18309598344763,50.56439250144524,15.179315721973069,True,3523307.264392597
7044257.754158897,2163898.4969763095,,1.0,16.937168798878247,82.54168667254778,,14.640353299874258,True,4171301.354243001
3500122.1118207294,2174106.801341634,288.0,0.0,18.355373025496586,84.07822935803149,93.6803776576161,,False,2402294.270044501
5590638.022180992,1995277.806511986,293.0,1.0,21.641882139122867,86.24591238555469,,11.84719415782837,True,3393904.7224829234
3956290.0283080386,2295552.802883868,321.0,0.0,21.07786750997822,80.15717501318171,10.950025659906949,8.272505600135624,False,2666812.5095202997
5595259.797605536,3289171.7710253065,323.0,2.0,23.19989509445371,81.52676349930422,38.07598291022375,12.006467596269752,True,3445238.82295493
5958293.221080092,2453590.727470152,274.0,1.0,20.473121072895587,79.82845383271686,75.093518647192,-1.9719115068318303,True,3715223.4343987904
6149782.9647092745,1732841.2679774743,262.0,2.0,-4.794321373577355,82.03022787333683,41.466856110907955,11.390235501615413,True,3594746.14079498
3974529.764509491,2326944.629092964,295.0,1.0,13.868165139213176,78.11203172044434,87.20633306288399,7.949275946104221,False,2685349.860837824
5238339.988822393,2676694.7216697615,282.0,0.0,4.8229248700602945,81.80120215882118,71.83366123571517,12.76837224192695,True,3422180.964586573
7018604.424287131,2311129.310603545,308.0,3.0,,,76.32326267318422,19.564516464582717,True,4202644.918227922
6690107.5007477645,1868609.5265371935,308.0,1.0,1.5402766598105302,76.8934426739243,67.41658222123357,11.043691580341205,True,3905638.8170733564
4841151.262249181,2256271.4597613993,303.0,0.0,8.135353685656156,77.7719981411235,48.15695815015181,14.235567226266262,False,3097459.9161664555
5058932.061353149,2327300.406846187,292.0,3.0,4.351291622560254,81.23085179479924,94.05001928950861,,True,3227658.4851779174
3201593.4697606196,3289171.7710253065,306.0,2.0,27.88571148958573,79.62124237290647,63.23101686302528,3.7231812378307207,False,2183778.874374163
5431889.815044367,1784757.7552112937,320.0,1.0,13.595769289965634,79.80771019423325,39.85289563508542,3.2726281684236262,True,3251372.8886112054
6258901.491678067,1631979.0827900544,306.0,2.0,18.41035879601137,77.25936970399727,37.0839593646741,8.753905314818429,True,3619046.2214571126
5921867.57713929,1897306.0884193017,276.0,1.0,9.43226077803278,86.63467368068804,83.70491236092171,,True,3530127.2031334154
2723404.7007590644,870389.7487520694,280.0,1.0,21.85119198649258,85.11076813346055,16.071459096948683,9.409248395173506,False,1622821.1568548318
,1959775.2320670967,288.0,0.0,-7.72940254834491,88.03174521209479,40.61197268686952,10.114387189205932,False,2622776.8121188935
4477768.942357796,2522885.4603136084,,1.0,-3.4402755044706623,81.36874137225229,30.899293045214684,12.917318171382743,False,2995752.692736615
4636851.315254788,1579274.9877209635,309.0,1.0,21.75049536507212,74.52817660256635,65.09415665074853,14.126293726458737,False,2792210.9792024284
6987023.229574994,2195462.7302026027,,0.0,18.939249927166728,85.9591649620339,8.218097885035913,14.911638437015643,True,4152153.416175965
4224124.2356081195,2853024.7416809835,298.0,1.0,18.43088798831325,73.1132687137109,54.83500599638187,17.795465462693222,False,2967973.0994014475
5114310.136004291,2424400.558390588,304.0,1.0,3.6722539576483335,78.3384286725445,89.88122349612087,,True,3284477.432767702
7673771.4079365395,2097617.1760097104,306.0,3.0,9.058152670921583,86.11001902681362,19.730494098042684,,True,4466171.210160216
6288877.733403091,2217708.071361452,295.0,0.0,2.7284044529993743,73.13667659007133,10.026872023387934,10.364536572328392,True,3809753.361017296
5700731.597703576,2225334.164889215,327.0,1.0,27.142187312582458,77.11751357428483,56.3588543421327,11.100491976610487,True,3517968.268416948
8804583.506490167,1894742.8397858082,319.0,2.0,-7.6487616296050875,81.51841948195563,11.367889756836991,-0.2511616721207073,False,2822688.1336824945
4384603.9799997825,1467977.850403572,302.0,1.0,-1.882805464861427,75.48290587159681,,12.69743742774942,False,2632697.8846084485
5473735.423170549,1803073.2089397851,314.0,1.0,-8.973684171772756,75.92127246984437,86.34648645020542,10.389341830861687,True,3277791.752135576
2772514.547176133,1390585.2735540168,294.0,0.0,,86.1806784085829,44.2208987591497,12.533885593641108,False,1803435.3624313902
5809470.024742152,1950938.2412068497,325.0,,16.42054973466937,83.98164799056877,45.49516889077935,-4.055673370911979,True,3490015.6735984567
,2887082.203557572,298.0,0.0,2.3941757662963425,75.13497029412741,38.5327135798032,14.825721926894765,True,3266159.6804110976
5254896.641454245,2207907.634299088,,0.0,16.742876664945577,75.64542122525208,30.055409529701105,9.457060013748052,,3289822.502428852
4107420.117562128,2138571.127948965,332.0,1.0,14.780200065319832,73.66599357455945,20.421015305345502,13.939851585208933,False,2695284.1851360705
6576201.772281159,,528.4843784497144,2.0,23.74946884102018,82.82701583829487,85.16918438365424,4.698976648172632,True,3841378.4158902173
5543729.001176563,2703471.301341203,301.0,0.0,-4.25300002746444,76.62627750825398,25.40058175247203,0.6478333020451572,True,3582906.020557303
4932385.579647694,1360226.8771786583,341.0,2.0,20.538171543697295,83.48559646455459,99.46692468746939,8.05472407242422,False,2874262.463922259
5864434.051424788,1153306.5837011482,301.0,0.0,6.639522820043389,75.26504544428947,15.792796677747646,20.024478112680967,True,3278213.005718361
5438907.256511439,2700956.821748378,316.0,2.0,-5.6104740855771285,80.16753290607052,83.77808535425399,7.098762407220962,True,3529742.094532714
7461717.5027847225,1376800.8111223765,306.0,0.0,,79.93149207002749,2.649236299053015,5.46967673731186,,4143900.088664422
5618786.09556261,1801172.5790117404,300.0,1.0,4.453488857913452,73.81964469667682,34.701959842535416,12.54352929459736,True,3349747.330190686
5066875.8402067395,2409419.7158603584,295.0,1.0,-7.12278076404965,73.29628120597278,94.55165804419816,1.4929919324010328,,3256264.1334598637
4695285.623440382,2868737.521019929,296.0,0.0,,78.77275730471844,23.548954841487678,,True,3208263.9161455086
4637400.796114597,2632241.5329528856,335.0,1.0,10.3411851261132,80.52887933983723,29.877445120962843,12.33840280860397,,3108375.325623726
4195391.706361198,1794649.7374717633,300.0,0.0,,81.33032790156616,,15.995681655805718,False,2636093.973558459
5111103.710058985,2287158.7503783572,270.0,0.0,11.483621008230848,78.76207435560465,17.117926818134,13.306872374956901,True,3241702.141517475
4725684.389810734,2213171.2148263217,289.0,0.0,-5.27261190029777,79.4995379707035,49.92579012801281,6.876034087067741,False,3026794.934560081
5330065.735921533,2652317.5670456067,291.0,0.0,26.64546295553609,88.35606154966709,92.43795826568935,4.997237193506794,True,3460729.137521887
4005070.299069006,2642300.0096124946,299.0,1.0,-4.705724743000186,71.12468400816749,55.19480203987202,12.785953097203006,False,2795227.7096088706
,1441314.5967705948,297.0,2.0,,154.96216632954966,65.4668616284337,,False,2862723.7038751035
5400524.680356728,2077721.010866623,313.0,2.0,18.738118060628782,82.39120559343375,96.263443940297,11.141242047236654,True,3323580.8716867603
3638485.1232010275,1805833.7173900257,302.0,0.0,-2.4802094064956615,76.00292295556842,68.70943197609499,7.870045448626882,False,2360994.250826611
5936748.156739874,,310.0,0.0,22.539515302981783,81.24910764815414,38.31331085906549,14.592949299116976,True,3674929.9957474405
3325786.7809555726,2067536.2878867264,311.0,2.0,,85.76138307979629,67.77770866232991,7.111424142533304,False,2283155.6991286324
4260099.577355134,3289171.7710253065,289.0,0.0,11.457005424290465,81.71917712035835,77.92461195318181,12.788760088193587,False,2605885.743440788
5263994.262633019,1728289.9638411787,322.0,0.0,18.595205420468023,79.385804799408,4.158197793787355,21.54156357040904,True,3150488.4287815774
5226589.12055851,2083391.5867578362,321.0,,25.784874233046445,78.40891009073657,80.16176856750074,14.185979915713157,True,3238314.873502589
4552540.071255613,2908028.6895634136,324.0,1.0,24.635503716145834,76.22813977297007,20.95254449735363,3.370372001324988,True,4845963.961578788
4602086.317575039,1813818.463544602,292.0,2.0,0.5981485380964493,77.36735554313672,82.03846499031799,11.023527237567675,False,2845190.9025563477
4147651.1419613454,1647598.3446851154,307.0,3.0,10.522810988490797,74.62379777937959,14.852085591940611,3.9323267517089953,False,2568105.860851558
4451032.869113353,2559727.6720258063,303.0,0.0,2.2915725549874786,,41.016284648527865,8.876939066969346,False,2993436.511552232
4832468.620613583,2184486.152050261,299.0,1.0,-8.189550228024466,85.06574325476095,41.38583188061321,15.822776681731304,False,3071583.3204772063
4495868.836560646,1717704.5063249813,310.0,1.0,22.06293267744295,73.06578796121539,87.81954155438905,11.377838766181073,False,2763248.0457455707
5404595.527361299,3289171.7710253065,298.0,2.0,20.604514624886363,75.50483170282467,75.12308646898984,5.806159693894829,True,3328676.327848588
5021163.024081168,2181671.6456522737,298.0,0.0,22.045202562833317,79.27653434035929,63.51709099757106,1.8905915854626993,True,3165083.383854583
4208253.154602921,2392524.4599122554,308.0,0.0,21.62668978666046,88.74819809771898,15.897950647515092,14.916128315995328,False,2821886.8985008
5568617.175542371,1292456.2079658592,304.0,1.0,-5.18880608663602,86.27986129739965,73.39344112689801,7.560630636838006,True,3172046.9622870707
4518354.305277355,,318.0,,17.083319659504774,82.36126575894104,62.815590314805156,14.923773237086296,False,
4496045.67173212,2137756.658309459,333.0,,5.230807913446064,84.17502305475443,20.238648437722397,11.200026973403377,False,2889352.0733642927
5695796.4401420895,618626.7413319042,295.0,1.0,26.64806108344581,,10.61373137119902,5.10113629793462,False,3033487.2626978755
4145956.6332632992,2439296.491247991,306.0,0.0,12.214031984137673,74.59962890224705,52.77425831358893,5.328312407430117,False,2804768.3296685284
3872377.36453012,2194774.321141256,274.0,2.0,15.80418905116495,83.27672779826014,52.80258037914757,3.95250265753325,False,2594621.769107968
4146125.3568011946,1952937.9899141311,528.4843784497144,1.8713985606712318,14.996846344044439,78.34726399323219,88.89433161156806,12.884315790074929,False,2658946.6522379946
6421953.982538243,1654574.8819770482,295.0,1.0,27.11260918901263,82.68602004657043,18.684828537979293,11.221661983462194,True,3707351.7001946326
5556030.977529506,1998021.166442298,316.0,2.0,0.41704533338488226,86.99547231371803,57.54059466194498,11.548895024099217,True,3377424.1484764474
4536015.672068495,2570942.938772694,295.0,1.0,26.383306396685732,73.95762703869688,48.02428091886526,8.084116401599054,False,3039292.3344893362
3648432.0612495616,2123154.0336650973,304.0,1.0,15.013848851660441,84.3571400963731,58.19152911836798,7.379986196775368,,2461163.716721549
5027254.566161907,1428654.0857303669,305.0,0.0,1.5271000130661783,81.3969253963803,63.93747465748157,9.586989291631454,False,2942225.426197922
4999522.930291862,1418811.2384530166,305.0,1.0,24.71288404670134,73.48100947920643,50.29850941096985,14.431953677230613,False,2925407.7230725717
4513717.904039165,2356725.3850104418,311.0,1.0,23.463790069716943,76.77626057761385,48.80039168147636,4.024968292712021,False,2963877.372516373
5615542.870736028,1883805.0933804172,301.0,1.0,-8.262959295448983,76.96302801136743,61.10968622182975,13.177984527208267,True,3372915.5989790447
5536226.824074619,1920121.0762585392,,2.0,18.343678790174778,76.9712913407909,63.68239882007164,10.135514514893377,True,3344151.7620177744
2038534.3560739895,2164737.2527490812,307.0,0.0,17.426359458559443,80.95152945328772,79.48009152543307,13.328099359526455,False,1668691.019481591
4733634.276813577,1257021.8554111468,306.0,1.0,27.022114423528144,76.30830738052235,3.3862058697072484,4.514521292064839,False,2743924.597934391
5698357.967977704,2820378.510906828,286.0,2.0,25.571400271641522,80.30619589450116,65.62927286564249,6.924514245887998,True,3695293.9221637496
5383532.28281622,1296293.4804242114,295.0,1.8713985606712318,3.532531379613438,87.29286399946689,21.24931338027376,18.066982661800076,False,3080657.798931906
5666802.283744067,3004146.866180919,292.0,2.0,-6.614095385430532,79.82958694573564,86.03463469337645,18.76187788873693,True,3734648.9541018866
5236862.414865703,1608968.3689079897,294.0,1.0,9.4538883987629,83.17437396580597,,7.436116265833684,True,3101123.2053285018
4398821.8398304805,1875719.172330688,302.0,0.0,0.22497020019457992,90.89083817740405,73.34375541352401,18.60428041826589,False,
6108762.398671255,1421312.067324692,297.0,0.0,-5.741372299819436,82.78188132621946,58.113354141163455,10.492210295604684,True,3480776.917975094
4174484.095217793,2136429.285461364,289.0,1.0,-9.320646485484406,87.42999818864209,11.4652441326615,7.150246034403101,False,2728172.2632965124
5150160.52674886,2187128.6158147594,312.0,1.0,-0.2473042812759818,78.09358445601467,83.8260708958495,6.8381136667888125,True,3231220.2157415915
,1510618.6681467071,283.0,1.0,3.346068870041403,76.9709922659113,24.353785488099934,15.501633407484,True,3440602.747404049
8804583.506490167,2589393.810009085,315.0,0.0,3.3659893394669105,74.63707782087238,24.432402965665155,5.844651594035932,True,4230250.105374651
5721996.648192792,,284.0,2.0,20.155566730613707,76.7897634811675,73.4607459863363,11.17693543509042,True,3681330.8217540383
4145288.9222976733,,284.0,0.0,-4.404231228467772,79.70701397883256,95.40467391786888,10.660826335466547,False,2573714.024390291
4342229.367413466,2072832.6582106226,300.0,1.0,20.93660453533845,81.58420758366422,61.0823932780744,5.445099162137955,False,4845963.961578788
4401149.596761942,1777898.7598232736,329.0,0.0,1.2703489698324688,87.52694897617233,,15.558966629031612,False,
4795340.350878121,,334.0,3.0,,76.37900177701408,80.20997119175752,14.81387020594103,False,
4760484.295705678,2288101.5558499834,321.0,0.0,11.087910652547734,,48.10645412465628,7.880005788703814,False,3066674.1906089913
5270882.533132504,1623400.420420663,311.0,1.0,20.65575027235136,75.36258331632676,41.189179336602365,10.51773375932948,True,3122463.4962392026
6203266.8315012455,1236320.3415221325,283.0,1.0,14.851046984716024,84.14638557935187,80.53999963604707,,True,3472531.970842369
5917211.094077732,1881967.693433309,275.0,0.0,-2.9810845513218176,84.53563566165101,50.00960672241096,,True,3523198.603335444
5585263.292542735,1557622.6751786035,278.0,0.0,23.06004694104201,86.77772462301124,1.2383092671321982,10.54226867790105,True,4845963.961578788
4734039.921268602,2409473.931507385,316.0,1.0,12.85130436050801,85.33034272753605,93.90275269142757,19.05888433757954,False,3089865.951863384
4543179.5951718865,2219411.964446454,284.0,0.0,,87.91703777920078,66.36906988908652,13.125950109563602,False,2937416.0121099013
6002425.4157685,1421088.3170215213,309.0,0.0,7.69199783648552,83.43831644698626,71.36965985722304,15.244129488319516,True,3427542.2518166043
,756137.0077950954,282.0,0.0,16.114010287911675,82.50950226898281,47.20964244354896,10.870759099041875,False,2593824.65828643
4107878.3108708784,1590963.9331507722,300.0,2.0,-1.4108537388461162,79.54663330292865,30.425617639264534,9.438029121601616,False,2531230.222986495
6409371.322259131,1578465.4664218002,286.0,0.0,15.958557600905749,79.645883919526,7.525323395015415,11.929777313221482,True,4845963.961578788
5559645.589188794,1981417.1149422678,286.0,,26.934690437819803,76.653442225784,43.3885170033083,7.438695319935918,True,3374249.416816141
5051295.702856451,2021100.66100503,321.0,1.0,2.216382540829729,82.46980137354427,47.061148141008516,9.874594584249152,,3131980.0246486515
3958965.147870752,897268.7133581168,335.0,0.0,-1.3770668001172393,84.05466748985349,98.2058656475461,13.392120064864002,False,2248665.866366824
6065693.475937673,3133310.2326786537,298.0,1.0,-9.839450938072648,79.18289429908272,,12.861813509732752,True,3972842.3801351343
4001136.3173348154,2047432.7030965253,315.0,1.0,22.631675995431536,82.15866179907796,0.5758042248135142,10.166795682871028,False,2614800.002955502
,1347521.3601667958,323.0,1.0,11.116278088665613,79.1567550687512,5.816118711633389,8.871351795956832,True,3452803.478743389
6588759.880152951,2444508.1370671447,306.0,0.0,7.886194530692304,82.58386703019443,96.79296310412727,5.183184947939228,True,4027733.4178336086
3842989.9743408877,1835861.5993786822,296.0,1.0,9.375065262123346,75.31857790825634,,10.952645614464956,False,2472255.6575131714
4958313.811957965,,307.0,1.0,-5.77077669409197,74.41165012848563,61.17848305837389,14.782364315408884,True,3172742.9343675654
3157359.679919239,1557802.292122126,286.0,1.0,,83.1092963347132,28.402119756919774,7.810056096939982,False,2046022.0896074767
6089822.194073629,2471507.971612418,528.4843784497144,2.0,-5.58416075642052,82.6821998922635,33.5070324409989,20.195410540252936,True,3786367.527602648
4512804.477244621,1952680.024430616,282.0,4.0,4.139914746408984,80.8346416449944,50.286597724819735,12.439580151008853,False,2842208.733867525
2810936.8708486133,2500297.2498084446,315.0,0.0,9.628892270297907,77.3544315156685,98.28698551498326,10.611370512915803,False,2155559.7326409426
4637242.098753794,1489818.6035881138,308.0,0.0,-7.433756702009311,79.80447306978706,27.199031331116043,4.263459298958054,False,2765567.4831451913
5250966.979021455,1857681.1766547214,311.0,1.0,26.380282305650773,84.5421638705857,77.92461195318181,-1.3471554035188316,True,3182787.5730760633
4514269.341709956,1762823.012466866,320.0,2.0,-1.2233970735193047,82.40188176739917,81.56301031919277,14.12581386570167,False,2785984.399757811
5352914.31308736,1731829.980107835,330.0,3.0,-1.2553816842242682,89.61688986249908,14.66999646122451,10.732308051966417,True,3196008.2970376406
6549286.216080066,2425694.1957124174,255.0,2.0,17.95717115705143,72.62186745741894,69.50447878562714,,True,4002350.7702335096
7450902.973477155,1776815.8888165187,291.0,0.0,14.566809593438023,70.63346328895938,87.29218399090544,6.482579442272719,True,4258497.549899422
5321431.703347742,2126453.347938893,288.0,2.0,1.247683980973786,82.94867534160859,44.351941022354026,7.1461397578441295,True,3298653.28528349
4166473.058143953,2148298.550750828,312.0,1.0,26.99516953069729,,66.45774583054714,10.652424420644344,False,2727728.224782109
4801217.470023396,1496078.18316465,,1.0,-3.019519989956123,89.62668910152736,77.25299604338109,9.860656244322712,False,2849434.1620923425
3690342.225380921,,281.0,2.0,6.072447615528272,82.73074717146443,89.42798138466014,6.274680503285944,False,2497829.220712505
4870901.344853879,1563106.6783731945,333.0,0.0,21.066728314954915,79.78571294502875,99.20783906881442,3.7378631878454502,False,2904383.4235115354
6363876.082622083,1923282.7586922152,305.0,2.0,1.9927035567842424,93.72976305871558,77.88696706639162,,True,3758925.5568700414
5656815.969231092,1744679.4348461956,303.0,0.0,0.870911221953584,79.21292107689119,91.6397239320275,11.290530805347906,True,3351814.073175566
4847799.8446024,1722936.0085244935,305.0,1.0,14.275834781156988,78.52411239686978,25.99564303029259,10.812767558630732,False,2940782.88741206
3355082.712857183,2158491.4114351748,292.0,2.0,27.71182879761784,80.25675501631552,6.70174792427466,13.896445280700176,False,2325091.5591482
5905990.356756666,1877965.4650427634,,0.0,14.057467139076895,72.14240684054103,60.455824171036895,9.66733435120841,True,3516386.751358032
3373995.2860355815,1452063.3469718066,300.0,2.0,17.247101291429704,83.07145402552926,36.852305083512874,15.080370522802,False,2122619.663183437
3990273.4400279387,2489301.5850808932,283.0,1.0,26.13576944635699,81.9265399400479,3.4017707640704886,12.844076852434965,False,2741929.764353608
5166920.940788863,1440358.6269566943,315.0,1.0,-9.250889207658833,84.11020585645423,27.926250773731375,1.17370307093349,False,3015568.293222054
6351010.13251639,2294243.3715844415,292.0,1.0,-9.097500556414527,73.73196164217853,30.335168640649933,16.430653203462334,True,
4104195.8766506137,,317.0,2.0,3.703953117959271,84.71952918456826,63.223631587802906,5.478824587049308,False,2732472.2578142583
5243051.386473366,2554172.304571269,307.0,0.0,-0.7692123761893512,73.35098752975102,,15.543389854120392,True,3387780.4932860346
4205751.890355481,2230041.6824710523,287.0,1.0,24.085820523655407,72.0605248226401,48.678516266086625,21.667120325219905,False,2771892.7833431214
4347475.439737252,2778417.805757875,294.0,0.0,18.595205420468023,81.33314785309872,32.4539806143493,18.14516503465132,False,3007266.690628995
7886022.618355177,2546911.26546195,297.0,0.0,8.006879455959535,87.09155350690587,13.618671498821588,18.60428041826589,True,4707086.398355083
,2591499.3120382186,308.0,1.0,1.1162989185886332,154.96216632954966,12.298228460652771,2.1941003666840286,False,2655666.869600396
5546755.923330567,2217300.6963331527,334.0,0.0,10.610161745747092,70.21227103952819,60.70924293806473,12.861011986745714,True,3438570.742767627
4261622.100672138,2071533.1965788007,,0.0,26.032850766563904,79.57116039049559,65.0332833251116,,False,2752271.061490335
4526198.072408475,2473611.3451275323,305.0,0.0,0.8584446962783154,81.95413156544684,45.90997936645632,7.142717015214877,False,3005183.8682859
4135185.960563159,1735367.0538329168,318.0,0.0,18.595205420468023,83.40067878423447,64.67638618731387,3.6602362154179966,False,2588203.8284786977
5406661.6328038545,2443929.241397841,313.0,2.0,6.726970805057281,85.19036439771797,99.79176566947534,12.318771655234535,True,3436512.0525756106
5079616.027677781,2412028.510411243,318.0,0.0,18.595205420468023,71.07764482416957,88.02195901635898,10.88059662812595,True,3263418.743081589
5129688.941264343,2929744.7956131534,275.0,0.0,3.646555272805463,77.5417662628414,10.298565389255876,0.356969550312078,True,3443767.9807100277
3744474.9814593187,1464989.9596242157,307.0,0.0,25.20150425700725,69.08626686297883,77.92461195318181,2.8903921111582918,False,2311735.0566953463
6450874.696203008,3289171.7710253065,323.0,2.0,5.991363695285315,80.55507131899572,79.63446214707781,9.831858921398979,True,3796756.777072803
6888585.580535832,3289171.7710253065,298.0,1.0,16.459578483929455,,,3.871407697453602,True,3942514.0979617224
3538414.504303306,1790100.4603392284,283.0,1.0,-9.27164262926464,75.33840373372955,60.70833869341114,8.654518033111774,False,2306239.121157028
5191270.594447828,2083267.010996947,317.0,0.0,23.431844103417987,81.24863701233517,3.2293872108460353,18.60428041826589,True,3220616.6369251907
5748112.73126445,1707842.1646307453,316.0,1.0,17.606107684239554,81.8612821042424,11.269013035141795,9.173558018301417,True,3386410.8497330523
4418036.403991016,1763889.045087577,284.0,,-2.308876223143712,75.6611265225674,22.434331101824178,5.125129167695169,False,2738185.9405476144
2699181.558314877,1353499.3697831847,298.0,1.0,-7.701533019592701,82.18376773421357,47.72245046464987,16.198618878784554,False,1755643.8298161698
4289375.142614299,1938288.812406579,,0.0,-5.14226397878748,74.9198053813452,3.006798679863165,0.11468721109174851,False,2726174.2379665654
4809302.097813318,2126071.0684273676,307.0,0.0,11.71823818875625,72.90058409152623,28.560250477256453,7.877373187517253,False,3042473.9449095065
5985020.766368063,1748566.1129025158,290.0,,-2.296701254582305,81.66604847759473,11.20260649770507,8.486782895123163,True,3517081.914411365
4111596.5137133705,838510.5509074405,305.0,,18.595205420468023,80.56428850753026,51.683087354302295,10.063490300824975,False,2307353.434826978
7581839.684287406,1764158.1244748347,313.0,2.0,19.75277063192795,90.01420311227118,57.962630619484756,12.018956962787751,True,4320169.6832775455
6432651.5177009,2323060.2228100523,303.0,0.0,8.60094738193925,77.2211850083166,15.47787796372858,7.077980749475444,True,3913245.2412896156
6288880.691028165,1633495.5371163578,314.0,1.0,,80.9030324152567,71.83510703112425,9.628481170309808,True,3634490.932345224
5681370.487620141,1973714.318470843,337.0,2.0,21.053420305580644,76.92199639345209,51.69481027731224,13.483060744333072,True,3432802.2359634726
