PM10,PM2.5,CO2,Ore di Inquinamento,Indice di Qualità dell'Aria,Temperatura,Umidità Relativa,Tipo di Aria,Stagione,Allerta Smog,Predict
27.346509617960635,22.313112494982956,379.07806572681613,7.0,107.0,-11.826172205074101,92.18504328046046,Industriale,Inverno,True,92.9448110287446
52.60855824790237,33.15076243820259,412.3822778905203,6.0,99.0,11.441009372848331,20.83883586116323,Città,Inverno,True,111.51932802775582
67.9366490757573,32.37226448742368,309.9449976052893,7.0,113.0,9.066801409449518,32.77608722677419,Città,Inverno,True,95.31890003875452
60.441180607442305,26.24669359895992,291.60258260518003,5.0,100.0,1.3236785568320144,38.137198229242465,Industriale,Estate,True,86.95154814285267
32.17111512956468,28.915193338127487,316.87803988333434,1.0,94.0,14.253169651166274,33.50367584768288,Industriale,Autunno,False,84.59301985078727
,14.532835455319484,227.22563979970414,,81.0,23.12092851545144,58.66704666382772,Città,Primavera,False,69.25727090788504
47.78313641023432,24.06979947310132,254.02855459506446,7.0,124.0,-3.5964861118892237,55.54598910686451,Rurale,Autunno,False,74.76857163132372
64.60242883937246,50.99706847736183,357.3090186046187,5.0,93.0,-10.648400904766781,94.04560151569102,Rurale,Autunno,True,
31.746591230994312,43.335212393788254,398.5461610926744,,116.0,19.95760926859352,89.56998439530486,Città,Primavera,True,106.56729454534849
61.87459117914409,14.596983758392657,396.8299930768151,,104.0,13.779005352307848,17.408117275067482,Città,Estate,True,103.76716947246331
43.77827720039778,30.60187929002729,374.57961399963364,7.0,101.0,-2.91191528700082,,Rurale,Primavera,True,100.29015767605699
28.40741434366521,38.16991724625183,535.4621180438234,9.0,101.0,-12.439194030238209,33.989173213492705,Città,Autunno,True,108.33567136935898
,20.565249328909243,343.0418434673102,5.0,100.0,15.224422708856224,17.945856171953523,,Primavera,True,101.50130689995017
56.0530321260549,22.18300389380085,251.02298989599495,4.0,95.0,9.015220914294026,58.05639571157727,Industriale,,False,75.89370917453581
62.17708840568315,23.734243250156016,410.14097325274076,5.0,91.0,-12.18458846416392,8.016487575323627,Rurale,Estate,True,110.17501847231551
57.21645332581675,31.301915274896523,386.6125508631845,,102.0,31.685721867802243,6.701953218321954,Rurale,Inverno,True,107.00821228034053
34.588833349175516,26.455359346244073,415.01668345816535,3.0,158.13043136113987,-0.6447456484697369,92.592399299129,Città,Autunno,True,103.96213043488336
62.87537468410577,29.220848651408346,452.637430374583,7.0,104.0,0.5922974143246904,92.592399299129,Città,Autunno,True,121.07843794071168
80.54420951158524,,316.9030690576882,6.0,113.0,35.886658535595096,41.71029944682959,Industriale,Inverno,True,92.43074038029408
49.63096817241244,14.627123024493368,472.9330215859781,2.0,94.0,2.2672778615023113,29.549600634822692,Città,Estate,True,115.3267439787167
27.627089659527897,13.880872228377928,323.3957812892343,5.0,103.0,27.220069354537976,28.065195433515033,Rurale,Primavera,False,
23.916677174694357,7.756164911181358,,2.0,98.0,2.1943030693441727,72.1673345635253,Rurale,,True,86.07039832848224
52.49566560658274,30.144685255860857,334.11173843605934,3.0,99.0,9.855344843572492,4.546852247531019,Città,Inverno,True,94.62892147153104
48.07337314736611,30.28031410016551,402.18917127969814,7.0,83.0,19.95760926859352,77.1239226900387,Città,,True,106.97197184021567
43.87151326207396,22.82095917614034,277.2241579615295,6.0,122.0,8.66884051966477,86.3884301069349,Rurale,Primavera,False,77.73466924138422
46.92028016891271,24.8186521472881,296.43188861555495,0.0,95.0,,35.87271235169267,Rurale,Autunno,False,83.28992263270004
,31.40456218066563,396.17150289006304,7.0,93.0,32.54625908908325,40.52710027198483,Rurale,Inverno,True,101.78044094985285
51.33329814437933,23.567971020160382,355.14791870326263,4.0,112.0,2.24916060443946,34.24763186096143,Industriale,Autunno,True,
84.6572704594571,26.678054541457197,405.1120533673215,4.0,115.0,16.97493623483571,1.8797685976798095,Industriale,Estate,True,98.1645034744761
39.88945034992189,26.182784634873066,294.9499745795924,5.0,91.0,10.502416924561054,92.592399299129,Rurale,Primavera,False,
23.437953583645495,31.487638232569005,334.6811439441402,5.0,96.0,2.591626339942799,38.50990813805964,Rurale,Autunno,True,86.5626701569493
45.4448925076441,17.167337128476504,404.40503249340037,6.0,108.0,27.418334739015037,66.03741129451471,Città,Autunno,True,101.3814091023639
45.76062101400579,21.475292944209986,408.8937414992538,7.0,110.0,25.386037176731783,88.21606967242337,Rurale,Estate,True,104.0970517817365
,28.46793963408099,228.67752081298786,5.0,93.0,25.216992199154063,38.07631131005799,Città,Estate,False,72.2244975272751
50.628785495639924,37.24222460527247,517.1977651577627,9.0,98.0,-17.39135419271254,92.592399299129,Città,,,133.5250785223535
33.029375222052806,30.54060817959385,241.90449092871688,8.0,89.0,-13.162226728064157,18.874398983303898,Città,Estate,False,70.50595402419677
72.95076128681731,18.268811730224787,99.93399120746537,4.0,91.0,11.380496731746383,73.44709538021873,Città,Primavera,,49.17955131962818
,,262.3914253709345,5.0,87.0,-14.532794370816688,8.423173673551299,Rurale,Autunno,False,73.5039674773211
44.31544797064799,21.50401688397541,349.41893093572685,6.0,96.0,27.985344158135824,61.21837737686746,Città,Primavera,True,
,27.19870617805377,61.70344502324218,6.0,104.0,34.4290572741928,88.52007099697953,Industriale,Primavera,False,38.68796143499159
35.6604432310206,27.532614320184777,331.83599513209515,5.0,,7.701003179053995,56.87418836138421,Industriale,Inverno,True,88.07837772379912
56.145844677779856,28.171491583768336,188.97627309548173,4.0,90.0,-9.459197375845363,37.950787465463634,Città,Inverno,False,65.90760465593763
45.448610144133944,28.921820267493104,130.79764113469702,,99.0,19.435773588946148,7.983704762379496,Industriale,Estate,False,51.362839377176826
44.64389815699973,31.852081456907957,157.66215616800818,,106.0,-10.19050232337635,37.14185155523468,Città,Autunno,,57.66643326346474
61.842930299452824,32.0435442413868,492.87901831591876,5.0,90.0,-0.5216393533906363,34.7897739833101,Industriale,Estate,True,129.94610044957432
67.37901669331346,19.087282599802354,395.4280230457572,,84.0,32.25894735927828,52.46285599162617,Rurale,Inverno,True,106.93422265706643
44.844668989906694,35.91340496065701,184.6657934218901,4.0,90.0,30.44312093091891,0.5268928702765074,Industriale,Estate,False,64.75192136561283
45.898259492171704,16.59114359344637,295.29990970012926,5.0,107.0,16.63653572232367,,Rurale,Estate,False,79.46591722505592
39.85704209694859,42.95837619723284,334.582413385295,5.0,96.0,15.86417621551977,11.905904973888115,Città,Inverno,True,93.83675786456999
44.386705867377174,25.951504501641576,331.447090540046,4.0,103.0,15.55073584040565,,Città,Autunno,True,89.98603166887898
36.624430314211125,27.40892006465171,215.54809722224985,5.0,110.0,-4.662014726074204,28.9931103367883,Industriale,Autunno,False,
45.50157210411471,15.736640656022189,395.47810369557044,3.0,102.0,-14.542433900489613,34.70825319325599,Città,Autunno,True,99.04074863275738
75.82590677041664,17.02635265946192,239.72238215351555,4.0,99.0,30.53590195190575,12.735465483871788,Città,Autunno,False,77.50278952561287
20.479302401071664,13.351110069552245,322.5879653156656,2.0,86.0,39.68589174430966,11.125769338121238,Città,Primavera,False,76.00182781127552
57.65972623237752,42.95837619723284,338.3660637263917,5.0,110.0,22.945634372499114,42.91337183546948,Industriale,Inverno,True,96.0358037794893
49.54497803616736,18.92431241551722,,2.0,88.0,19.485293454919116,84.39599624198787,Industriale,Primavera,False,68.17529320425564
31.646454461745503,29.305456876964264,418.20968739849184,5.0,98.0,19.95760926859352,59.04995264219397,Rurale,Estate,True,104.85805656900773
78.65942654769835,,551.6675452240956,7.0,120.0,,66.16794912430542,Città,Primavera,True,138.1697477043719
79.88564407690934,48.63503132634061,274.29657532368475,3.0,104.0,31.784042040708748,60.40576914343807,Rurale,Estate,True,
59.26684997886515,15.212391375051936,91.65948868026956,5.0,103.0,32.26695075602599,1.334017255422093,,Primavera,False,42.19690927973423
54.14822800972736,24.55203871399077,240.8896439828568,9.0,84.0,27.852575501096013,81.79552962151108,Città,Estate,False,74.24321268508588
47.378240149996174,32.77100673839184,156.9078336058689,5.0,95.0,16.095852190305763,70.68124562382002,Rurale,Primavera,False,58.703441461529366
43.3789120939737,11.449014359684327,193.3659621055877,8.0,90.0,11.541608729288619,56.12197006713699,Città,Inverno,False,56.266471793183385
,20.228136955253433,168.34422770356753,3.0,106.0,27.680534729715305,84.6382573357915,Industriale,Primavera,False,50.31638393092638
27.946883014930155,26.67387846315703,256.1150660801493,5.0,105.0,0.050139149669977456,98.04282379512993,Città,Autunno,False,70.27662950577172
33.16474866934473,33.34002769029631,481.7376729545206,3.0,107.0,-12.760226297087414,15.307980882666627,Rurale,Inverno,True,119.63297026782607
,8.770369749711424,452.32558649108444,4.0,108.0,-12.183185484266147,16.886550219104368,Città,Primavera,True,107.25550978791635
72.15830230562473,,224.45989954044285,8.866935279603924,83.0,1.7750601278230214,72.3181121635268,Città,Autunno,False,73.67010091212632
46.1431995234883,37.30876936976079,97.53812294625769,4.0,99.0,36.866308531126755,40.445144665752686,Industriale,Autunno,False,48.27409219420234
11.973407826786932,,188.52330504925555,6.0,96.0,17.528526260516493,31.248246412843628,Città,Estate,False,55.707603939349255
29.852717391075586,27.42959772653532,226.26881746572155,13.0,85.0,-6.792703957513272,5.050327198878046,Rurale,Autunno,False,65.18141780108112
37.980061108184834,21.56862223369007,309.837709048709,4.0,114.0,10.341429115137718,74.96247950430904,Città,Primavera,False,81.98900903567328
53.03254537443642,12.970368737432716,326.29280252537944,6.0,101.0,0.8166175817436852,26.41425013713886,Città,Primavera,True,86.3564716123799
42.1793777127601,2.934239478851268,523.8129178430474,4.0,113.0,-18.87302569045141,65.69284772534417,Rurale,Inverno,True,118.59009267397803
,14.912200233226168,283.74404429948635,4.0,88.0,7.737971049591714,59.49769832624459,Città,Autunno,False,81.3265966301301
56.92819705016488,42.95837619723284,217.8232208167335,3.0,105.0,16.546050115286306,18.306246882600718,Rurale,Primavera,False,72.68342466029225
32.51915394484776,18.840378538986602,283.8596214551414,3.0,107.0,25.71661568981429,11.619225920629683,Industriale,Estate,False,74.06382189007725
84.6572704594571,27.521131121783036,269.1725866540821,4.0,103.0,29.36872132371515,93.06262901341907,Industriale,Primavera,False,74.96042415315438
40.91509447027139,,168.98204495458862,6.0,102.0,31.968991520536385,6.204517137970267,Città,Autunno,False,46.58206030136243
45.5589661685378,35.349136860000755,352.18368083112375,2.0,111.0,,48.41138969261929,Industriale,Estate,True,
34.963307994494485,14.442057464188718,535.4621180438234,5.0,101.0,-16.015307175177487,79.98047213868479,Città,Primavera,True,88.37676729397998
52.85459637313389,47.21520352839245,398.32604854988915,,93.0,32.811364415329635,52.03525889934419,Città,Estate,True,114.40767003327497
71.94187692628415,33.084157255057846,308.24524191224265,4.0,93.0,33.607042224292776,84.35997892928113,Industriale,Primavera,True,96.46527436235692
29.972052882230862,26.911650113897483,303.29264277323045,6.0,120.0,39.9927694503241,51.4784055649651,Industriale,Autunno,False,80.41480446487435
56.43032500642422,35.71449549779528,265.43219177440244,7.0,100.0,,24.993780154784517,Città,Primavera,False,84.30133405592588
61.673069224521825,34.163098699727186,251.13600695394965,8.0,86.0,,78.55298735553944,Città,Primavera,False,82.39436163803735
41.11687742200505,42.940199394624386,221.94136532006672,6.0,111.0,26.400983008771327,46.76039362848543,Rurale,Autunno,False,73.89941604846462
59.214556599463116,33.34832346201516,116.19626027782778,5.0,96.0,-9.235126313694844,66.9779626347475,Città,Autunno,,54.342948420210554
68.10756478028554,33.939821956835274,366.51134151967034,1.0,80.0,36.62736049686998,96.05698392999612,Città,Inverno,,107.31046652075383
34.23785274840139,27.59116029018964,356.77677602552285,7.0,101.0,14.265597962844637,25.12679150299767,Rurale,Inverno,True,92.66317514570085
66.2090990223779,40.935431022742364,288.6695565325584,8.0,88.0,,81.36049546661373,Industriale,Inverno,True,93.970813422322
28.169914474635835,36.64921065102162,332.78061620396176,7.0,92.0,28.883206397305024,73.80321866591423,Città,Inverno,True,89.66678184359176
66.060142419456,23.661484562706164,425.0561339130946,6.0,85.0,-10.812009054796825,94.996930810349,,Estate,True,114.29386333353818
49.62755276839815,39.84052097718303,186.14398631209525,,103.0,-6.3260774791861465,84.31476464588977,,Primavera,False,
27.57510532078575,27.088559789637337,375.28474008926224,4.0,107.0,1.3233421367528244,79.98043282941144,Città,Estate,True,94.1649035299431
39.069925827818146,29.351021031000897,293.6175228451324,4.0,104.0,33.70784019542871,28.302349723669494,Città,Estate,False,82.18489072977229
25.556930337742553,29.607171832541226,,6.0,97.0,-1.7798786160625149,53.90894558875511,Rurale,Estate,False,76.39970881246866
54.338785624053024,37.3723795744907,371.70899352504694,6.0,100.0,31.382642880237547,95.84374793250727,Città,Inverno,True,105.59238622202159
59.328997539342495,40.17769492140932,535.4621180438234,5.0,92.0,8.388637728208138,74.30289165586215,Rurale,Autunno,True,114.96498899318338
39.33937917226967,32.63188346681078,,8.0,158.13043136113987,-18.10586944530155,15.80013155048322,Industriale,Primavera,False,76.82236250932033
28.311882987777548,18.538119354911558,367.6384951988799,4.0,91.0,38.74350585935843,61.98121304491907,Città,Estate,True,89.43651167807387
39.13294992115431,15.6659642876208,9.302152546867262,5.0,96.0,16.977773118389578,29.062786499373495,Rurale,Primavera,False,19.866701200768063
49.16224133055438,37.228038518705944,419.64222903227324,4.0,88.0,22.593838197458986,26.16494761760306,Rurale,Estate,True,113.56833361310333
12.06784502411886,24.06237928538687,378.1694915066479,3.0,127.0,31.36207814928688,69.93850212162528,Città,Inverno,,88.87920352271999
65.21270581557178,23.494475754339458,432.90678999268596,5.0,92.0,-0.9142380082350634,66.14000262597695,Città,Autunno,True,115.54296004494452
62.55541398273678,17.74226490713413,489.46402285816,12.0,107.0,38.49257628785173,28.391315860292398,Rurale,Estate,True,123.75633472930669
39.94675380486074,33.06093217265881,372.9087481844549,5.0,114.0,36.62237835616493,19.867423011483165,Città,Estate,True,99.79014864741274
71.64126042707244,30.140077010266708,160.4663309480323,4.0,101.0,-16.287718367443368,78.68758269754893,Rurale,Estate,False,65.64167512183488
71.13040291718565,42.05820571949626,327.1815864813805,7.0,85.0,-17.808028775470575,13.303927258175785,Rurale,,True,103.5987204592303
39.128179123369335,11.970620941063835,331.38569467530044,5.0,93.0,30.055142759871345,28.830429073860365,Città,,False,82.80384104849642
84.6572704594571,11.60911370555112,261.20142884452855,5.0,95.0,1.0749165664490157,17.004914401053416,Rurale,Autunno,False,77.71800828010433
47.58992112736212,,329.56366569469463,4.0,87.0,-9.07819641022025,10.612143292405818,,Autunno,True,90.7299059683413
55.65916665008641,20.55594088388999,146.3497368499959,8.0,114.0,24.939937752774618,94.63600315376168,Città,Primavera,False,54.190073718581104
,12.351944923483146,363.2646804803752,7.0,81.0,-0.4881635590138913,62.477216677576806,Città,Autunno,True,86.23980217542342
50.38590917712456,19.301501311635008,325.63455362062905,3.0,91.0,-12.544838423005285,40.14405014053245,Città,Inverno,True,87.96328400191717
92.11343538278842,17.830018720977428,195.02805898234527,,105.0,13.729259692523634,69.07711686141845,Città,Estate,False,73.77164989969656
69.84335567641584,19.380094775099142,308.04854037691035,2.0,95.0,-1.9894086584814268,90.11170361179265,Industriale,Autunno,True,90.31475268834649
38.63862253403934,0.0,235.31460439501527,4.0,128.0,10.269928631481129,43.986206839154576,Industriale,Estate,False,58.65450763921486
59.404967237267456,11.155006673727787,279.44489694561264,5.0,99.0,7.09704974300832,35.94998078094819,Città,Inverno,False,78.17247222979388
,24.790829162465084,298.66350341971935,8.0,105.0,6.5118492330660125,63.41802260462103,Rurale,Primavera,True,90.09197959100467
60.80228710889398,12.156731065266143,258.3809613515153,7.0,87.0,20.51013471806499,16.368589653732357,Rurale,Primavera,False,74.77957082907771
44.26323071474123,24.23223743227495,246.45191509621054,2.0,102.0,11.668738999036869,51.18616643579481,Rurale,Primavera,False,72.26224720657447
21.95251874617101,,379.08432310055963,3.0,102.0,-6.1769306228450365,96.23273939065842,Città,Inverno,True,96.10732125023486
53.68941827400838,19.749738909483504,347.06964190177155,8.0,106.0,-13.13544988613513,,Rurale,Primavera,True,93.42064942635022
54.361455248340114,16.140050599376135,116.92247210334068,3.0,106.0,30.244389396203808,57.85465276072367,Città,Estate,False,46.148951234920624
41.439830769120064,21.25009277187274,443.161113072475,7.0,104.0,1.4270767004293,46.19307520785998,Città,Inverno,True,109.56420895398011
64.5435114435161,,283.0236253651491,2.0,104.0,8.03773566278959,43.344496434209624,Rurale,Primavera,True,85.77245326016177
26.462853193116675,33.36044565181169,247.847246367921,,106.0,19.95760926859352,19.11368033675257,Città,Primavera,False,70.85248349224389
55.21955504939202,22.86776435158833,418.5103688855511,6.0,102.0,28.59920022296683,21.746239316078142,Città,Inverno,True,109.41504603256317
27.431194146018008,35.24818721358454,238.45105631950025,1.0,116.0,-19.537537018674914,30.952511069387555,Rurale,Inverno,False,70.01884439313928
48.380832726558126,25.60500143887845,226.74976473384686,3.0,105.0,-10.982926871467178,35.209779796073256,Industriale,Primavera,False,70.1062033402882
61.24265355645719,29.803706501369266,242.53758932885137,5.0,,31.51822476979595,25.450307628135917,Città,Autunno,False,78.80179653325513
35.38043774338537,24.756543122002412,302.72156266401487,2.0,119.0,-11.763555265118447,64.26693091118918,Industriale,Inverno,False,81.06106110461955
42.26796741584185,15.402249550514199,137.23428149859475,4.0,,12.41226777089502,1.8773145553048098,Città,Estate,False,46.28814634467719
28.4500869079265,15.01497009401483,242.7401276169724,4.0,96.0,5.747945248214698,12.533456103344031,Città,Autunno,False,
59.13095827207495,22.235475120620706,162.34789344252601,8.866935279603924,97.0,-16.95248877078973,39.15126211230311,Città,Inverno,False,59.10305621837597
62.13651176308084,22.867355738453504,378.5759316823455,2.0,100.0,,94.67160591922341,Rurale,Estate,,103.50308216077475
55.96441682717207,19.859754615053777,384.5288621670749,6.0,113.0,22.66000248981075,64.2918644053123,Città,Primavera,True,101.63899932758812
48.98782999533079,16.485162758937,292.85633166754775,8.0,107.0,38.95349249108084,77.97654350287306,Città,Autunno,False,79.8616804356836
58.0553842184266,10.876251447011926,451.9624048314596,8.0,102.0,17.640864919215574,56.406852487482816,Industriale,Estate,True,112.15959681062468
66.63695867659095,0.0,149.24342368022369,6.0,93.0,24.221258802105517,36.634035376918185,Rurale,Inverno,False,49.83977233902202
54.038463329519715,18.983060902976607,593.0435919945227,6.0,103.0,15.938117519774359,53.81334137913715,Città,Inverno,True,142.4134817589511
,24.31029545019767,,6.0,110.0,15.178929692678707,44.45804076630433,Città,Estate,True,115.9100305084234
53.49891700677332,40.050455010760615,337.28293353471634,5.0,94.0,-2.8131337790284228,30.924135283895815,Rurale,Inverno,True,99.52644381327951
59.55978138130497,9.012263953356246,189.12691855712114,4.0,158.13043136113987,15.830547955563603,57.95954004087257,Industriale,Primavera,False,59.29822370715822
89.89611484106638,17.435546608489634,120.02173718667547,2.0,92.0,,21.24619056237137,Città,Inverno,False,57.94740053305087
36.93878802378194,,393.60974761024556,10.0,97.0,-3.6010431538489627,49.57955161797393,Città,Primavera,True,99.85470478983238
53.01149626674121,20.41553247670626,,3.0,100.0,-0.802406696130415,73.12993667639776,Città,Estate,False,59.081862858699196
49.73717907482061,29.322602940650686,389.0091256570281,6.0,104.0,15.863600798994405,32.78101496824672,Industriale,Primavera,True,104.45202003011208
59.54418515113221,24.02388135487191,209.24589631460452,5.0,95.0,5.5127736366974105,70.91953404436848,Industriale,Primavera,False,69.32198735020933
70.12743005042566,39.86237966328588,235.66454387654127,6.0,100.0,-14.3250217116874,92.99982646666768,Industriale,Primavera,False,84.1160896557503
30.861772667529248,24.773028620393983,439.1341453180278,3.0,92.0,2.915654577999657,64.27815961532801,Città,Inverno,True,106.99457231202193
57.03255570155305,40.85522584729373,328.4141089199789,3.0,96.0,20.285020943552624,88.45981679647667,Rurale,Estate,True,99.13467883337918
37.05609860859067,26.91997830234889,264.1837880675182,6.0,91.0,-2.2400370154388867,4.73325250897052,Industriale,Estate,False,74.7215785170204
,38.14483492944383,468.3641266823071,10.0,97.0,2.5176687087307528,43.303122833797445,Rurale,Estate,True,126.45089017785133
36.33135047841493,,571.8089964096418,3.0,,-11.368961198432233,14.97391926752475,Città,Inverno,True,135.21493865275934
26.709754618991866,15.841986683809282,,5.0,98.0,39.425827916176516,24.120030718399477,Industriale,Autunno,False,56.12810681374041
35.840797001227145,4.892458086617989,314.4484704307801,5.0,102.0,,17.01681596969138,Industriale,Autunno,False,
