Consumo Giornaliero,Ore di Consumo,Tipo di Apparecchio,Giorno della Settimana,Temperatura Media,Tipo di Edificio,Area Geografica,Uso dell'Energia,Fonte Energetica,Anomalia Consumo,Predict
2173.3523665945545,16.47697083886454,21.0,2.0,29.82311510407001,Commerciale,Sud,Riscaldamento,Gas,True,445.2651049340184
1918.4713127496334,0.78006895058863,28.0,4.0,22.732147203645408,Commerciale,Centro,Riscaldamento,Elettricità,False,390.5919136060792
2417.5905771963617,5.8098665925702,28.0,4.0,11.051806786050259,Residenziale,Sud,Riscaldamento,Gas,True,487.4146441343445
2060.545958967273,20.163555136028307,19.0,5.0,17.80460854912395,Residenziale,Centro,Climatizzazione,Elettricità,,419.46692987179455
3043.593561371226,19.567616671711754,21.0,4.0,,Residenziale,Centro,Climatizzazione,Gas,False,333.9594100894343
2354.9911806048235,3.2570015164565387,16.0,7.0,30.542883475196234,Commerciale,Nord,Illuminazione,Elettricità,True,
2544.6791060302985,23.179222579067083,17.0,2.0,10.751735050695025,Residenziale,Nord,Climatizzazione,Elettricità,True,514.4792639791749
1856.8581358737595,6.944493140282265,18.0,2.0,15.01594928577605,Industriale,Sud,Elettrodomestici,Rinnovabili,False,376.57086127451294
2439.006220543958,14.819234355619024,22.0,1.0,23.38048631294119,Commerciale,Centro,Illuminazione,Elettricità,True,496.2973134382359
2211.6635374638313,7.78942441870734,32.0,6.0,40.0,,Nord,Illuminazione,Elettricità,True,455.11164993463706
1782.7441550879657,5.106653782016585,25.0,2.0,17.192775683549726,Commerciale,Sud,Climatizzazione,Gas,False,362.21732910085973
,3.23182374166534,15.0,3.0,-9.408180182447069,Residenziale,Centro,Riscaldamento,Gas,False,
2061.443192918544,23.77419332538207,14.0,1.0,7.33177636692472,Residenziale,Centro,Climatizzazione,Elettricità,True,416.8655908263244
2582.266051595374,,20.0,4.0,23.772621637238412,Residenziale,Centro,Illuminazione,Rinnovabili,True,525.0293624988295
1742.0281643854948,8.601151792110766,19.0,3.0,6.970360069602915,Industriale,Nord,,Gas,,351.3568560771909
1401.306934453065,16.808730296871346,25.0,5.884165917495156,17.649847936712295,Residenziale,Nord,Illuminazione,Elettricità,False,287.23721430131377
2217.2176259873218,0.8294300647793547,24.0,1.0,,Residenziale,Sud,Climatizzazione,Elettricità,True,443.75924106531056
2643.025573916822,16.695486970749783,18.0,5.0,11.50721035238514,Commerciale,Sud,Illuminazione,Elettricità,True,533.726826586155
2433.432649304538,5.80022910537168,27.0,2.0,25.957451576759794,Commerciale,Centro,Illuminazione,Elettricità,True,495.0537882444727
2105.5718084161017,13.018440099929148,23.0,,13.865786874610228,Residenziale,Nord,Climatizzazione,Elettricità,True,426.5759417555963
2327.1355705981236,14.231371861086505,16.0,,7.540299835897507,Residenziale,Sud,Elettrodomestici,Elettricità,True,469.1123412565027
2791.6781923834387,0.25813850129331506,17.0,5.0,37.15993469299358,Commerciale,Centro,Illuminazione,Elettricità,True,569.5094327347152
1747.5326738424405,11.825980905733614,22.0,3.0,11.435803296599875,Commerciale,Nord,Illuminazione,Elettricità,False,354.11987384804144
1402.1279023065813,11.706048544617865,23.0,2.0,8.759793827263625,Commerciale,Sud,Climatizzazione,Elettricità,False,284.22412346395714
2818.477558233881,21.542208115852986,26.0,3.0,,Residenziale,Sud,Riscaldamento,Elettricità,True,570.783431870675
2104.0463684663014,19.854252858608774,18.0,7.0,-4.8842510895778695,Industriale,Nord,Climatizzazione,Elettricità,True,421.3294236522478
,23.665769101942978,22.0,1.0,11.605115580885856,Residenziale,Sud,Illuminazione,Elettricità,True,456.03089751233597
2189.876577971313,2.848341003174027,22.0,4.0,37.74096321346714,Residenziale,Nord,Illuminazione,,True,449.58243865862016
2006.0242005293605,2.437311876421032,24.0,0.0,23.5422157363832,Residenziale,Centro,Illuminazione,Gas,True,408.51123601442913
2243.9042293424413,14.563320636055394,25.0,4.0,13.673591741503584,Commerciale,Nord,Climatizzazione,Elettricità,True,454.3392554545449
1672.5034300633215,0.5371372959392477,13.0,4.0,0.2671143516393659,Residenziale,Nord,Elettrodomestici,Elettricità,False,334.6345340477501
1623.081490252422,6.2596698469703655,27.0,1.0,3.8001774800535344,Commerciale,Sud,Riscaldamento,Elettricità,False,326.38231827919753
1544.4482204598098,10.576933173987339,30.0,,4.356922572953046,Residenziale,Sud,Illuminazione,Elettricità,False,311.25441418124666
1863.1773863504347,9.869208517632512,16.0,2.0,22.28072382942276,Commerciale,Sud,Elettrodomestici,Elettricità,False,380.30661527067707
1369.734228921824,5.713777937583377,11.0,3.0,-2.2228869321673415,Residenziale,Centro,Elettrodomestici,Gas,False,273.85135749847296
1803.8605401059474,23.368229360696244,22.0,5.0,30.831037224989686,Residenziale,,Elettrodomestici,Gas,False,370.55281030431826
2627.7417746253977,10.368054421721954,21.0,1.0,14.652983791631849,Residenziale,Nord,Climatizzazione,Gas,True,530.9810555047413
1467.6549189259767,14.927020792080112,20.0,7.0,13.739423631359099,Industriale,Sud,Riscaldamento,Elettricità,False,299.1455129538111
3043.593561371226,7.664561749022382,,1.0,2.5209544349836577,Residenziale,,Illuminazione,Gas,False,359.40887669327117
,8.674856136938676,12.0,3.0,6.5462468486930785,Residenziale,Sud,Illuminazione,Elettricità,True,514.1877245904169
2073.793901684383,5.406469661427945,18.0,6.0,-10.0,Commerciale,,Climatizzazione,Elettricità,True,412.2994273030194
2512.7429351449264,13.184285231225974,32.0,3.0,20.474643221676416,,Nord,Riscaldamento,Elettricità,True,510.0094085186108
2131.703569021761,20.43060209952975,24.0,1.0,18.277076779927903,Residenziale,Centro,Illuminazione,Elettricità,True,433.8668970482835
2160.2719718279864,6.017803586037453,29.0,1.0,13.832202997722788,Residenziale,Nord,Illuminazione,Elettricità,True,436.80583562351785
2226.3696373305265,13.567473576586888,22.0,2.0,33.01831923090913,Residenziale,,Climatizzazione,Elettricità,True,456.53617059303673
1138.0113106494894,5.886504215715315,,2.0,16.130470686220804,Industriale,Centro,Riscaldamento,Elettricità,False,233.03005375733568
981.1908501472903,11.703463916905505,21.0,4.0,21.402263028335728,Residenziale,Sud,Climatizzazione,Elettricità,False,203.82919532964934
1561.3529036508426,11.40386412148384,22.0,5.0,15.311749097296515,Commerciale,Centro,Elettrodomestici,Gas,False,318.0044918715059
2250.771443682073,11.333206241547542,19.0,6.0,7.409863067610404,Industriale,Sud,Climatizzazione,,True,453.5105682808525
2005.2685584494782,20.269097995698907,12.0,5.0,6.654571885522159,Commerciale,Sud,Illuminazione,Elettricità,True,405.07699305512216
1986.350436134409,8.951835800948812,,2.0,4.661174564280161,Residenziale,Sud,Climatizzazione,Elettricità,False,399.56362317626076
3084.8488127540013,,26.0,6.0,,Residenziale,Nord,Riscaldamento,Gas,True,626.1365630941223
2232.8348429444195,4.971731444762327,25.0,2.0,22.11468559093307,Residenziale,Centro,Climatizzazione,Gas,True,
1880.6808006534297,18.326327469541184,30.0,2.0,2.8664290087958975,Residenziale,Sud,Riscaldamento,Elettricità,False,378.8287215802789
2128.7798082565914,5.1254567334110614,19.0,6.0,19.738449498973367,Residenziale,Nord,Riscaldamento,Elettricità,True,432.19004217435145
2277.172096686728,21.79813364082722,19.0,6.0,13.270914628752523,Commerciale,Nord,Illuminazione,Elettricità,True,461.5955070900541
2136.3541198790526,5.196161153995863,,1.0,17.02654782678619,Residenziale,Centro,Elettrodomestici,Gas,True,432.898404439246
1932.4263830013697,7.555923675723183,17.0,3.0,3.082932649658579,,Sud,Elettrodomestici,Elettricità,False,388.1657487627438
2313.3447581489536,18.274466787979755,9.0,4.0,28.74171098160783,Residenziale,Sud,Riscaldamento,Elettricità,True,473.11891160307107
2008.2785106778801,21.11365000934936,20.0,4.0,18.906349814136217,Commerciale,Centro,Illuminazione,Rinnovabili,True,409.43897208075185
1835.7771019494405,2.5156330673086993,17.0,5.0,16.97716384599653,Industriale,Centro,Illuminazione,,False,372.50013285041797
1466.661591064791,13.22651220592073,,2.0,27.50503871042001,Commerciale,Sud,Illuminazione,Gas,False,302.90648104667633
1667.0570754266168,3.2443647458726756,21.0,1.0,8.581175299767224,,Centro,Riscaldamento,Elettricità,,336.31020414984084
2363.239504314657,15.619006124782544,16.0,4.0,40.0,Commerciale,Centro,Elettrodomestici,Gas,True,486.20980147540973
1427.357194749467,18.678231991548408,20.0,5.0,16.067572929050506,Residenziale,Nord,Illuminazione,Elettricità,False,292.1595340277634
1822.547458003718,5.092819520816498,21.0,3.0,20.265943157931908,Residenziale,Centro,Elettrodomestici,Gas,False,371.09855650020484
,19.627566074501384,19.0,3.0,25.298095350677983,Residenziale,Centro,Riscaldamento,,True,508.76301448480433
2658.275300146926,16.428959750460884,23.0,1.0,23.772621637238412,Commerciale,Nord,Elettrodomestici,Elettricità,True,536.1947291923409
1440.4639787043695,,15.0,1.0,28.682534892041332,Commerciale,Sud,Illuminazione,Elettricità,False,297.50652886113534
2147.0885746940685,11.95230972798793,17.0,3.0,22.474118999496557,Commerciale,Sud,Climatizzazione,Elettricità,,437.3551816114615
1987.0397667238437,0.6396088576236068,21.0,2.0,29.470564149940596,Residenziale,Sud,,Gas,True,406.3130834755133
2818.1490766350557,13.023084209898514,27.0,3.0,9.836829761882687,Industriale,Nord,Riscaldamento,Elettricità,True,567.8831726765659
2035.2224291414695,16.34382730746442,16.0,1.0,20.136586266456334,Residenziale,,Climatizzazione,Elettricità,True,414.7198444389773
1259.7830458079802,23.368229360696244,23.0,2.0,10.6631287397158,Commerciale,Nord,Climatizzazione,Elettricità,False,256.8901102098541
2026.6259375895002,1.7484026009383014,25.0,2.0,19.212805752437113,Residenziale,Sud,Elettrodomestici,Elettricità,True,411.26386950372506
1713.8653916386982,14.05419502489004,17.0,4.0,32.213597562929706,,Sud,Illuminazione,Elettricità,False,
1814.1316673717488,19.404529871290652,16.0,5.884165917495156,8.103681894672704,Residenziale,Nord,Elettrodomestici,Gas,False,367.1978910298806
2032.1041407405405,14.45125331015014,14.0,,0.13920389101920172,Residenziale,Centro,Climatizzazione,Rinnovabili,,407.9077146464289
1968.3377515089921,20.498392843170112,28.0,4.0,23.772621637238412,Residenziale,Sud,Climatizzazione,Elettricità,False,399.25301131782584
2328.4639521535573,0.8915983964287086,16.0,,18.957344453411455,Residenziale,Centro,Climatizzazione,Elettricità,True,471.46915360637786
2554.9654834568782,5.520078532295485,21.0,2.0,1.8359143196431145,Commerciale,Sud,Elettrodomestici,Gas,True,512.0958788404981
1981.238934610506,14.060891993007782,23.0,7.0,21.03814008273942,Commerciale,Centro,Illuminazione,Elettricità,True,403.9653181462238
,22.904213853814888,21.0,2.0,11.800170373955309,Commerciale,Nord,Illuminazione,Elettricità,False,327.4558196076645
2429.074282335395,23.7085462102699,18.0,,5.135213946581221,Residenziale,Centro,Climatizzazione,Gas,True,489.72627527208033
1492.3290029244108,16.027683463992936,18.0,2.0,35.875678669436475,Industriale,Centro,Riscaldamento,Elettricità,False,310.8312725321124
2386.289133121561,5.389968524821905,15.0,5.0,-5.936224680613449,Commerciale,Centro,Elettrodomestici,Elettricità,True,476.0159560726103
2351.7844022761456,7.539073724921109,16.0,0.0,4.8725525533469884,Residenziale,Centro,Riscaldamento,Elettricità,True,472.57255359372533
2260.0179191585103,21.593278329723752,28.0,3.0,10.545102963139659,Industriale,Sud,Climatizzazione,Elettricità,True,457.3264425536164
3171.0126885523005,11.4519330844786,23.0,5.0,8.812531281570836,Commerciale,Sud,Climatizzazione,Elettricità,True,637.9914904033792
2140.0437889110462,10.582338389725626,20.0,3.0,7.856323158666695,Residenziale,Nord,Climatizzazione,Rinnovabili,True,431.4238885687819
3089.135638894855,8.600084897090944,19.0,7.0,30.790928656427972,Residenziale,Sud,Climatizzazione,Elettricità,True,627.9244148656086
2644.1754759684204,21.67109247564016,21.0,1.0,13.988424155457631,Commerciale,Centro,Illuminazione,Elettricità,True,535.1987316878854
441.46354167550203,6.715528739372573,14.0,3.0,29.7953592036202,Residenziale,Sud,Climatizzazione,Elettricità,False,97.90286897012373
1839.6277091609552,6.150659929448802,24.0,2.0,18.85233225669774,Residenziale,,Riscaldamento,Elettricità,False,374.19630750214526
1718.0122519518927,12.321807265002754,18.0,2.0,14.764401367274466,Residenziale,Centro,Riscaldamento,Elettricità,False,349.26395152706124
2480.0888217324728,7.011632915697227,17.0,2.0,17.29968855717145,Residenziale,Centro,Climatizzazione,Elettricità,True,501.9088342052157
2227.156717911123,16.96517884874508,16.0,1.0,5.74150687941758,Commerciale,Sud,Climatizzazione,Elettricità,True,448.8503135309244
,18.85308292948529,24.0,6.0,10.377514433132381,Residenziale,Sud,Climatizzazione,Elettricità,False,359.27866464831044
1414.9273580051524,23.231672122385874,22.0,1.0,,Commerciale,Centro,Riscaldamento,Rinnovabili,False,287.40872590959583
1663.6045773039648,8.377009944628568,19.0,5.0,,Residenziale,Sud,Climatizzazione,Elettricità,False,336.37466059193395
1650.9438990798278,3.2281512097891873,23.0,6.0,8.423496437589167,Industriale,Nord,Riscaldamento,Elettricità,False,333.03864386822124
2410.895298215871,21.766358762298196,17.0,7.0,23.39758760622102,Residenziale,Nord,Climatizzazione,Elettricità,True,491.37497180127036
2312.0580742439683,11.289095840463222,21.0,5.0,31.517895143427634,Commerciale,Sud,Illuminazione,Elettricità,True,472.9958929758683
1849.0244716747848,5.925817867397893,18.0,1.0,0.5185303821286844,Commerciale,Centro,Climatizzazione,Elettricità,False,370.5530352363354
2267.7843988138247,5.095655919088497,25.0,5.0,27.63371588152335,Residenziale,Sud,Climatizzazione,Elettricità,True,462.35656011913085
1807.4407720064646,23.83539010501316,22.0,1.0,0.625817739476286,Residenziale,Sud,Climatizzazione,,False,364.05943873363714
1261.4522736182034,0.1746239677860233,29.0,5.0,16.68751737107474,Residenziale,Nord,Illuminazione,Gas,False,257.3141723317417
1973.1252477909486,15.032789204728013,26.0,2.0,26.469008876915964,Commerciale,Sud,Climatizzazione,,,404.0690311417373
1097.9292071283849,0.16536952286247342,16.0,4.0,6.67496895663588,Residenziale,Sud,Elettrodomestici,Elettricità,False,221.60486906495402
1614.7051677082045,19.981679757493207,25.0,1.0,12.103229843818504,Residenziale,Centro,Illuminazione,Elettricità,False,328.5701704705358
2042.081897871598,15.452249379109473,19.0,5.884165917495156,24.627930460129228,Commerciale,Centro,Illuminazione,Elettricità,True,417.34998365026934
1868.2238569131182,16.147281263635918,16.0,,18.72556572242286,Commerciale,Sud,Climatizzazione,Elettricità,False,380.87716922571417
1969.300797942307,4.33502630035688,20.0,7.0,-1.513486475223285,Residenziale,Sud,Elettrodomestici,Rinnovabili,,393.8396162759301
1169.5617252983097,23.642271312180807,38.61203026464775,7.0,-1.9877312063598787,Residenziale,Sud,Riscaldamento,Elettricità,False,235.68025282897207
1896.5919975641773,5.587128253707253,23.0,,36.93141726903626,Residenziale,Nord,Riscaldamento,Elettricità,False,390.95653751891706
2204.175621957194,10.942275873626654,15.0,1.0,2.488917066480072,Residenziale,Centro,Elettrodomestici,Elettricità,True,442.67602709874546
2046.6441412287083,9.351661231488283,33.0,5.0,19.80713008722085,Residenziale,Nord,,Elettricità,True,416.2061333950568
1853.5648406868004,10.025382556864983,15.0,3.0,14.470490930360002,Commerciale,Centro,Climatizzazione,Elettricità,False,376.0566536721546
1113.1775982593713,2.4433281656380705,14.0,1.0,24.753104511037204,Residenziale,Sud,Climatizzazione,Elettricità,False,230.30578382174923
,10.304658874474644,14.0,7.0,33.12230683917351,Residenziale,Sud,Riscaldamento,Elettricità,True,426.01819876233174
2324.1688584845897,10.246008354677457,16.0,,6.715749508020734,Residenziale,Centro,Riscaldamento,Elettricità,True,467.87309738479195
3928.4141475821934,6.404189016125387,20.0,1.0,5.614897722016327,,Sud,Illuminazione,Gas,True,788.0077177346561
887.4823113290861,14.693752160482273,26.0,7.0,17.216482497192704,Commerciale,Centro,Elettrodomestici,Gas,False,184.13078223102326
2539.922922645007,13.418785647088502,15.0,4.0,5.162708999248677,Residenziale,Sud,Elettrodomestici,Rinnovabili,,510.8752757934849
,12.634625441442596,17.0,6.0,25.33428426802063,Residenziale,Sud,Illuminazione,Elettricità,False,256.45518076311777
1761.2347590459785,14.373560672816831,27.0,3.0,26.338097204771508,Commerciale,Centro,Illuminazione,Elettricità,False,361.5857370379088
1652.2239677068176,13.719915240326243,26.0,4.0,16.28969558766358,Residenziale,Sud,Elettrodomestici,Elettricità,False,336.70369374169525
2283.744057243532,13.892141585749156,,,21.598229214289432,Residenziale,Sud,Elettrodomestici,Elettricità,True,464.61749437156817
1407.3935151933615,21.406837711662767,24.0,3.0,23.772621637238412,Commerciale,Nord,Illuminazione,Elettricità,False,288.2117073109072
2534.784787725699,19.03611767804057,16.0,3.0,21.85194783189942,Residenziale,Sud,Illuminazione,Elettricità,True,515.4161536625138
1231.7540738748567,4.248153440600365,,1.0,11.007705141850245,Commerciale,Centro,Climatizzazione,Elettricità,False,250.07794166158646
1641.7572647409465,13.581648524456341,17.0,2.0,-1.3518528972490742,Residenziale,Sud,Illuminazione,Gas,,329.3040619314602
1870.2904972385359,4.114492528481788,18.0,,28.012079685748624,Commerciale,Sud,Elettrodomestici,Elettricità,False,382.87317260628
2040.4393550993016,9.674437503674778,14.0,2.0,24.186401883968678,Residenziale,Centro,Riscaldamento,Elettricità,True,416.3112353354184
2141.0405699934413,5.528540385588771,15.0,2.0,23.772621637238412,Industriale,Sud,,Elettricità,True,437.3939131510335
1841.1584759008035,18.38939445421718,16.0,,14.077176332223416,Residenziale,Nord,Elettrodomestici,Elettricità,False,374.29378752524946
2059.22702483673,6.744442734568357,35.0,2.0,31.94626719181685,Industriale,Sud,Elettrodomestici,Elettricità,True,422.1037293983479
,,20.0,2.0,35.026726086346834,Commerciale,Sud,,Elettricità,False,392.17289874752544
1333.868401650403,22.303826293793556,15.0,7.0,16.402027091975892,Residenziale,Nord,Elettrodomestici,Elettricità,False,273.9246710870527
2552.523141463549,7.666200887490675,17.0,1.0,15.561759152452941,Residenziale,Centro,Climatizzazione,Elettricità,True,515.9397761271948
1892.1633297410756,7.206708769223949,22.0,4.0,28.007946878023663,Residenziale,Centro,Illuminazione,Elettricità,False,387.5557208885446
2303.3682205047458,23.591309137409105,38.61203026464775,6.0,2.159987240147796,Commerciale,Centro,Elettrodomestici,Elettricità,True,463.6807711867344
1663.319667854446,14.555143796388439,20.0,6.0,23.713871677855366,Residenziale,Nord,Riscaldamento,Gas,False,341.23360945388464
2398.0397108204834,1.4743679434254666,20.0,2.0,11.310759845648326,Residenziale,Sud,Riscaldamento,Elettricità,True,483.14860691213374
,0.9875057166366226,19.0,6.0,18.07765324377143,,Centro,Riscaldamento,Elettricità,True,601.2580772308473
1119.5744933841734,23.329072995655658,24.0,2.0,27.17563119120321,Industriale,Centro,Climatizzazione,Elettricità,False,234.40049533376123
1460.0304345623103,8.194543339664872,20.0,2.0,6.763292331065998,Residenziale,Sud,Elettrodomestici,Elettricità,False,294.85452894574837
1683.3636789285756,8.060610831801636,15.0,2.0,27.588251123795906,Commerciale,Centro,Elettrodomestici,Elettricità,False,345.7552722060341
1806.5307968308991,21.64091957161949,20.0,2.0,20.372860687733752,Residenziale,Sud,Riscaldamento,Elettricità,False,369.58210952966186
3133.3893436626377,21.356561909143423,18.0,3.0,6.884558512639503,Commerciale,Sud,Elettrodomestici,Gas,True,630.8788924772338
2633.4566449805898,6.0333606281961885,23.0,4.0,11.949753209562445,Residenziale,Centro,Elettrodomestici,Elettricità,True,530.8795910218063
2256.584595934367,19.6301747346736,26.0,3.0,7.687696962794725,Commerciale,Sud,Elettrodomestici,Elettricità,True,455.58624574917917
2225.389415797559,0.6587858307313077,20.0,4.0,9.329075469713727,Commerciale,Nord,Climatizzazione,Elettricità,True,447.9424843834991
2338.355722691059,,14.0,2.0,32.854636416014685,Industriale,Centro,Illuminazione,Elettricità,True,478.53665391223643
1907.8748006317858,7.3683322665659,27.0,2.0,20.057180257193156,Commerciale,Nord,Illuminazione,,False,388.3289474301717
1583.3535939491585,1.9623828076857848,21.0,3.0,16.88150325105375,Residenziale,Nord,Riscaldamento,Elettricità,False,321.9314080459164
3096.2464347927894,23.28702517541449,17.0,4.0,10.28383629495502,Residenziale,Sud,Illuminazione,Elettricità,True,624.663140364586
1077.9748570231668,0.1288592546910703,16.0,3.0,27.384954411888785,Residenziale,Nord,Climatizzazione,Elettricità,False,223.82334365366913
2952.836919330328,16.117106058151684,15.0,0.0,0.5253180471219707,Residenziale,Nord,Illuminazione,Elettricità,,
,15.33922938927207,,4.0,0.5791600242508075,Residenziale,Nord,Climatizzazione,Elettricità,True,482.5010268733051
1351.732270131565,13.35287110932752,19.0,5.0,22.06219631242349,Commerciale,Centro,Illuminazione,Elettricità,False,278.3004000309728
2108.1300391127306,13.60056613139175,25.0,1.0,23.099107516013007,Residenziale,Centro,Climatizzazione,Gas,True,
1618.358252898262,11.22266476587337,23.0,5.0,12.831095537261866,Residenziale,Centro,Illuminazione,Elettricità,False,328.6432457174183
1866.268335659394,17.842020964763808,27.0,3.0,30.046552595595884,Residenziale,Sud,Elettrodomestici,Elettricità,False,384.051835007034
1900.7143623058391,5.707519507140974,28.0,1.0,20.048669781634963,Commerciale,Centro,Elettrodomestici,Gas,False,386.7282253463724
2704.250988011862,15.963177185526476,23.0,3.0,3.9416830680705246,Residenziale,Sud,Illuminazione,,True,543.6290202413462
1084.6469072435957,5.665539519819261,26.0,6.0,22.07758444247256,Residenziale,Nord,Elettrodomestici,Elettricità,False,224.11921073344283
996.9443838793167,12.1825278432437,24.0,0.0,24.139906659572844,Industriale,Centro,Climatizzazione,Elettricità,False,207.84910155805954
2380.36772497395,23.520457261613796,24.0,,28.12528605594975,Residenziale,Nord,Riscaldamento,Rinnovabili,True,486.8631765377363
1845.2388108255248,4.78918384467934,18.0,3.0,17.16811641290036,Residenziale,Sud,Riscaldamento,Elettricità,False,374.677115473443
2614.8111312371384,9.840321917955896,21.0,2.0,14.11705816753185,Residenziale,Nord,Climatizzazione,Elettricità,,528.1813758894828
2511.182337095578,13.882902722216425,21.0,5.0,6.2000585305125,Residenziale,Centro,Elettrodomestici,Elettricità,True,505.484775250491
2152.3759536875123,0.21292685559845026,31.0,7.0,15.992558564675784,Residenziale,Nord,Elettrodomestici,Elettricità,True,435.29425099246504
2278.446440929891,1.2059598462966994,25.0,2.0,17.072627803475093,Residenziale,Nord,Riscaldamento,Rinnovabili,True,460.9316725116505
