Indice Azionario,Volume di Scambi,Variazione Percentuale,Settore,Banca Centrale,Tasso di Interesse,Inflazione (%),Divisa,Performance del Mercato,Predict
14180.592808753681,1903555.9754271843,1.2780482516645577,1.0,ECB,2.279123132041124,1.501027350631428,JPY,True,767094.8829040255
15475.162770987796,364463.5175416549,2.4038773304711967,1.0,ECB,2.017973602952365,1.3395591467179702,JPY,False,151975.95290052317
13371.235285269431,1033159.2705167966,7.5191201755659165,3.0,BoJ,1.5927802951104042,0.22016041884701054,USD,True,418613.7061448616
24065.706783272675,399384.8023784632,6.279264154109686,1.0,FED,0.945193908711744,,EUR,False,166304.79749641247
16122.134106607384,960485.1149152517,-2.024478903058638,0.0,BoJ,3.9436767801500205,2.516371612183825,USD,False,390642.49471296306
,1330152.803272158,-1.0344408658392528,1.0,FED,3.0055019121352524,,USD,True,537986.2237754996
16146.823340523522,1567108.1443399298,5.999793449358389,1.0,ECB,1.5862757551243951,1.2428161422566624,USD,False,666308.2363715657
9314.958250730162,542352.1506582901,-3.245706212679953,0.0,FED,2.412506700120462,2.7617025376911544,EUR,False,220666.19442236563
12271.98497066098,1082094.1426500846,0.3537866892571291,1.0,FED,2.065499387739935,0.8428803473861157,USD,True,437746.5218056361
17649.022095614095,635020.2352599648,-1.6066887359499233,1.0,ECB,1.7475988530762825,,EUR,False,261067.3816044844
16978.9081395287,394423.7626215583,-1.6272730596814817,0.0,FED,0.7167239740312148,3.0253762209115216,USD,False,164560.74284982285
13540.124079525001,1086764.3866016283,9.513993698044786,0.0,FED,1.3460194718055334,1.9359074055010068,EUR,True,440123.70707120094
11296.67028901244,629199.3412604482,-6.0550390126894005,1.0,FED,0.9724534222578749,1.9245436940637377,USD,False,256197.19361198175
16332.843795623925,1565334.022992647,-5.437690587877608,1.0,FED,2.4129373255833926,2.727067494870231,USD,True,632665.6591771909
16528.860966393186,1855226.5501001617,-0.17366060341074352,1.0,BoJ,0.4344592956477502,0.9160156278662877,EUR,True,748702.1296945013
15156.398733159962,1271855.4269638895,-2.26353340471241,1.0,BoJ,1.590388504476527,1.4077432635591345,JPY,True,514804.27757213893
16479.80234367633,1792071.4313644557,-5.406115786322263,2.0,FED,2.428408737510295,2.627293978749603,JPY,True,723419.4122600956
17171.29486077706,818204.2665757707,-2.8416616777781067,0.0,FED,1.282033815533176,2.1784484461573714,USD,False,334149.6562422836
13703.481268995818,339519.3988740888,-4.590805616584115,1.0,FED,3.889713539447172,2.970530190888706,EUR,False,141288.23389611053
21295.804833587696,1567474.9934188775,2.7972591676371295,0.0,FED,1.9898521926626136,2.1214645850662297,JPY,True,635508.8787528195
16428.34749999872,1821538.967852457,4.6526722271393,1.0,FED,,2.2693808779864644,USD,True,735187.8566754278
13861.145082799345,499578.36433665745,8.882643744518287,2.0,FED,0.6052241921573525,3.1797239826482095,JPY,False,205377.58029653164
15140.177975164102,1249181.3719058838,-0.2703041508521835,3.0,FED,2.835647366738346,1.9184492798683812,EUR,True,505728.56589158904
14920.439053990574,1049129.8513301816,-5.021559726989078,1.0,BoJ,3.4775620081747975,0.0,EUR,True,425619.1118417235
14702.562176126066,1131048.4791084898,8.771565599005907,2.0,FED,1.1431228056440523,3.065440036513185,,True,458302.1708269662
18165.577815567893,717842.950393266,2.6454328106359455,,ECB,-1.4311121682692387,0.9425242230940036,EUR,False,294403.9403700957
16653.086063927614,857314.403943229,-5.199505459141973,0.0,,1.537173286153175,2.3160099452537524,EUR,False,349585.95610177086
19278.27584287156,963985.8148513882,7.350343786647642,2.0,FED,1.3118062434078084,2.789743074228598,JPY,False,393307.1063464612
14078.436544544682,1905686.674850905,2.458916693016352,1.0,FED,3.337515820717524,0.25033130222548494,USD,True,767906.5363415186
15629.528846483792,1188083.090978685,-0.8779680213831776,2.0,ECB,2.564246775844916,2.0423033054011657,USD,True,481485.07063643076
17499.158854254954,1870479.99156331,-0.8779680213831776,1.0,FED,2.510064462461469,2.816689446463093,EUR,True,755190.4415416081
14155.25148434664,1278277.447255991,6.630103655724685,3.0,FED,4.2730166281038215,2.479889862739391,USD,True,516974.4055168662
17436.523919338204,1207367.6148101822,-1.7621974376493537,1.0,FED,2.937744285617069,0.5108662806746105,JPY,True,489921.30305232067
15227.482496267943,1567108.1443399298,2.3957134991847457,3.0,FED,,2.334305835590346,EUR,True,547561.3685820291
17848.743007504738,1567108.1443399298,-1.6801556919557612,1.0,ECB,3.495085363726635,1.8869408434121437,USD,False,375200.6074601202
15387.637813528807,650010.4806053054,,0.0,FED,0.23551950339013494,1.2389834629298986,JPY,False,
16277.555359581453,1567108.1443399298,4.735465047028281,2.0,FED,1.5472257856603824,1.4285010675340462,USD,False,167605.34764775686
13993.427578443132,949343.067591561,7.104023455095344,0.0,FED,3.496947986685421,3.1797239826482095,JPY,False,385336.0188726927
17592.41194370028,1398167.136348812,7.2778798415524655,1.0,FED,0.12026883451409276,1.4802747873914484,JPY,True,566305.2748929731
9402.551606723488,1513487.531708955,4.704363181033058,2.0,FED,2.6552101482150117,1.2202129201035636,EUR,True,609156.9741989076
21617.09152208286,591170.7718238006,-0.9550000547956099,2.0,ECB,0.9818907097070217,,USD,,245114.95433834245
13190.266875810252,0.0,,1.0,ECB,0.28800657988080447,1.2716644799247296,USD,False,5275.32518675125
9018.893569088197,836625.1171369354,6.984570909303393,2.0,ECB,2.663902755782445,2.9471687581637775,EUR,False,338259.00119659136
19890.64821665641,1023699.0031693156,,0.0,FED,0.7001144262051446,2.0045481251970703,USD,,417437.72207275644
21411.943990753814,487551.10698218364,,0.0,ECB,1.6325527549568957,0.8794922745492331,EUR,False,
9054.598181533685,459949.2523058363,-0.5136201393089284,0.0,FED,1.2670392410663185,1.3648236733721901,JPY,False,187601.43747092015
,528678.3489055526,-9.087908138903753,4.0,ECB,0.9406616395242067,1.4662384401873274,USD,False,218719.8314729041
10080.582783376136,1030151.1951259471,3.3066161028411134,0.0,FED,1.834862672000449,2.137673616695048,USD,True,416093.3724869499
,1812122.1618616902,-0.9285544958628105,0.0,FED,2.313573699494935,0.589000910546642,USD,True,731353.1919167695
14599.272070238265,2018987.8538014935,-5.91201661245238,0.0,ECB,1.6763298203873198,2.2050202523991667,EUR,True,813433.6679453703
18074.035084802978,1021392.7529266344,-0.5470187660167358,1.0,BoJ,2.3069024608342312,3.1797239826482095,USD,True,415786.6058008218
14027.454073970111,703846.8210591706,-6.166651844063738,1.0,FED,3.4506553171684913,1.2666749692465484,JPY,False,287148.4767228875
13555.587057974082,959157.8948966297,-1.2517592351002538,,FED,3.017274404958304,3.0335691679500116,USD,False,
18531.078108420792,1180647.9647494145,-0.8779680213831776,,FED,2.382255031340051,2.641975222114086,USD,True,479669.7042120416
16725.646885252947,611317.1036065868,,0.0,FED,1.86855040869171,0.9781848076113935,USD,False,251216.35896440916
24065.706783272675,1361935.6093846257,1.9243628401013524,1.0,BoJ,2.8063563065901107,2.3264998893084035,USD,True,550527.3520991044
14278.825959121124,,-2.7864851295419086,2.0,FED,1.6555677350895819,0.0,JPY,False,267630.8099351084
16353.785589044217,1310019.9711325255,-4.403980679960727,1.0,BoJ,-0.41451579706992225,2.8270543557769483,USD,True,530548.6218924919
14024.573192556541,1179515.309650509,7.696887012053292,2.0,ECB,3.1128858319969632,3.3010238168073007,EUR,True,477417.4925146286
14635.722283989362,807083.8630243177,-4.4216460797047645,1.0,FED,1.4900378627425344,2.014832112037476,JPY,False,328686.9497941069
,2179670.306922242,-3.081056748728508,2.0,ECB,0.3251051130388727,1.2152420765336265,,True,879356.6107023564
17352.82001251486,583910.4513387156,-6.879252414967995,1.0,FED,0.7355957943185218,1.606035295920187,USD,False,240503.9326900092
17448.15276743589,759777.9275427794,3.7307211071331796,2.0,FED,3.6652131345148993,2.049013525705922,,False,666308.2363715657
11025.268985288047,283127.5885553402,9.811615257773784,0.0,FED,3.4460457311464516,3.148094547903093,USD,False,117663.10533930286
14339.07263993875,891175.9575469526,-8.662984758677098,1.0,FED,3.286485291328551,0.607737476705051,USD,False,362204.27947780484
15587.587587772312,1450307.0306017124,-9.848005293902302,1.0,ECB,2.8960667751844795,2.0634785575684846,USD,True,586355.8776747352
18307.92578386616,1176566.4573646612,-9.938654365268278,2.0,FED,2.539356206293985,1.1741392087466709,USD,True,477947.7655285379
17580.99783055512,303643.1826833425,-8.43185768134774,0.0,FED,1.4027645042331356,2.584673992046443,USD,False,128487.98583402278
18905.680355936696,806876.7120805982,-5.842629166983633,0.0,BoJ,0.6085773513391259,3.095670342976857,USD,False,330311.78844878054
10932.55762759524,,-1.964501771878604,2.0,ECB,3.095361877725983,1.0305933603627548,USD,True,677685.9654536556
12899.684766918072,991977.8785395026,-5.179188542472161,3.0,FED,1.572901734786136,1.0398505441710753,USD,True,401949.9894848598
12482.508353470355,1518072.4483934972,-4.839980732886817,2.0,ECB,2.096447039341022,0.702995349812737,USD,True,612221.0147026406
19205.88005148344,432923.3882168819,-4.706062694056847,1.963365655712574,ECB,2.1414883253784587,2.459602226181813,EUR,False,180850.76609480736
13042.391005215019,851729.5911050437,-0.015378542379458793,4.0,FED,1.4491876477301058,1.8761076927391913,JPY,False,345908.789768395
17776.767297772392,1492741.014681572,-6.776267148020723,1.0,FED,-0.17174523327818303,3.153961647139963,JPY,True,604205.7575383083
10307.89854671646,1829062.6576741529,-7.976731139601945,0.0,FED,3.5927500673533994,2.416359895163175,USD,True,735746.6271421198
16846.39091997425,999441.5374359707,7.286002701296368,1.0,BoJ,2.8229859677615288,3.1797239826482095,EUR,True,406516.6285429183
16266.163376619908,495237.23380947736,-3.9570383672854437,2.0,FED,0.4378727533490603,3.688021045249796,,False,204600.56746676547
17403.750400464836,1088136.176468931,-2.6561325304870076,1.0,FED,1.297246413157455,1.433477217450627,JPY,True,442215.4395212522
11325.841035080812,1393929.4217618434,-8.08707421417449,2.0,ECB,2.0064759802837417,2.5888484616241563,JPY,True,562100.4877039269
12978.485240922122,1377201.1134652537,8.838491797214694,,BoJ,2.1909018605027075,2.639726820857047,EUR,True,556073.6071808297
12392.616752169166,1273211.512660546,-2.106656764913069,2.0,FED,0.6769060415097734,1.0122249754865797,USD,True,514241.2304337331
,1618825.5672998244,-8.172101331476664,0.0,BoJ,3.6297906294516658,3.190698309999714,USD,True,653035.9903414152
13251.68218469723,772681.6251965824,9.202577603866903,0.0,BoJ,0.6623946904667224,0.6780589607350425,EUR,False,314375.16346803267
12918.00921811033,942075.7227110823,6.238703968598955,1.0,FED,1.518547498629567,2.941314975189336,EUR,,
18004.245669621876,732559.1039181289,-3.9147758376245445,1.0,FED,1.0215325475992598,1.3173081574416985,USD,False,300224.5568799328
5880.612278166012,1353289.783322506,-8.899512080635319,0.0,ECB,1.3649522184904876,2.3079335596611656,EUR,True,543666.3783378525
12530.781310684766,1164734.7887823982,-4.637813074306929,1.0,ECB,0.6300219901345308,1.6933102739961967,EUR,True,470905.3004746184
10883.545679673178,570908.6222179614,-3.2140751163309167,0.0,FED,2.0561942240986872,2.828643817416611,USD,False,232716.22434403058
17607.1477913214,836003.6977907383,,4.0,FED,3.9436767801500205,2.132796364622162,USD,False,341445.9059619981
13793.520666929278,863878.1494941942,-0.08714685118015097,1.0,ECB,2.156379088630654,0.4064154118145735,EUR,False,351068.65063507913
14824.240351357335,1111583.8182525262,-3.8527273752885733,1.0,BoJ,3.05315404561515,2.982717666020209,USD,,450562.45289607835
10950.407803745464,1861823.3874347638,1.416809924278418,2.0,,3.862234704457262,3.076249594419177,JPY,True,749109.8014573887
16340.313893084014,1564767.2317216746,,0.0,FED,3.025883126836037,3.6141302604837584,JPY,True,632444.5374309708
12664.456066209075,976248.2084175732,-9.182235432493444,0.0,FED,2.1335620820606875,1.2708997717176327,EUR,False,395563.2293464265
14082.569703076038,1457161.0721729056,-9.57254997477671,1.0,FED,3.0243331248935794,1.8998989953262024,EUR,True,588495.5422403978
16214.208994583407,1450509.1419959287,2.465250567515497,2.0,BoJ,2.36267951773198,1.0070494062138176,EUR,True,586689.8334463184
15396.197896325131,1661338.5602106878,4.375352006302329,2.0,,2.090408113432074,2.4155532546999883,USD,True,670694.7783132064
14958.969880107927,1815487.310761096,,1.0,FED,2.7638116881943073,1.0381212807436944,USD,True,732178.3330939383
15506.210023647196,1373204.355898921,-8.963390700394173,0.0,ECB,0.8022253971715028,0.9986674940609395,EUR,True,555482.4336908872
15547.695691651486,766833.3922147444,-5.500133701584411,1.0,BoJ,2.3821747249723453,3.4249365917293173,USD,False,312951.335135818
14971.238792771872,0.0,-9.01378204207646,1.0,BoJ,2.698770297697461,2.3872451122114686,JPY,False,5986.6927607003345
13919.50056077126,1110767.47621223,4.861906393949933,0.0,ECB,1.6640846743990334,3.104533031291724,USD,True,449875.76309047936
15099.098751999576,1246186.8386903496,-4.528552287475978,1.0,FED,2.595371802068193,,EUR,True,504513.4692664822
20944.925557139682,341777.83068557247,-8.489525696059946,2.0,BoJ,1.1808365502147709,3.096595668669398,JPY,False,145087.40459194564
21455.49782834656,940604.8034931101,0.9477158929527647,1.0,FED,3.9361840498903446,3.1797239826482095,USD,False,384824.3100717613
11901.66899750267,571949.2968909536,-6.4035876763828,0.0,BoJ,3.9436767801500205,0.12033557910994497,USD,False,233539.1056378472
13947.795178969669,591083.2607913285,-7.112671944997178,3.0,ECB,2.4252395690546,2.5744017803136403,,False,242010.99985373026
19332.073026486898,1091772.640362042,-1.4510551327168901,0.0,FED,1.4085382936701671,3.511155934585836,EUR,True,444441.595144385
17540.941756540265,1168656.0133297958,-8.557550278639127,3.0,FED,1.4673156252120858,0.5319504972393636,EUR,True,474477.0705244787
20013.810836313372,0.0,-1.508608792247463,1.963365655712574,BoJ,1.3038261073544133,3.9168383406235963,USD,False,8005.2226127669
15707.143779328853,623137.5492055621,-1.6223534306347371,1.0,FED,2.594360737414024,1.3054931053969603,USD,False,255537.55272327026
,1693542.008010598,2.750305264466661,0.0,FED,0.08390852478972866,0.06796637343077228,USD,True,683254.3484550136
15340.73179190383,933540.4965510491,-4.062773384358362,1.0,ECB,4.047585817704711,2.443277571564871,JPY,False,379551.6787825043
10662.703503724057,893117.8085721799,2.3863237441713245,1.0,BoJ,0.09762037132585943,1.8107836921039862,EUR,False,361512.6820951104
13012.192611406597,699198.1206316703,-8.900621245479156,0.0,ECB,0.5397202080585763,2.213478291316995,USD,False,284882.3451729817
9745.378135051827,1584140.2518059309,-9.559827681809175,3.0,ECB,1.9468235190256897,2.276116977313851,USD,True,637552.3400108567
9369.06456790757,1067173.6847266264,-4.183617809303827,1.0,ECB,1.168564684890113,1.7823908002744895,JPY,True,430616.26299425174
15725.626548570523,1558990.4360563399,2.599719899533868,2.0,ECB,3.2284587400762996,3.5005081872855683,EUR,True,629886.9449859441
18226.80698382084,842773.703450085,-5.601835502731127,0.0,,,2.808892230447449,USD,False,344399.08380646183
14866.333650450813,1212400.8082021785,-8.84082913970654,,ECB,1.764664901932132,1.1736651274531626,EUR,True,490905.08857522375
10653.558433020879,1288340.9567286465,-4.450490613191644,2.0,BoJ,1.4747595631363528,3.114974894281614,,True,519596.9159665443
14919.857929380882,0.0,-8.138100404057917,0.0,FED,0.46240557653899317,1.1216352258624007,USD,False,5966.3155516715415
13603.216057306672,1247476.7715067468,4.1722788172819865,2.0,ECB,3.035623029644633,2.5017541831765078,USD,True,504432.8294813849
16803.006367939095,1261728.5956066,-9.008484670920494,1.0,ECB,2.830661178311072,1.0848793538613086,EUR,True,511410.8390928815
15872.348778919162,864935.7013519813,-3.847192625677298,2.0,BoJ,0.013215061309331366,1.4874812853740884,JPY,False,352322.450613835
12265.897510873308,1079882.183895491,3.6451993038562662,0.0,FED,1.4500351589406617,1.7244467746644792,USD,True,436859.9616024066
17231.314729137797,714336.9408284149,1.017122749209003,2.0,ECB,1.2529129825612886,1.2774430321705137,EUR,False,292627.50564757094
14196.764280085747,1064745.2294191823,-8.301010656542703,0.0,BoJ,3.452340232428728,2.6306575550760605,JPY,True,431575.1372775759
,1646140.1951077967,4.778121735714038,0.0,,2.157377805084207,0.009464340995401166,JPY,True,665179.4898013056
21255.344892543788,994740.128799975,4.080916377219069,1.0,ECB,4.1880223227541356,1.2402397114031904,EUR,,406399.005660283
17864.955981533436,717864.1236193273,7.227900557705087,2.0,ECB,1.0544917922031765,4.549455602282261,JPY,,294293.0774204558
16890.395275627066,868788.8375119315,,0.0,BoJ,2.5630498936959367,0.1499316690232646,USD,False,354271.307847308
4378.645841780974,717516.5782518908,2.30886567610016,0.0,ECB,1.2805273230441783,3.571844472673792,USD,False,288758.551410604
16833.101411133368,944730.2434124089,9.549648125840868,2.0,BoJ,2.651658417235493,1.6809432984426096,EUR,False,384627.2478590421
15423.808889651451,1358228.9662490585,5.642850781209102,4.0,FED,0.8076390413386108,3.4816426093613257,JPY,True,549462.2386256403
16945.385583421084,484136.6074663749,7.286368920662106,0.0,ECB,2.2629424029692204,1.484515541404738,EUR,False,200434.25449370252
13317.979259059619,715476.213551114,4.096116579516451,1.0,FED,1.3218696996378658,2.6591969489986003,USD,False,
14565.479987898221,951373.4132758712,-5.895030828725805,0.0,ECB,2.3839376674442834,1.1927058286441343,USD,False,386374.37829934206
14854.364404472031,,-8.21528966652525,1.0,ECB,,2.181259345842087,USD,False,357252.28416470246
13912.77986329276,1526825.1439609886,-0.4204633121500745,1.0,FED,2.236721840782081,1.154058807216597,EUR,True,616295.0854370502
13598.763324984066,464633.76784378116,-9.744983309836348,3.0,FED,-0.4003431115754843,0.6018921041639387,JPY,False,191291.06347084415
13064.268945682215,1254731.52382952,-2.730259126801185,0.0,,0.9003211503593176,0.8787774317302746,USD,True,
16042.293819993836,2025924.83753592,1.474071403582391,0.0,ECB,1.2453370233238843,1.0557120286494937,EUR,True,816787.1473566463
17010.215433499325,1442074.0140656568,,,ECB,2.2424164737793193,2.589077766583369,USD,True,583634.6131090561
13986.686058902129,795455.865140507,-4.730018562178473,1.0,FED,2.7300951628019012,3.1326318011171423,JPY,False,323776.07447605126
19242.51259637735,1372395.2776405083,7.519057123587956,1.0,ECB,2.3366233419957365,0.5222103472142643,JPY,True,
12099.144349783448,1489562.6647359212,-8.905899416013213,0.0,FED,-0.7902785287269869,1.8701663133237865,USD,True,600662.9424543986
18719.266910482267,825534.3430986817,5.639415929887242,4.0,BoJ,0.35905373182316014,1.453949921282279,JPY,False,337702.57188685157
10920.9596236311,407759.0264282214,-8.593230040007274,1.0,FED,4.199559214356714,1.7455068265771665,JPY,False,167470.27577473302
24065.706783272675,688142.9742993137,2.6481589450738277,2.0,FED,0.669022096874798,2.2471871663721394,EUR,False,279806.41022599646
14930.728635413545,1180394.7300367784,1.6612914921540938,0.0,FED,1.224134311002374,2.228165580917321,EUR,True,478130.5157271752
19211.594948304846,655054.766824307,2.9609790948424966,0.0,FED,2.6761300612443883,1.3075453717756802,USD,False,
10209.85299521427,1567108.1443399298,-8.246421758001528,0.0,BoJ,2.141649869608302,1.7944070015425755,EUR,True,
12730.082990493276,1116187.9706714917,-2.7064153909621087,1.0,FED,0.6747196670125482,,EUR,True,451566.6801817158
19644.050225222556,,9.566866274698352,1.0,BoJ,1.0013457601570543,1.3221148824902356,EUR,False,201234.87939781553
15108.298696627864,564361.102478113,-2.6118005667027173,3.0,ECB,0.39807366787193854,2.9811907319463677,EUR,False,231787.23810978304
17916.425807069816,1581830.7137724739,-4.879687562131654,1.0,ECB,2.5147961649583435,2.3617553407496774,EUR,True,639897.879894305
