Numero di Vendite,Totale Vendite (€),Sconto Applicato (%),Giorno della Settimana,Tipo di Prodotto,Promozione Attiva,Categoria Prodotto,Canale di Vendita,Fascia Oraria,Superficie di Vendita (mq),Predict
1158.6154234476624,12430.618237886882,0.912795910704606,1.0,0.0,0.0,Abbigliamento,,Mattina,True,463.7200081522763
1290.6776649642065,46238.40193002463,9.659441717678098,1.0,1.0,,Libri,In Store,Mattina,True,519.468898500986
994.8019073044177,90955.21035905683,9.106839272878565,5.0,1.0,2.0,Elettronica,In Store,Sera,False,400.9528147036307
960.1633868096284,,,2.0,0.0,2.0,Cibo,Online,Pomeriggio,False,650.4600588730053
1194.26260235281,,12.085381937984312,1.0,1.0,0.0,Elettronica,Online,Sera,True,481.6306555225193
,17737.82873926546,9.774860403102345,0.0,2.0,0.0,,Misto,,True,
1237.7785734782815,13823.722872512235,12.166445937877334,1.0,1.0,0.0,,In Store,,True,499.06136317267584
1002.2142145560247,62400.68656942485,9.942773942016354,2.0,0.0,0.0,Elettronica,Misto,Mattina,False,403.8685180050148
,90057.20400463635,9.150989722955162,0.0,0.0,1.0,Libri,In Store,Mattina,True,446.7468842088018
1669.1259591373177,97690.57730226219,14.410957146662334,5.0,1.0,1.0,Libri,Online,Mattina,True,672.2736707989259
1216.9284219496788,36513.65123045628,13.109406694866518,2.0,1.0,0.0,Cibo,Online,Pomeriggio,True,491.00419078833147
1157.2648300684598,95543.94543256011,16.23786143790363,2.0,1.0,1.0,Libri,Misto,Pomeriggio,True,468.07729045875504
1177.6473900902743,62273.2548891044,11.141661020690547,0.0,0.0,1.0,Libri,Online,Mattina,True,474.4014543423169
759.2513671291049,70954.39982034119,0.0,4.0,0.0,0.0,Abbigliamento,Online,Mattina,False,303.70054685164195
1375.2886928425908,11700.76371902432,1.4805804254482258,4.0,1.0,0.0,,Misto,Mattina,True,550.8596512646708
1037.3243341089606,10074.97375817641,10.285935195769262,1.0,2.0,1.0,Abbigliamento,Online,Mattina,True,418.61551420231507
867.4306116553862,57331.44710799376,13.633072879365516,2.0,3.0,0.0,Elettronica,Online,Pomeriggio,False,351.9621665259641
819.2925382018495,49187.70590901532,8.068252504749257,4.0,0.0,,Libri,In Store,Mattina,False,330.1374910321646
,57905.18940879827,5.625301404103213,1.0,2.0,1.0,Libri,Online,Pomeriggio,True,413.3322709034515
883.7412304358838,7817.772204088025,8.679094508718148,,1.0,1.0,Elettronica,Online,Pomeriggio,False,356.400220526969
711.1873026317712,16805.537083209154,10.427361843756994,2.0,2.0,,Elettronica,Online,Pomeriggio,False,288.2031296058356
569.2520218319615,55594.92188854355,13.463231595930353,3.0,1.0,,Libri,In Store,Mattina,False,232.03977821156374
919.9308061785932,74664.36129718562,11.437756602299613,3.0,0.0,0.0,Abbigliamento,In Store,Sera,False,371.40364945212724
558.2383684850438,67870.49342021602,9.33198001053365,,0.0,0.0,Elettronica,In Store,Sera,False,226.09494139717762
933.0532561808492,82660.88574234153,10.669221307527579,0.0,0.0,0.0,Abbigliamento,In Store,Mattina,False,376.422068864598
1135.2020181664031,62809.984167911694,4.442655643902841,1.0,1.0,1.0,Libri,Online,Mattina,True,455.71360395973215
287.2341411227957,9649.41586366972,20.622137943609722,1.0,0.0,2.0,,In Store,Mattina,,121.0802978322012
760.3921293337518,65208.3933346719,16.468881915677994,2.0,0.0,0.0,Elettronica,Misto,Mattina,False,309.09751630820415
1982.9053643173454,44200.316908350345,7.913655672720806,3.0,0.0,0.0,Elettronica,In Store,Mattina,True,470.9604749418812
764.7721467117008,67481.77052474672,8.529826974179326,1.0,0.0,,Abbigliamento,Online,Sera,False,650.4600588730053
1422.2328326193729,21575.346295649568,4.050955514516041,3.0,0.0,1.0,Elettronica,Online,Pomeriggio,True,570.108419702104
1002.5994924185926,61227.765029887014,,1.0,0.0,2.0,Cibo,,Pomeriggio,False,406.655184962111
1188.8282635914256,5869.951043212185,1.0714503152861727,6.0,0.0,1.0,Elettronica,Online,Pomeriggio,True,
841.2445169081632,88208.31155398174,9.610457774818837,0.0,1.0,0.0,Abbigliamento,Online,Sera,False,339.68094409571097
1087.1227470510673,63415.00340715672,13.343156592331857,4.0,0.0,1.7556114307939352,Abbigliamento,Online,Mattina,True,438.8520457981265
598.6243873505159,63223.11043682296,11.479604407023457,2.0,0.0,1.0,Cibo,Misto,Sera,False,242.89363626231344
1215.4104772873466,50628.2729429983,15.260960005179438,4.0,1.0,2.0,Elettronica,,Sera,True,
1126.1085174519249,52832.719283458,7.865916709485058,2.0,1.0,0.0,Abbigliamento,Online,Pomeriggio,True,453.10318199361546
1461.7572608691326,43229.55917512925,18.632328536069046,,,1.0,Abbigliamento,Online,,True,590.2926029084738
583.2775915767808,74664.36129718562,12.376344226534329,0.0,0.0,0.0,Abbigliamento,Online,Sera,False,650.4600588730053
1117.2406073851134,48423.271804579446,6.713665814125601,4.0,0.0,1.0,Libri,Online,Pomeriggio,True,
1403.9665814727014,30359.61987746655,10.053112442484963,1.0,1.0,0.0,Elettronica,In Store,Mattina,True,564.9025663218259
471.29994926275265,37097.57417772346,9.401054558082887,1.0,,0.0,Abbigliamento,Online,Pomeriggio,False,191.34029607252594
869.651953602598,96650.81335973443,12.253675512054336,5.0,2.0,0.0,Elettronica,In Store,Pomeriggio,False,352.13688409465556
1095.0477204489619,6870.517108129937,9.742887072243526,3.7185821512355397,1.0,1.0,Cibo,Online,Sera,True,441.2419543012578
1903.2137465384408,68942.78674984106,10.488666266312828,1.0,0.0,0.0,Cibo,Online,Pomeriggio,True,764.4320984952702
931.7677604002051,15054.548660612587,9.554058708852725,2.0,1.0,1.0,Abbigliamento,Online,Mattina,False,375.8733217727379
709.077740391697,26288.057008012645,14.395327663004707,4.0,0.0,2.0,Cibo,Online,Mattina,False,287.94969445558024
1020.3288189599792,21195.801498791556,9.101097419142599,1.0,1.0,2.0,,Online,Mattina,True,411.1618568097345
839.572121323399,12051.452220426128,14.631544414082407,2.0,1.0,1.0,Abbigliamento,In Store,Pomeriggio,False,340.51831185358435
1031.3942505572325,4812.336973783171,4.649974096064734,2.0,0.0,0.0,Libri,Online,Pomeriggio,True,413.95269245171244
1149.8686705968555,40827.42330916445,,1.0,,0.0,Cibo,Online,Pomeriggio,True,461.20133621202075
893.4519296869619,8377.78378296693,7.552799886779061,2.0,2.0,1.0,Abbigliamento,In Store,Pomeriggio,False,360.2466118408185
1182.1319643158517,47218.81004434367,7.013374208735763,0.0,2.0,0.0,Libri,Online,Mattina,True,475.5567979889615
1097.3942848164309,79135.6385588474,8.742123671470157,3.0,2.0,1.7556114307939352,Libri,Online,Mattina,True,442.18035102801343
1013.5985856209791,20089.44349527575,8.087381637052086,3.0,1.0,1.0,Elettronica,In Store,Pomeriggio,True,408.1656487395073
997.1169771693569,93690.09783386202,5.605263712131176,,2.0,0.0,Cibo,Misto,Pomeriggio,False,401.1283699813822
1034.7804117592507,91591.80220089303,6.958421029924736,2.0,0.0,0.0,Abbigliamento,In Store,Sera,True,415.9996910126777
779.8085050924017,22690.129031565477,10.55316668014008,2.0,0.0,,Abbigliamento,,,,315.0893520410027
507.2812936318018,58338.64874208921,9.746459713669017,,0.0,2.0,Elettronica,Online,Pomeriggio,False,205.83645536682144
628.2717748979703,194.5955479634498,8.579732906176382,,1.0,1.0,Abbigliamento,Online,Mattina,False,254.18262983104108
1194.8663007247737,7616.522867039044,15.260960005179438,2.0,0.0,0.0,Cibo,Misto,Pomeriggio,True,480.9081283217878
1570.2575486257733,20783.549903862884,9.43168962394032,2.0,1.0,0.0,Elettronica,Misto,Mattina,True,631.2325263374914
1421.538351551476,50526.06238819164,11.099128609671116,4.0,2.0,2.0,Libri,Online,Mattina,True,572.5450792034917
1381.12747886896,21797.294954803427,8.487603707015927,2.0,3.0,2.0,Abbigliamento,Misto,Mattina,True,555.8972726596888
565.313073300499,1262.2635552841489,5.543335086859618,4.0,2.0,0.0,,Online,Mattina,False,228.3882298462575
1284.3292434643627,3413.5252629518,11.528421345138558,6.0,1.0,1.0,Cibo,In Store,Pomeriggio,True,517.4902237892866
1440.83572977221,,3.9547547691651914,2.0,0.0,0.0,Elettronica,In Store,Mattina,True,577.5207183396335
979.5225461377527,93438.21747242633,13.60397019331089,3.0,0.0,1.0,Elettronica,Online,Pomeriggio,False,395.89020951309436
1216.8516734810914,24634.806627706374,17.988623282610384,2.0,,1.0,Abbigliamento,In Store,Mattina,True,492.1372563772197
1216.907312669684,99484.42368184742,16.1156746802256,3.0,1.0,0.0,Elettronica,Misto,Pomeriggio,True,491.8976274719413
655.4395932929899,20152.12089956995,6.523383082006389,1.0,2.0,2.0,Libri,Online,Mattina,False,
1286.427121936002,92964.27963849303,12.251547125589678,1.0,0.0,1.0,Cibo,Misto,Pomeriggio,True,518.2463129120778
956.7921718979006,37931.427468466,6.1363660440266745,2.0,1.0,1.0,Abbigliamento,Online,Pomeriggio,False,384.85777857236826
936.1537879709487,60053.59167237969,17.856514317325463,1.0,,0.0,Abbigliamento,Online,Pomeriggio,False,379.81846948357713
1270.3948578107684,,11.225460326776192,1.0,1.0,1.0,Elettronica,In Store,Sera,True,511.82558122234025
1304.610986533791,39109.93473295701,12.411559770911907,2.0,2.0,,Cibo,Online,Mattina,True,526.1678625447901
611.856265496453,69148.61464856185,12.88023677877805,6.0,0.0,1.0,Abbigliamento,Misto,Pomeriggio,False,248.60657723221465
689.9253132015383,25472.31828752644,10.841631515983526,2.0,0.0,1.0,Cibo,Online,Sera,False,279.2226147354104
1410.9833011878304,,10.497045865417423,3.0,1.0,1.0,Elettronica,Misto,Sera,True,567.8424342347574
1233.4749640448254,16221.574859248123,10.414809485195624,,1.933517431277623,1.0,Elettronica,Online,Sera,True,496.51442846348885
1056.8445922314813,62571.317380822344,,3.0,0.0,2.0,Abbigliamento,Misto,,True,426.02777165335203
1161.5630388818724,,19.52009809650268,1.0,0.0,,Abbigliamento,Online,Pomeriggio,True,
1210.8391615869932,54289.08299342292,11.425859165521885,3.0,0.0,2.0,Libri,In Store,Pomeriggio,True,487.76342238445386
1467.4775784150736,71386.00476080463,5.840477529795074,3.0,3.0,2.0,Abbigliamento,Misto,Pomeriggio,True,589.643174624968
782.6583824800977,17951.45854391613,10.67899662807197,0.0,0.0,2.0,Abbigliamento,Online,Sera,False,316.2670519804607
765.1717787213347,15340.52813678084,3.3894706227632643,3.0,2.0,0.0,Elettronica,In Store,Mattina,False,307.6855526753629
1404.3928457485329,72322.19205430054,3.305834713651529,1.0,0.0,0.0,Libri,Online,Pomeriggio,True,562.7488887135087
763.787232086749,14543.62622872888,14.053569719183127,2.0,0.0,0.0,Libri,In Store,Mattina,False,309.7309637504545
1144.0212003104643,23529.92037141893,11.369719665394001,4.0,0.0,0.0,Libri,In Store,Mattina,True,461.01939602380395
532.8132030807039,21703.83901533671,8.931476938656026,6.0,0.0,1.0,Elettronica,,Mattina,False,215.8047243138784
1311.983217088015,40729.87629716474,12.829172328681295,1.0,1.0,0.0,Libri,Online,Pomeriggio,True,528.9420385338103
1230.738381160777,22466.90518727864,,4.0,0.0,1.0,Cibo,In Store,Mattina,True,496.56071176201965
1266.5997975798036,64233.56712713769,15.260960005179438,1.0,2.0,0.0,Cibo,In Store,Pomeriggio,True,511.2388334206214
786.1539659952989,87385.19669570553,6.46041972284098,2.0,3.0,0.0,Abbigliamento,,Pomeriggio,False,317.2997123149719
1332.7074573289158,48514.253437424835,6.297315875415437,3.0,1.0,0.0,Abbigliamento,In Store,Sera,True,535.2721776941909
,45238.17847820909,5.805314870950083,2.0,2.0,2.0,Libri,Online,Sera,False,266.1724887367924
626.6919936170852,4977.973459137752,17.75433209103072,1.0,3.0,2.0,Elettronica,Online,Mattina,False,256.9030970741433
1188.6970265629104,73974.10818146679,,2.0,0.0,1.0,Abbigliamento,Online,Mattina,True,478.3812080543203
1340.7166998386722,80750.89798752504,7.935661620719512,1.0,0.0,2.0,Cibo,Online,Pomeriggio,True,538.6673784216847
655.7059477730163,59728.13222509824,7.167937326319583,1.0,2.0,0.0,Elettronica,Misto,Sera,False,650.4600588730053
1429.148823893538,74664.36129718562,2.3961084820549026,3.7185821512355397,0.0,1.0,Elettronica,In Store,Mattina,True,572.3783621020317
950.6964970090235,19948.34569642362,7.472850278009723,1.0,1.0,2.0,Elettronica,In Store,Pomeriggio,False,382.8204538870123
906.7412047089196,51996.14661850881,9.15454820134991,3.0,2.0,,Libri,Online,Mattina,False,366.0428463439728
638.4649150364186,76231.7164856216,16.95745619783284,0.0,,0.0,Abbigliamento,Online,,False,260.7732028739173
1235.3697763530765,78430.92099245102,13.75442034958028,4.0,1.0,1.0,Cibo,In Store,Mattina,True,498.57423664610474
1171.4906451835839,,8.566109778294193,2.0,1.0,1.0,Abbigliamento,Misto,Mattina,True,471.46609100692183
556.0358802697144,41029.85516037344,5.503693694527014,0.0,2.0,2.0,Cibo,Misto,Mattina,False,224.66546021624387
825.3304728238498,24034.850918113538,15.394946579656825,0.0,1.0,2.0,Abbigliamento,In Store,Mattina,False,335.050673103437
988.6313525866407,79020.23923156642,17.225597913812898,4.0,1.0,1.0,Cibo,In Store,Pomeriggio,False,400.92022040880016
1588.6330947116517,37687.73789264318,0.0,,1.0,1.0,Libri,In Store,Pomeriggio,True,635.7532378846606
1499.9296324476356,56518.12739456233,8.756203855725214,1.0,0.0,1.0,Cibo,In Store,Pomeriggio,True,602.5987141357718
879.3136765680157,30562.2532098351,10.266683078259746,4.0,1.0,2.0,Libri,Online,Pomeriggio,False,355.1054755506842
1201.8156420179414,82522.87400925365,7.5464811717320766,1.0,,1.0,Libri,In Store,Mattina,True,483.2902011586962
1023.093519261157,79585.28457672877,3.772424992063791,1.0,0.0,0.0,Cibo,In Store,Mattina,True,410.36913520208196
1164.2219491631563,14308.755430771824,6.572947807782441,2.0,1.0,2.0,Abbigliamento,Misto,Mattina,True,467.96066400759725
1179.16478586471,70577.46536055062,14.88969008998683,1.0,1.0,2.0,,Misto,Sera,True,476.4328213728801
999.630785056202,37631.71494284908,8.646903398094848,1.0,3.0,1.0,Cibo,Online,Mattina,False,403.34638504190923
896.1091132174901,33339.015749845814,6.945925922084867,3.0,2.0,2.0,Abbigliamento,In Store,Mattina,False,
1443.3810348718948,84567.40224290577,7.73068449148783,2.0,0.0,0.0,Cibo,Online,Mattina,True,
1427.1482429090033,79054.31850476429,9.193254777054618,0.0,1.0,1.0,Abbigliamento,Misto,Mattina,True,573.9172735967177
1068.6899083030905,51309.92242366982,14.315645774718432,3.0,,0.0,Libri,,Pomeriggio,True,432.07065705365176
1982.9053643173454,14088.403271253603,17.2906925417916,3.0,3.0,0.0,Cibo,Online,Pomeriggio,False,147.69707413218748
764.0496462016972,15396.97448048999,8.65337475801397,1.0,0.0,1.0,Abbigliamento,In Store,Pomeriggio,False,308.2158709080831
899.3682578299881,56385.61345375777,3.213079437753576,3.0,3.0,2.0,Abbigliamento,In Store,Mattina,False,361.61122696332137
490.899008082005,69823.03396129954,20.3387408984918,2.0,1.0,1.0,Abbigliamento,Misto,Pomeriggio,False,202.76122550234956
