Fatturato,Quantità Venduta,Sconto Medio,Numero di Ordini,Resi,Clienti Unici,Categoria Prodotto,Giorno della Settimana,Tipo di Cliente Prevalente,Vendite Raggiunte Obiettivo,Predict
5253.131143350232,411.28917965136907,26.689921545825747,25.0,18.858406501056443,208.0,Abbigliamento,,Frequente,True,1171.3439904108745
3920.3636267039155,492.1163913822523,16.26071507714873,39.0,8.0,215.0,,Venerdì,Nuovo,False,930.0815712477439
2773.557333047947,431.22146045834097,28.491967764255076,30.0,10.0,193.0,Casa,Giovedì,Frequente,False,681.2287079706662
2357.375028640504,705.7411531309016,18.00624222958045,31.0,12.0,185.0,,Sabato,Nuovo,False,681.3967274444132
8853.797196440624,706.723739588187,29.159413966688874,29.0,8.0,218.0,Abbigliamento,Lunedì,Nuovo,,1979.860619767912
4560.345678967944,465.949211964161,,27.0,14.0,223.0,Abbigliamento,Lunedì,Nuovo,False,1050.0948763672388
6278.73606485617,659.1950938484465,20.087702227504415,16.0,9.0,184.0,Bellezza,Venerdì,Nuovo,True,1451.4969709030177
,450.7097875205022,25.294204846442646,33.0,10.0,181.0,Elettronica,Mercoledì,Frequente,True,1761.9303889902246
6118.11766610182,658.7226245615111,43.88822781468911,26.0,13.0,201.0,Cibo,Mercoledì,Frequente,True,1418.544681505838
6884.449414147192,439.1177510996506,48.206337100123996,,5.0,222.0,Cibo,Mercoledì,Frequente,,1503.8045744493215
3370.1101367615584,270.9624938693954,30.044841078184913,28.0,6.0,170.0,Elettronica,Domenica,Nuovo,False,752.3062914053119
8521.076314036041,379.7561354606764,31.92700907473192,27.0,7.0,193.0,Cibo,Lunedì,Nuovo,True,1814.949402537938
3332.388343890774,478.6240530782599,43.87756159545079,32.0,9.0,219.0,Elettronica,Sabato,Frequente,,805.6771285420878
6204.616289868687,396.4031179103633,9.731131487078438,35.0,5.0,182.0,Abbigliamento,Giovedì,Nuovo,True,1358.8710801981385
2778.7910035165887,,17.350304919532007,26.0,16.0,,Elettronica,Domenica,Frequente,False,746.4718197231558
,475.0516106735228,39.66589216042985,28.0,8.0,176.0,Cibo,Giovedì,Nuovo,True,1407.7567732783507
7870.250532252483,506.7928602931316,39.378804316477854,28.0,7.0,176.0,Abbigliamento,Martedì,Nuovo,True,1722.1500841067884
9309.512506120596,,9.710407415559786,50.04782373418253,7.0,191.0,Elettronica,Venerdì,,True,1962.8393512662803
3251.359794188289,577.9970556118611,33.19418281318408,30.0,8.0,197.0,Abbigliamento,Martedì,Frequente,False,820.3516572398977
7391.5200486575895,523.519897842918,37.81143860423535,22.0,17.0,197.0,Cibo,Lunedì,Frequente,True,1631.5788352239697
227.93392278805834,,20.418607828101905,33.0,21.0,197.0,,,,False,189.865737016739
7040.570509575319,593.0735076519326,,31.0,9.0,388.76376330916185,Abbigliamento,Martedì,Nuovo,True,1581.8878087076635
6814.091254866235,412.5044546537879,31.603031444014817,40.0,7.0,210.0,Bellezza,Lunedì,Frequente,True,1483.409284224982
9251.887714952081,497.15547229482246,31.92591241663669,31.0,12.0,196.0,Casa,Giovedì,Frequente,True,1996.3315934371994
3316.90221297512,524.0910653157324,29.47634512532588,23.0,13.0,184.0,Casa,Venerdì,,False,817.6601276772112
9960.837020557416,461.27973207723,45.243385744338134,38.0,13.0,183.0,Elettronica,Lunedì,Frequente,,2126.0269851602184
6266.710444193525,,30.411519137609062,26.0,8.0,173.0,Casa,Lunedì,Frequente,True,1388.1947751757302
6191.159380158952,516.1085324456873,43.66036509752575,24.0,8.0,201.0,Abbigliamento,Lunedì,Nuovo,True,1388.698399255744
6784.01576000162,482.95618507268347,10.112082942740763,22.0,16.0,195.0,Bellezza,Martedì,Nuovo,True,1500.678799227855
2807.8382022090877,353.10210408252846,35.68404637713631,28.0,11.0,202.0,Elettronica,Mercoledì,Frequente,False,663.9298670288624
2332.327017080571,633.1682298544144,4.944411615798944,25.0,12.0,202.0,Cibo,Mercoledì,Nuovo,False,
2059.7217172646597,473.8922286052308,20.955654999634366,31.0,11.0,198.0,Elettronica,Giovedì,Nuovo,False,552.0164465345377
6143.828141420094,592.9953070853434,13.553743529829438,27.0,15.0,197.0,Abbigliamento,Venerdì,Frequente,True,1405.308846056639
8192.970176341918,428.9723624371986,26.524552512648963,23.0,14.0,196.0,Abbigliamento,Domenica,Frequente,True,2293.1163631479576
5052.545665760368,403.8046117230673,17.55826662085888,29.0,5.0,197.0,Elettronica,Giovedì,,False,1129.894690006908
1695.395746282332,550.5053896068249,20.212835650545248,33.0,10.0,194.0,Cibo,Domenica,Frequente,False,502.20948257345935
4863.29719758827,553.5136064580331,,33.0,7.0,177.0,Bellezza,Giovedì,Nuovo,False,1137.5057207098478
1189.790718170559,455.5893232725046,31.870301440253222,27.0,11.0,216.0,Abbigliamento,Lunedì,Frequente,False,371.44791047183793
861.1936544761145,533.4682829930681,10.166669278311069,32.0,9.0,183.0,Bellezza,Giovedì,Nuovo,False,331.2625488653122
5240.394628074615,572.5896862980878,47.6552147803936,27.0,6.0,171.0,Abbigliamento,Sabato,Frequente,,1215.0903100263101
7967.030276506155,557.7613413247037,0.7727791131330208,32.0,15.0,205.0,Elettronica,Domenica,Frequente,False,647.4887236558874
1957.9767120138447,629.4807726033023,10.314423539870454,30.0,19.0,,Casa,Mercoledì,Nuovo,False,2293.1163631479576
1163.0572303543374,688.1648434844356,32.15898679874414,33.0,7.0,203.0,Elettronica,Giovedì,Nuovo,False,435.84500043632374
4312.365484284734,356.7564182796142,16.630178563302998,30.0,10.0,186.0,Elettronica,Martedì,Frequente,False,967.8370044845008
7880.376520501918,521.4814275903659,33.4110077621051,26.0,11.0,221.0,Elettronica,Martedì,Nuovo,True,1729.178631601283
1290.468535730277,444.2308835512219,20.987725990590288,31.0,,183.0,Bellezza,Mercoledì,Nuovo,False,389.2641996123629
1768.8594661404877,550.9742972654942,19.165155927799354,30.0,12.0,201.0,Bellezza,Mercoledì,Frequente,False,517.147666814966
5108.739307719836,499.52767112658836,12.40953228047244,30.0,6.0,205.0,Cibo,Martedì,Frequente,True,1170.3652096538967
6970.437966555455,629.8692193108839,34.661644930107045,30.0,8.0,194.0,Cibo,Venerdì,Nuovo,True,1579.5821946113456
7967.030276506155,594.0416116408011,34.09807633712143,26.0,19.0,228.0,Elettronica,Martedì,Nuovo,False,
4847.891379959353,618.4628118480554,0.26255694054208023,28.0,4.0,202.0,Elettronica,Domenica,Nuovo,,1155.090863852233
9751.331000038208,335.94953390095344,30.723798888537026,36.0,8.0,,Elettronica,Martedì,Frequente,True,2047.9786802890737
3266.77482494963,342.6637146555174,9.5831097692133,31.0,6.0,203.0,Cibo,Martedì,Nuovo,False,755.1957684096599
2432.1337750349235,491.74138188050034,2.987055156481383,29.0,5.0,201.0,Bellezza,,Nuovo,False,
7473.786846769288,371.50317877663485,23.378763197904934,32.0,6.0,212.0,Casa,Giovedì,Frequente,True,1603.8704466670576
8373.277654778192,587.1255553058636,4.661327601070775,27.0,13.0,218.0,Casa,Martedì,Nuovo,True,1850.3270647872907
,292.9912006761723,0.6118975946709626,50.04782373418253,7.0,191.0,Elettronica,Giovedì,Nuovo,,1628.19719804564
1727.383163884867,526.916924426721,2.3256956107139795,40.0,9.0,197.0,Cibo,Venerdì,,False,503.31914054391837
2380.2128182176075,558.801816458273,28.22593896610151,29.0,10.0,186.0,Abbigliamento,Giovedì,Frequente,False,640.8605146843934
168.0684202271232,645.564954300932,24.718139052308842,34.0,15.0,220.0,Elettronica,Domenica,Nuovo,False,224.81135643047335
9846.093200040836,472.24508373709483,48.42424515955345,31.0,8.0,204.0,,Lunedì,,True,2106.0497406133404
7117.9984000738605,341.5290272068285,18.28674397572958,22.0,6.0,207.0,Elettronica,Giovedì,Frequente,,1524.229713779248
9230.782058784882,567.65424805122,26.147842929954805,31.0,12.0,207.0,Elettronica,Martedì,Nuovo,True,2013.837901879347
2655.426495505302,541.6988254828603,13.482266016557954,23.0,8.0,170.0,Casa,Giovedì,Nuovo,False,692.2467201442627
9877.45606213418,312.0480250308283,27.170981127443856,27.0,6.0,,Casa,Lunedì,Frequente,True,2066.3885218233404
2743.842641092411,425.04941275198775,20.47536288400246,33.0,16.0,201.0,Elettronica,Giovedì,Nuovo,False,674.2358157556783
7221.077424653086,505.7254054059987,36.86543778837313,28.0,7.0,225.0,Cibo,Giovedì,Nuovo,True,1592.2465627735796
7339.891445915314,591.0126389387572,31.93960527247221,31.0,9.0,200.0,Bellezza,Venerdì,Nuovo,True,1642.0881203374427
5269.252708315982,,3.4577320517149013,23.0,6.0,201.0,Abbigliamento,Venerdì,Nuovo,True,1248.6722336005805
5810.714061048627,437.20274422480793,17.232967595908583,43.0,11.0,197.0,Elettronica,Domenica,Nuovo,True,1291.580338717577
49.84822878133288,416.86215645150315,45.07209775752381,26.0,9.0,184.0,Elettronica,Venerdì,Nuovo,False,
9879.868555115077,504.3472584646188,32.45102578533853,32.0,16.0,188.0,Elettronica,Giovedì,Nuovo,True,2124.032785983867
5826.278976103693,595.1892140414492,9.950970373355005,25.0,10.0,205.0,Cibo,Martedì,Frequente,True,1342.817462395838
3091.317809633395,587.3831525876176,37.268257882244164,,2.0,197.0,Casa,Sabato,Nuovo,False,2293.1163631479576
5433.638604752743,663.8221460646215,49.09166929407357,34.0,10.0,189.0,Casa,Mercoledì,Frequente,True,1280.965197840528
7967.030276506155,445.82978818215093,19.1017663619572,23.0,11.0,182.0,Casa,Sabato,Frequente,True,2038.7383194945119
6844.265649964624,499.089133891011,27.057043708996936,29.0,7.0,199.0,Abbigliamento,Venerdì,Nuovo,True,1515.8741657893283
6344.427768999815,538.9303946039571,38.51451481421495,30.0,15.0,204.0,Bellezza,Giovedì,Nuovo,True,1426.713220699729
4524.758883804644,627.6407955839754,10.71692313633667,,7.0,195.0,Elettronica,Giovedì,Nuovo,,1092.1723231224878
,512.988383279452,37.02002585941701,32.0,9.0,200.0,Cibo,Lunedì,Nuovo,True,2016.8758595792697
8557.125258151516,,9.195208110164222,35.0,9.0,220.0,Casa,Giovedì,Nuovo,True,1882.3421883257063
5087.762731163019,441.01029117582567,41.88817295016796,29.0,11.0,202.0,Cibo,Lunedì,,False,1145.6668162903347
,582.3030715202307,44.841684997129725,27.0,9.0,198.0,Elettronica,Giovedì,,False,892.0787606543838
,,37.81506936298985,,5.0,192.0,Elettronica,Martedì,Frequente,False,440.38092414704994
6899.5187127922945,338.98608877785534,9.223840658852856,30.0,7.0,207.0,,Venerdì,Nuovo,True,1480.6771851259302
8596.768126236298,441.6682256401973,34.81550851121415,30.0,21.0,181.0,Cibo,Giovedì,Nuovo,True,1848.3725420881974
2361.8413256054428,497.8569617174956,33.48415352383674,28.0,8.0,192.0,Bellezza,Mercoledì,Nuovo,False,618.3769382839537
4856.527743202993,461.93862901575926,35.71930196937791,26.0,8.0,215.0,Bellezza,Domenica,Frequente,False,2293.1163631479576
,583.6423704790534,5.852722373747116,23.0,7.0,182.0,Cibo,Martedì,Nuovo,False,662.8731226061661
4014.0975577146587,302.47941708246856,,21.0,10.0,171.0,Casa,Mercoledì,Frequente,False,891.8979999428293
4881.715618515525,519.0002753030817,43.88822781468911,42.0,7.0,197.0,Elettronica,Giovedì,Frequente,False,1127.3265094180858
24.029230672989456,485.7482619226701,2.501932299479642,26.0,7.0,161.0,Cibo,Martedì,Nuovo,False,150.28013148145095
7034.133054011539,472.3934427065514,1.0169257490355965,23.0,16.0,214.0,Elettronica,Sabato,,True,1548.4429510393697
9099.39979575046,991.0802009398839,47.017603568650216,25.0,11.0,197.0,Cibo,Venerdì,Frequente,True,1961.1551139055307
406.9581190408689,462.55109931799007,13.778023915028697,31.0,8.0,243.0,Casa,Venerdì,Nuovo,False,218.77915121206792
8740.375509500362,513.3272142124775,47.91102515435249,34.0,6.0,215.0,Cibo,Lunedì,Frequente,True,2293.1163631479576
589.3363100699378,303.3285781327117,32.19326726763123,47.0,5.0,,Bellezza,Venerdì,Nuovo,False,205.64650872703797
3092.636145725132,340.9551830698392,,36.0,14.0,205.0,Casa,Lunedì,Nuovo,False,717.8961991852623
5479.480902915654,437.65351337620484,42.169789425978074,37.0,12.0,200.0,,Martedì,Nuovo,True,1222.9752556533947
4511.908810380158,533.724027172885,41.092426820052644,23.0,10.0,188.0,Abbigliamento,Giovedì,Frequente,False,1058.389727545892
9814.159579116422,595.7136753823768,37.08921033364454,25.0,13.0,195.0,Elettronica,Mercoledì,Frequente,True,2137.837097404633
8584.139721064166,648.1551287060959,16.321729105663046,30.0,13.0,196.0,Elettronica,Martedì,Nuovo,True,1909.6423099140957
39.175863556891734,526.1912248699579,30.88857476154911,30.0,16.0,208.0,Elettronica,Lunedì,Nuovo,False,162.60368269621077
9403.089023812154,574.7796501964136,16.98360095984105,,12.0,220.0,Elettronica,Venerdì,Nuovo,True,2051.3533397253705
6368.597591787924,399.31310059029937,21.490906271428695,33.0,12.0,388.76376330916185,Cibo,Domenica,Frequente,True,1391.364357907532
6919.291885083912,531.7416598780247,46.33852068721107,30.0,,211.0,Cibo,Martedì,Nuovo,True,1538.7470229114688
7529.471623164372,457.28748004084287,48.19861061618258,38.0,13.0,207.0,Cibo,Mercoledì,Nuovo,True,1638.2607075835092
8057.1025580468495,,20.229846564458587,38.0,13.0,202.0,Casa,Venerdì,Frequente,True,1747.8739054552555
8420.009273751068,627.2583453871347,40.09625012638735,26.0,12.0,212.0,Cibo,Giovedì,Nuovo,True,1868.1697333537154
322.73250260715594,991.0802009398839,26.57779972724224,34.0,13.0,206.0,Bellezza,Lunedì,Nuovo,False,
5147.194772249068,359.69237857666,44.684371695300925,,8.0,219.0,Abbigliamento,Giovedì,Frequente,False,1132.8782308532816
9242.860581226636,458.01536305391005,24.57714882714922,35.0,7.0,189.0,Elettronica,Sabato,Nuovo,True,1983.5190102787853
5578.242765504535,473.1887103192482,38.69999779455222,25.0,8.0,207.0,Abbigliamento,Sabato,Nuovo,True,1253.7351664172263
6479.596899478985,476.25901105338414,10.511797205028822,32.0,6.0,186.0,Cibo,Giovedì,Nuovo,True,1437.7459034913093
8303.585287572228,587.3559057640417,43.88822781468911,25.0,9.0,191.0,,Venerdì,Frequente,True,1832.3954443368054
8159.754343786431,443.71468902626464,35.04631960378257,38.0,11.0,214.0,Cibo,Mercoledì,Frequente,True,1761.5606435047873
9220.105450579174,667.2663196318905,49.07221309038436,33.0,16.0,207.0,Abbigliamento,Venerdì,Nuovo,,
4620.311289824982,580.0986010964285,12.600568808581581,25.0,13.0,185.0,Casa,Venerdì,,False,1096.8317814130667
5308.669596241173,406.03617748816725,48.81520192763203,32.0,15.0,197.0,Elettronica,Giovedì,Frequente,True,1178.6632523019216
6355.250009830587,633.4320023454757,23.420197858958797,24.0,7.0,196.0,Casa,Martedì,Frequente,True,1458.7375828838644
2262.4006673364215,526.3040744181988,24.04566473515064,40.0,10.0,191.0,Abbigliamento,Lunedì,Frequente,False,607.9667893192288
7378.556572042293,991.0802009398839,38.289220766766434,36.0,13.0,200.0,Elettronica,Mercoledì,Nuovo,True,1580.1169669434564
5731.36142495609,546.5180144525036,28.20062604215876,50.04782373418253,17.0,195.0,Elettronica,Lunedì,Nuovo,True,1307.4076267227533
5896.016996793284,,5.176706492423266,,14.0,185.0,Abbigliamento,Martedì,Frequente,True,1293.3467884923186
2660.807772419477,566.2943222213565,47.663897205558,33.0,9.0,196.0,Abbigliamento,Martedì,Nuovo,False,697.2834614297466
3222.7237202349734,487.42978656783805,17.612467781927414,36.0,13.0,188.0,Elettronica,Mercoledì,Nuovo,False,789.0124332391534
6739.423867529654,524.9001978362058,33.329429678979025,34.0,10.0,192.0,Abbigliamento,Venerdì,Nuovo,True,1502.0218898888945
4855.029407814781,557.5416429086154,2.0643742873255153,27.0,8.0,213.0,Casa,Venerdì,Nuovo,False,1138.0619370068084
3139.891358243425,497.80212485130306,42.32280264999149,33.0,14.0,196.0,Abbigliamento,,Frequente,False,773.0866288390769
1828.1488358343556,575.3064067273328,45.78546315649644,33.0,10.0,190.0,Elettronica,Martedì,Frequente,False,533.6431428694214
