Numero di Voli,Numero di Passeggeri,Tempo Medio di Attesa (min),Tipo di Volo,Fascia Oraria di Partenza,Aeroporto di Origine,Aeroporto di Destinazione,Voli Internazionali,Ritardi Media (min),Predict
529.3024404847637,23780.532550016553,21.54351999215632,1.0,2.0,Aeroporto C,Aeroporto C,True,28.350670061402074,370.8117083393346
414.53313972496846,24861.53803139391,47.015498960026704,1.0,1.0,,Aeroporto B,False,42.77344547229331,290.4731978074779
455.35841963105423,23910.65169331657,154.74123668273882,1.0,3.0,Aeroporto D,Aeroporto A,False,31.723014835564843,319.050893741738
,33653.71161167639,59.9602425516645,0.0,2.0,Aeroporto A,Aeroporto B,False,20.923592182401016,252.403388738788
680.9831857923157,17349.205269233284,57.93052606965277,0.0,1.0,Aeroporto D,Aeroporto C,True,29.47586628029097,476.68823005462093
552.835962072478,11558.752470936337,84.94976761838893,0.0,0.0,,Aeroporto D,True,20.47244422690595,386.9851734507346
501.14100061162384,21485.340092759852,176.54469167495412,1.0,1.0,Aeroporto C,Aeroporto A,False,39.24067859423798,351.0987004281367
621.3379728070915,22897.758048822667,163.26611672900705,1.0,0.0,Aeroporto B,Aeroporto B,True,21.592457129807272,435.23658096496405
599.8752197513436,21342.91990045325,116.21677152092003,2.0,0.0,Aeroporto A,Aeroporto C,True,52.35523131304364,420.5126538259405
322.0367291668748,17984.09078370786,81.7878447986326,0.0,2.0,Aeroporto A,Aeroporto A,False,50.0433338542391,225.42571041681234
423.8803335332963,17126.928436605787,49.80827490136727,,0.0,Aeroporto B,Aeroporto B,False,37.641540689427394,297.3162334733074
555.9575224994121,11789.283906452953,,0.0,0.0,Aeroporto A,Aeroporto D,True,,389.17026574958845
522.7392202845384,21475.687851155064,38.34851201051465,0.0,1.0,Aeroporto C,Aeroporto D,True,30.66549520835731,365.91745419917686
490.995331100986,18228.718447907893,146.59452670948428,1.0,0.0,Aeroporto A,Aeroporto A,False,36.009497995701174,343.9967317706902
505.3209430157384,8804.219587184307,179.52850992530708,2.0,1.0,Aeroporto D,Aeroporto A,True,28.795388542425066,354.3246601110169
923.9630646575545,22960.778134380704,24.441617176859666,1.0,1.0,Aeroporto D,Aeroporto A,False,29.861836242234627,283.4848393274938
559.326519685765,20803.476841412004,27.7520729655966,1.0,0.0,Aeroporto D,Aeroporto A,True,23.12405682985699,
607.3713585110897,25595.376276129908,43.94992339082032,0.0,1.0,Aeroporto C,Aeroporto C,True,28.29124042508204,425.1599509577628
923.9630646575545,29222.042067091676,22.7374908713764,1.0,0.0,Aeroporto D,Aeroporto D,,39.3184464895036,211.79630840358092
623.7825460666228,14286.02113104679,48.96983580649586,2.0,0.0,Aeroporto D,Aeroporto A,True,21.279592938676238,437.24778224663595
564.2269492319249,17104.64117651464,24.12417280468559,0.0,1.0,Aeroporto D,Aeroporto A,True,30.575026148765993,394.9588644623474
496.85279225193506,22096.975705067955,98.26254721792988,1.0,1.0,Aeroporto A,Aeroporto A,False,37.60244684374782,348.0969545763545
497.96604438818565,,81.59756408853373,0.0,0.0,Aeroporto D,Aeroporto A,False,23.667273937208336,348.5762310717299
539.8624434488543,16712.278993318665,95.17195582985471,1.0,1.0,Aeroporto B,Aeroporto D,True,16.602038179857928,378.203710414198
741.4476470942748,24378.723074281457,67.15404286329249,1.0,1.0,Aeroporto C,Aeroporto C,True,50.0433338542391,519.3133529659923
651.3944939345232,16881.13793668866,46.3875935417557,0.0,1.0,Aeroporto A,Aeroporto D,True,20.98159828733928,455.9761457541662
470.49621667839887,10391.048184612559,142.47638923882386,0.0,0.0,,Aeroporto B,False,18.339747405949012,329.3473516748792
493.7575620000901,14608.066204570881,32.50876276759079,0.0,1.0,Aeroporto C,Aeroporto C,False,42.62554592521442,345.63029340006307
659.3769923521752,,149.8374791967977,0.0,3.0,Aeroporto D,Aeroporto B,True,19.698103923482293,461.5638946465226
559.430121902228,18039.860856934967,26.866666021503594,1.0,0.0,Aeroporto B,Aeroporto A,True,44.76149349489377,391.9010853315596
456.35413555195953,13205.750350258073,55.995264027560985,0.0,2.0,Aeroporto A,Aeroporto D,False,29.073833032732708,319.44789488637167
536.8316682918073,17996.284319215847,81.40459110435259,0.0,3.0,Aeroporto A,Aeroporto C,True,50.0433338542391,375.7821678042651
492.6012285354614,15453.449863394577,167.2610271141252,1.0,2.0,Aeroporto B,Aeroporto D,False,32.046937966115806,345.12085997482296
393.053948030193,16250.889218643511,56.79286380768967,2.0,1.0,Aeroporto D,Aeroporto A,False,27.40721455215684,275.7377636211351
,14942.92099225574,115.5529523777947,1.0,0.0,Aeroporto C,Aeroporto C,False,11.50833399548602,339.15070345972885
593.3773242988873,11609.51096905777,165.52036534657952,2.0,3.0,Aeroporto D,Aeroporto C,True,50.0433338542391,415.9641270092211
623.767972617126,18484.355636099925,99.18639431638081,2.0,3.0,Aeroporto A,Aeroporto C,True,25.912498200576678,
463.8185265946431,15011.025355681595,7.027997968427329,1.0,3.0,Aeroporto D,Aeroporto A,False,31.70203158389556,324.97296861625017
355.21940719803285,15809.944880454368,101.12863026298768,2.0,1.0,Aeroporto C,Aeroporto C,False,19.29606403105818,249.253585038623
371.62394260090997,24248.933758450177,87.4885280391524,0.0,0.0,Aeroporto D,Aeroporto D,False,8.889644431905065,260.13675982063694
460.5515568605731,24907.227052713813,156.25219108699022,0.0,0.0,Aeroporto B,Aeroporto A,,49.72661335099215,322.38608980240116
552.681738696011,21354.142692676276,78.8955566073464,1.0,0.0,Aeroporto C,Aeroporto B,True,18.931034446045693,387.17721708720774
923.9630646575545,24116.2782948511,130.5292219945135,1.0,1.0,Aeroporto C,,False,24.94267831589422,328.97726201072504
624.5798157503442,21928.2972509265,161.406974625946,,1.0,Aeroporto A,Aeroporto C,True,10.58991261101625,437.80587102524095
486.2506768318199,,31.840304531500134,0.0,0.0,Aeroporto D,Aeroporto A,False,38.017338131997356,340.3754737822739
351.189464216547,13360.278457983302,86.69123947183019,1.0,0.0,Aeroporto D,Aeroporto D,False,40.85469932487505,246.13262495158287
443.8259906955467,17656.233620840834,92.84007563364182,2.0,1.0,Aeroporto B,Aeroporto B,False,22.80171268003492,311.2781934868827
,21199.401648387193,40.47492692310794,1.8138638656483619,2.0,Aeroporto D,Aeroporto B,False,39.447250512061345,303.14935169124664
413.9200359362617,30856.415838810954,68.9660965367819,1.0,2.0,Aeroporto A,Aeroporto A,False,11.112099270472417,290.04402515538317
399.50051425836597,19729.388619621917,170.0882853973036,2.0,1.0,Aeroporto A,Aeroporto D,False,23.002653934040303,280.25035998085616
,20667.02818503383,165.33290825267827,0.0,1.0,Aeroporto A,Aeroporto A,False,50.0433338542391,294.14358073626306
365.9033401955784,16672.457540882773,4.669245289600723,2.0,1.0,Aeroporto A,Aeroporto A,False,30.707722320408504,256.7323381369049
518.7712180169793,23732.828210308704,87.80141470243245,0.0,0.0,,Aeroporto B,True,15.244917216229819,363.1398526118855
,19904.843996231328,19.673370901368024,0.0,0.0,Aeroporto B,Aeroporto B,True,31.83527678603424,370.98163441697915
551.4975811077345,29334.83678954797,22.97598685749196,0.0,2.0,Aeroporto B,Aeroporto C,True,6.445482339045906,386.0483067754141
560.868169958786,28456.86851611491,98.04002759173305,2.0,2.0,,Aeroporto B,True,40.961978923718306,393.2077189711502
429.6693536403408,26751.28387786259,95.28873177318759,1.0,0.0,Aeroporto A,Aeroporto B,False,50.0433338542391,301.06854754823854
,20638.25987117563,23.035329121134613,1.0,2.0,Aeroporto C,Aeroporto A,True,17.841680669915846,460.4431661819334
560.2054458530083,11804.5917591251,59.83433493807943,2.0,0.0,Aeroporto D,Aeroporto A,True,42.77159961891016,392.74381209710583
440.99190890317215,26070.112512986438,170.295458107554,1.0,0.0,Aeroporto D,Aeroporto A,False,40.343818841278406,308.9943362322205
448.11551676495026,24757.771780575178,50.306647380288204,2.0,0.0,Aeroporto C,Aeroporto C,False,19.216249074617014,314.2808617354652
554.9160709253227,,,1.0,2.0,Aeroporto D,Aeroporto C,True,30.08998303320781,388.7412496477259
338.84682697970163,13292.17539187009,164.04363351347897,1.0,3.0,Aeroporto C,Aeroporto C,False,35.26521906784413,237.49277888579113
550.3328316228477,18770.672012286395,79.42703954884094,0.0,1.0,Aeroporto B,Aeroporto D,True,22.865533307485485,385.2329821359934
370.8566508872965,6566.797908537328,131.8807086431709,0.0,0.0,Aeroporto B,Aeroporto A,,10.811208038530683,259.59965562110756
522.1346163223935,17199.660685779756,20.328218553253794,1.0,3.0,Aeroporto D,Aeroporto D,True,29.673879655740976,365.79423142567543
660.5374968743481,22823.93923737624,74.51307868344875,0.0,0.0,Aeroporto C,Aeroporto C,True,15.25501490404304,462.37624781204363
534.8265254055261,22195.82639299796,49.34166751353327,1.0,1.944752969741663,Aeroporto A,Aeroporto C,True,29.555757824523905,374.6785677838683
365.97843146041834,13836.191861547235,8.555754110076494,1.0,0.0,Aeroporto D,Aeroporto C,False,28.53693978669071,256.48490202229283
182.63499062704932,,20.415605979717835,2.0,0.0,Aeroporto A,Aeroporto C,False,28.143452297545686,128.44449343893453
499.63530036241104,11680.278657555202,149.59054918360718,1.0,1.944752969741663,Aeroporto D,Aeroporto D,False,34.277114390662895,350.0447102536877
,24665.04744941444,74.00069255038923,0.0,0.0,Aeroporto C,Aeroporto C,False,33.563293036777615,323.17011571506595
413.9681566239667,12894.61280532672,52.03279242623715,1.0,0.0,Aeroporto C,Aeroporto D,False,16.336913975052703,290.07770963677666
602.1315214232898,15516.575641825573,35.06467944143213,,1.944752969741663,Aeroporto D,Aeroporto D,True,34.714386009556364,422.09206499630284
571.692721262742,26619.002763572462,64.21609912005887,0.0,3.0,Aeroporto B,Aeroporto C,True,29.46121913393736,400.1849048839194
523.955214451618,22213.692593822037,95.4426606144317,1.0,1.0,Aeroporto D,Aeroporto B,True,12.071896200704796,367.0686501161326
543.5414138299595,23031.289929429546,17.067407181256932,0.0,1.0,Aeroporto C,Aeroporto D,True,33.64055561587878,380.47898968097167
820.0587624151303,24446.25321570999,56.79866353264614,1.0,1.0,Aeroporto C,Aeroporto C,True,28.710701841700217,574.3411336905912
461.49448355842674,23872.26193591475,172.03227561195246,2.0,1.0,Aeroporto D,Aeroporto B,False,23.98580567373038,323.6461384908987
626.0866865554945,14831.748764837037,83.51230603551849,,1.0,Aeroporto B,Aeroporto B,True,10.41973862474078,438.5606805888461
279.12878534766253,23818.90542803555,81.62376683293608,0.0,1.0,Aeroporto B,Aeroporto C,False,19.69680717490124,195.39014974336376
575.969275566121,33653.71161167639,144.99647483771855,1.0,1.0,Aeroporto B,Aeroporto D,True,28.913469364505215,403.4784928962847
608.316852276843,22231.516886633024,0.44935776025172736,0.0,1.0,Aeroporto C,Aeroporto D,True,34.722959199869315,425.82179659379005
561.1091373965037,16871.980219146586,34.790652933356384,1.0,0.0,Aeroporto C,Aeroporto D,True,37.4558966943394,393.07639617755257
424.2001658563257,21256.933580227167,100.38644878485138,2.0,1.0,Aeroporto A,Aeroporto A,False,19.051050112774327,297.540116099428
454.3207415294234,17537.58241490576,35.30711680705913,0.0,1.0,Aeroporto C,Aeroporto A,False,33.10248449834733,
546.1137934126302,18841.105128353945,13.025601599159147,2.0,3.0,Aeroporto D,Aeroporto D,True,17.30867410621954,382.8796553888412
519.5547893354603,24993.68121800125,43.47076867541909,0.0,2.0,Aeroporto A,Aeroporto A,True,13.412099106423906,363.68835253482223
609.3621020331965,30441.127534808464,25.558862218230683,1.0,0.0,Aeroporto B,Aeroporto C,True,45.52179550589344,426.8534714232375
781.114854108748,23089.94716973706,,1.0,3.0,Aeroporto D,Aeroporto B,True,50.0433338542391,547.0803978761235
762.1710313320193,17294.61922814084,153.00611026620172,0.0,2.0,Aeroporto A,Aeroporto D,True,28.998284961283055,533.5197219324135
449.4053652989745,17953.480275200658,141.98776910466864,2.0,1.0,Aeroporto C,Aeroporto A,,30.715999649874643,315.18375570928214
442.200895839189,21858.225173530784,148.2677867072828,0.0,0.0,Aeroporto B,Aeroporto C,False,51.25178980171495,309.54062708743226
537.1802186974173,15395.825402128225,102.59557797375881,0.0,1.0,Aeroporto C,Aeroporto B,True,23.845260782129056,376.02615308819213
423.8694507072721,27903.599867369427,48.58822517524236,0.0,1.0,Aeroporto D,Aeroporto C,False,35.06525861237198,296.70861549509044
425.56024775235454,23120.81610223042,50.49138259073102,0.0,1.0,Aeroporto B,Aeroporto A,False,6.156005583119057,297.8921734266482
477.45404722558067,,88.45504937758867,2.0,3.0,Aeroporto C,Aeroporto A,False,24.391413520471282,334.81783305790645
680.398638983641,19347.72566502004,119.04655281047012,1.0,2.0,Aeroporto A,,True,29.3890042449569,476.5790472885487
581.8965354633542,22471.46068728744,128.74479447211695,1.0,1.0,,Aeroporto D,True,52.93937210379764,407.62757482434796
505.4640655157937,26118.296365233546,30.187502199738194,,0.0,Aeroporto B,Aeroporto B,True,33.42788853183209,354.1248458610556
394.657649528711,14824.451703922547,101.97318116685194,1.0,2.0,Aeroporto C,Aeroporto A,False,32.341408474399415,276.5603546700977
196.30895877396262,15640.73157456231,2.1526963057779858,1.0,0.0,Aeroporto C,Aeroporto A,False,24.037774379638883,137.71627114177383
691.3425107779423,26941.29945009993,113.82918677718159,2.0,3.0,Aeroporto C,Aeroporto A,True,11.658869244934586,484.53975754455956
467.2368385593148,23515.193819003118,168.18983408636257,2.0,3.0,Aeroporto C,Aeroporto B,False,27.5171241006941,327.66578699152035
514.4112423931019,22085.913628291364,75.09661648897078,0.0,0.0,Aeroporto D,Aeroporto B,True,24.635450997575077,360.0878696751713
427.1657514470423,30197.554262255668,129.3749518780985,0.0,0.0,Aeroporto C,Aeroporto A,False,24.22642158212037,299.01602601292956
279.55826551186584,17665.860637752405,44.17708250172174,1.0,0.0,Aeroporto C,Aeroporto B,False,29.3646093427702,195.99078585830608
537.6645123187487,22243.922779677312,62.4493804841675,2.0,2.0,Aeroporto D,Aeroporto B,True,13.746712951096711,376.9651586231241
654.7740379056504,33653.71161167639,99.05140490253261,2.0,1.0,Aeroporto D,Aeroporto D,,,458.9418265339553
567.0228424573809,14827.381264852673,91.15045717613143,2.0,0.0,Aeroporto D,Aeroporto D,True,45.37204070890314,397.5159897201666
691.0908851689746,28510.10809660817,168.18983408636257,1.0,1.0,Aeroporto A,,True,47.18722771988683,484.06361961828225
637.2921958533168,11348.883018521736,92.46701408719532,1.8138638656483619,0.0,Aeroporto C,Aeroporto B,True,28.946629458127155,446.70453709732175
421.3115563482511,16184.496355622381,62.57856697524085,0.0,2.0,Aeroporto A,Aeroporto A,,52.35581292887875,294.9180894437757
310.3024474373801,21256.855213481624,125.9524343324568,2.0,2.0,Aeroporto B,Aeroporto D,False,28.48912165800777,217.81171320616608
474.4463934997101,21293.711034553635,,2.0,,Aeroporto A,Aeroporto C,,,332.71247544979707
622.2905472298737,18435.526853175063,130.91867137943737,2.0,,Aeroporto B,Aeroporto C,True,24.16872129957911,436.2033830609116
509.0459264510605,26015.580317655178,71.55071583316168,1.0,1.0,Aeroporto D,Aeroporto B,True,17.904768150025117,356.63214851574236
576.6656866088679,17923.56671983035,159.50656212472475,2.0,0.0,Aeroporto B,Aeroporto D,True,47.14086641574083,404.2659806262075
429.860375031991,18761.78172697004,130.31430120818007,2.0,2.0,Aeroporto C,Aeroporto D,False,28.44464972860903,301.5022625223937
396.56446028360483,16955.22429982822,157.3538057410189,1.0,0.0,,Aeroporto D,False,21.10916985908475,277.8951221985234
297.4226848987605,19945.93633773197,107.43829170386852,2.0,1.0,Aeroporto D,Aeroporto B,False,34.17911054376306,208.79587942913233
522.8794209186935,20035.210913361938,161.64191898525823,1.0,,Aeroporto D,Aeroporto D,True,,366.3155946430855
640.347747237036,22303.511898781082,22.83043365117497,2.0,,Aeroporto C,Aeroporto C,True,39.417526393630595,448.84342306592515
428.45609449049965,16657.71903993293,149.92281387311473,0.0,2.0,Aeroporto C,Aeroporto C,False,34.86047404550575,299.9192661433497
547.3780672512637,18254.612062512162,141.13416600191795,1.0,1.0,,Aeroporto C,True,35.91886898039386,383.46464707588456
389.9281552944771,20333.688635578525,107.95238754356446,0.0,0.0,Aeroporto B,Aeroporto D,False,50.0433338542391,272.94970870613395
646.2336076884694,15215.095467230087,168.18983408636257,1.0,0.0,Aeroporto D,Aeroporto D,True,43.02894870001541,452.6635253819286
547.1336869219363,24312.276697060566,168.18983408636257,1.0,0.0,Aeroporto D,Aeroporto A,True,30.311754229254646,383.2935808453554
489.59062527264183,21920.84409577023,43.45731362326602,2.0,0.0,Aeroporto B,Aeroporto A,False,25.653755239852835,343.3134376908493
,18273.155612446273,29.205437599884828,0.0,0.0,Aeroporto B,,True,6.986374370429445,415.10635046461596
451.39669594538884,12333.945011574586,110.23444734028325,0.0,2.0,Aeroporto B,Aeroporto A,False,54.9223620301552,315.97768716177217
539.0701668187453,23486.980620356146,138.3902353823157,2.0,0.0,Aeroporto D,Aeroporto C,True,39.10770618903909,377.9491167731217
482.91621921728364,21993.837278252984,,,1.0,Aeroporto D,Aeroporto A,,30.393554215534884,338.34135345209853
465.54961288494445,20272.933641019536,50.23852508333685,2.0,0.0,Aeroporto A,Aeroporto D,False,23.869882143709575,326.4847290194611
,20728.833769056415,5.363785567402211,0.0,0.0,Aeroporto B,Aeroporto D,True,26.63749666167581,382.1872794617
,19784.1294006908,6.924590742959007,0.0,1.0,Aeroporto D,Aeroporto A,False,16.350037864469936,273.7285354180698
297.4857825422805,,3.418767973917809,0.0,0.0,Aeroporto C,Aeroporto D,False,24.92130079951263,208.24004777959635
484.6099102813902,17836.777942648987,75.12748540214477,2.0,0.0,Aeroporto A,Aeroporto D,False,18.098009909444137,339.8269371969732
,25556.322559727112,99.63944320117417,0.0,0.0,Aeroporto C,Aeroporto D,,7.288411396831165,343.25816243104816
,23941.437011470833,152.21388029389738,0.0,0.0,Aeroporto C,Aeroporto B,False,21.255176438876106,352.93723903527916
684.0208779760865,25933.811445311323,33.46207319085371,1.0,0.0,Aeroporto D,Aeroporto A,True,23.070180926254274,479.1146145832605
536.2834256304516,14207.27965803598,150.02878892749447,2.0,1.0,Aeroporto B,Aeroporto A,True,25.22018699228404,375.9983979413161
302.2557408343629,19588.752275719722,100.02540795583506,2.0,1.0,Aeroporto A,Aeroporto D,False,44.40081801166792,212.179018584054
425.8492712500631,19934.91931681399,56.05102661679243,0.0,1.0,Aeroporto C,Aeroporto B,False,17.852007373368224,298.09448987504413
641.0293868536891,33653.71161167639,21.388760754799726,2.0,2.0,Aeroporto A,Aeroporto B,True,24.874134378859225,449.3205707975823
413.8711936580742,16575.869442250903,156.6347753766272,1.0,,Aeroporto B,Aeroporto A,False,24.459692665499347,290.00983556065194
515.3882020782671,,19.16911147311254,1.0,1.0,Aeroporto B,Aeroporto D,True,36.18708566816294,361.07174145478695
656.7844630319386,21267.49158522862,157.55928526187753,,1.0,,Aeroporto B,True,34.42196880627413,460.349124122357
310.8660134675906,20366.208392874945,4.0948176073312,2.0,1.0,Aeroporto B,Aeroporto D,False,43.80400223786113,218.2062094273134
624.8810404241599,16759.333053486534,122.35424155827904,1.0,1.0,Aeroporto B,Aeroporto C,True,34.50313022480718,437.7167282969119
332.0511715611318,,177.76081526735192,1.0,0.0,Aeroporto C,Aeroporto A,False,12.692862969029907,232.73582009279227
423.2065454999945,24503.143191091774,179.7223397880851,0.0,0.0,Aeroporto C,Aeroporto D,False,34.26482258872401,296.2445818499961
503.6501258423043,14704.056265114534,31.65405777596653,1.0,0.0,,Aeroporto C,False,29.359693638037477,352.855088089613
588.3696444436398,14755.286196480105,3.821870908175149,1.0,0.0,Aeroporto C,,True,18.81874958818551,412.1587511105478
538.6571791466987,31591.620636389143,,0.0,3.0,Aeroporto D,Aeroporto D,True,31.205355125122498,377.06002540268906
480.7064971235309,23280.539574081926,168.18983408636257,2.0,0.0,Aeroporto B,Aeroporto B,False,19.456894827060204,337.09454798647164
483.62875609532546,22060.217133172308,155.17656352980046,0.0,1.0,Aeroporto A,Aeroporto A,False,36.49701061813661,338.5401292667278
444.58973308964653,17392.046404152345,,0.0,0.0,Aeroporto A,Aeroporto A,False,27.511908051818157,311.2128131627525
629.1743531081801,18287.76565202081,164.42052815661117,2.0,1.0,Aeroporto C,Aeroporto C,True,30.191085257735356,441.0220471757261
536.0904930638648,16934.01340306474,58.89963701734896,0.0,1.0,Aeroporto A,Aeroporto C,True,41.29953710219157,375.2633451447053
530.7719005575382,12612.455929726435,141.90996684340055,0.0,0.0,Aeroporto D,Aeroporto B,True,31.74114140441684,371.5403303902767
412.33025094059445,18669.38001306764,105.80549519365034,2.0,0.0,Aeroporto C,Aeroporto B,False,28.14649807351946,289.23117565841613
618.6528534644566,22533.335627095603,161.71289193371265,0.0,2.0,Aeroporto A,Aeroporto C,True,16.242575139674436,
338.7635631832744,23916.62599559161,168.18983408636257,0.0,1.0,Aeroporto B,Aeroporto D,False,27.48694742769761,237.13449422829208
434.7214128040237,12993.322934618354,44.61229614893943,1.0,1.0,Aeroporto B,Aeroporto A,False,40.79541204110651,304.6049889628166
454.28835148489844,13487.367885552707,104.13239107821246,2.0,3.0,Aeroporto C,Aeroporto C,False,,318.6018460394289
372.17636895266395,18662.17461405547,96.26950894113914,0.0,1.0,Aeroporto D,Aeroporto C,False,13.372746208510438,260.52345826686474
514.6155336153432,22068.613614442966,84.16801688124609,1.0,2.0,Aeroporto D,Aeroporto A,True,41.76241801816582,360.5308735307402
453.40680766758067,13312.008255793924,84.33020427532958,0.0,0.0,Aeroporto D,Aeroporto D,False,49.09347833154676,317.38476536730644
589.4858248685493,28586.49426870691,26.757347179266727,0.0,1.944752969741663,Aeroporto D,Aeroporto D,True,20.239133367448204,412.6400774079845
588.7316164968281,14319.775755786266,34.128651582140805,2.0,2.0,Aeroporto D,,,25.59822582460914,412.7121315477797
262.0156211983885,,,0.0,1.0,Aeroporto D,,False,,183.41093483887192
359.6769224957469,20295.721094161054,144.13821648840405,1.0,1.0,Aeroporto A,Aeroporto A,False,44.272412180255614,252.07384574702283
434.39928012180263,17163.005135859792,3.1589998829847543,0.0,0.0,Aeroporto C,Aeroporto B,False,24.729689182993724,304.07949608526184
553.3905933955485,17798.674598405792,147.86762701257615,1.0,2.0,Aeroporto D,Aeroporto A,True,17.798674417269627,387.67341537688395
553.2554295000742,17454.549433734643,28.142145713565483,2.0,1.0,Aeroporto A,Aeroporto D,True,36.18152794808816,387.87880065005197
325.24094453817776,23982.44575520493,112.71163179683774,1.0,,Aeroporto D,Aeroporto D,False,25.637025248322566,227.96866117672442
620.142065417723,20229.639391718756,9.463286096885746,0.0,2.0,Aeroporto D,Aeroporto D,True,20.546637380946088,434.0994457924061
572.6454075774133,,168.18983408636257,0.0,1.0,Aeroporto A,Aeroporto A,True,38.08926305077338,400.85178530418926
