Numero di Risposte,Età Media Rispondenti,Soddisfazione Generale,Metodo di Compilazione,Affiliazione Politica,Soddisfazione con il Governo,Interesse per il Futuro,Predict
4662.333343552365,32.361690867786315,1.0,Cartaceo,Conservatore,False,3.23881088785585,22.95318360745042
5154.439187450426,32.47880541536925,6.217223750165814,Cartaceo,Liberale,,5.336012389434272,24.600330915808218
3983.5659640860063,51.851271939761915,6.823375728112201,Online,Indipendente,True,6.418886509308552,38.342903076267
4290.182883751515,39.050239537715264,9.814521070628018,Online,Indipendente,False,6.2470902412800084,30.279523997589088
5799.403101245613,38.07193071533482,9.261931835734988,Online,Indipendente,False,5.204468958067808,29.42893105145487
4658.982152793615,63.28356886070948,2.125318531471356,Cartaceo,Liberale,True,6.96098600918306,44.93609376193804
,70.9355083108621,7.067206125883643,Online,Socialista,True,,51.775017655368565
1595.293621826671,35.084829078577705,5.228469569211898,Online,Indipendente,False,7.116765617754186,26.127921225767963
,62.89624588299132,,Online,Socialista,False,3.032723625685218,26.18393124601953
5716.063334475198,50.66558341843265,5.915777874407054,Online,Indipendente,True,7.652153553857481,59.17064240297286
5049.660480809636,41.491091520756115,7.0423415247347245,Cartaceo,Conservatore,True,4.872406700189252,
4561.7714146092085,30.364520002731272,9.427633140426405,Cartaceo,Socialista,False,4.969547758742651,24.08345394403981
5265.520757742171,58.407982045271794,1.5934227838502695,Online,Indipendente,True,8.0162158445515,41.36361426684533
4644.563964991565,39.70963211971561,6.0670055869659505,,Socialista,False,6.391452764787661,29.616844159890707
8642.110592850511,28.852039238184958,8.080416527236112,Cartaceo,Socialista,False,6.77009974333966,22.6205524249003
5492.498605449281,36.49784583772438,7.857560950207586,Cartaceo,Indipendente,False,5.592474975682566,27.905760371469338
4692.972308042364,61.43804917571164,7.442884595464496,Cartaceo,Liberale,True,,45.23949980163749
6163.704633659872,44.437273035452286,6.747032193384279,Cartaceo,Indipendente,True,4.726577504456815,33.13020078283188
4098.871090447364,46.415201053855114,5.106492102916941,Online,,True,4.860721510284829,
5402.496725121585,,3.0367563136300175,Cartaceo,Conservatore,False,6.503807704717225,25.911429869973436
6652.013826556831,53.748821528709996,5.4223989584480625,Online,Indipendente,True,5.0893709404543594,39.250894757631414
5224.159811535839,33.70010214423587,9.684703751864735,Cartaceo,Conservatore,False,5.59625031790788,26.49548262652453
4870.267363486524,44.10018569933919,7.004954184641235,Cartaceo,Indipendente,True,,32.971616244929805
5644.857845239102,41.92093390707953,6.130297092518456,Online,Indipendente,True,6.678430466926519,31.183742862711203
4818.973503645878,48.5221716095695,7.199981016099391,Cartaceo,Conservatore,True,4.304506313261779,36.12551443152846
6039.585933067738,21.218377046601184,10.0,Online,Indipendente,False,4.859224780025206,17.852863932620828
4992.801823102826,41.09677232617761,3.3492965895909497,Online,Indipendente,False,7.236044090710094,29.77252960520161
5387.404542692415,38.51157306891817,6.717597434481145,Online,Conservatore,,5.505421732341352,28.97338037858706
5495.250523058263,48.56052438901736,8.80334456561951,Online,Socialista,True,3.6967015958678062,36.633370441998004
6268.633956402944,27.767391353408637,7.420026972453478,Cartaceo,Conservatore,False,5.436171138467429,21.66318203912209
5967.351407440936,40.80714364327541,5.588172326532396,Online,Conservatore,False,8.201530937478895,30.241452248252504
4108.369872070709,40.556667343335356,7.80354763893689,Cartaceo,Conservatore,True,6.40395991241607,
4612.943327140588,42.928051920273795,8.610283023323678,Online,Liberale,True,11.34736357894399,59.17064240297286
,26.133325425324625,6.144845734201425,Online,Conservatore,False,4.098826984050244,20.136781517987664
6003.8743361763345,31.122580516477026,9.16439223788267,Cartaceo,Liberale,False,7.913830916218326,24.535124032898718
4176.665125637634,45.434052597757685,6.235078953926829,Online,Conservatore,True,4.923691437419157,33.67436050460842
5946.355462605484,43.25671989559438,3.865258870727181,Cartaceo,Liberale,True,4.724404501938045,31.439281588134218
6440.786635280751,25.575889333392418,6.905082004787596,Cartaceo,Liberale,False,8.735016615049638,19.974647134810972
6247.493693154836,62.00897777512135,5.395028475285171,Online,Conservatore,True,5.519036548586932,45.02479298517049
5326.010882631244,49.453800250049454,7.187003588270161,Online,Conservatore,True,5.899303504782317,36.773761251515666
6052.585601181183,43.12283193831025,2.8788346215197054,Online,Conservatore,True,6.639506984420567,31.049632743273083
5342.494512594126,34.60862688276423,7.781987845509778,Cartaceo,Conservatore,False,6.666082618287429,26.56063517158789
4233.801049966913,54.87328690086002,6.737011830533622,Cartaceo,Socialista,True,6.691433160128005,40.432404379762104
4367.681835503985,,7.880189416849355,Online,Liberale,True,7.693926078381948,30.45381754765285
4906.850951591849,35.866696443167015,7.818554107007196,Online,Indipendente,False,6.241446813491449,27.452253742319066
,62.89624588299132,8.836244845137943,Online,Conservatore,False,7.878458939155414,24.569331587516796
4745.156004904379,49.98073167059752,10.0,Cartaceo,Liberale,True,3.685392448799446,37.98651216941826
,24.735506819086687,3.3813970093003056,Online,Indipendente,False,6.7042079003038735,18.329273876150772
3618.0611939674845,18.0,7.213676057592983,Online,Liberale,,8.400764065830085,14.764102817277895
4902.124445122394,41.00062109641839,5.687216442371266,Online,Socialista,True,10.0,30.406599700204254
6013.875682792561,43.03885264855847,9.404305735987707,Cartaceo,Socialista,True,6.728488963083702,32.948488574787234
4637.323005304327,36.28936040016718,4.085464400267163,Cartaceo,Indipendente,False,7.912168133003455,
8642.110592850511,20.34194549389401,8.031627033659362,Online,Indipendente,False,5.214063872947275,16.648849955823614
3615.55852565281,40.57697015310606,9.22727133538643,Online,Liberale,True,7.364662357428823,31.17206050779017
6668.677829043183,29.366082157708675,7.651310767127936,Online,Socialista,,8.101070691176528,22.851650740534453
4882.604469072441,34.55238065487113,6.271299147049131,Online,Liberale,False,6.4646648464960474,26.068056202524527
6973.181877377339,45.16056158878816,8.909722559558846,Cartaceo,Indipendente,True,4.5035584666723185,34.28530988001936
4037.3451332293707,45.70822348130798,8.671897053366692,Online,Indipendente,True,,34.59732555292559
,62.89624588299132,9.645705381636052,Cartaceo,Liberale,True,6.220421666876075,39.27246821476836
3940.55844417339,62.89624588299132,7.551411792808859,Online,Liberale,True,5.594168996553618,44.67536332631297
5815.243870943053,27.000893515506064,4.417611908646996,Online,Liberale,False,5.898767738117311,20.225909033448342
4798.885371530347,28.54743303303964,7.241818454698659,Online,Liberale,,,22.15574865953734
5107.447820511318,36.610400497713684,3.5794349807140406,Online,Conservatore,False,3.8501458134817836,26.70111084261379
4735.3932805853265,23.892974062419484,4.922710138458294,Online,Liberale,False,6.10213385309067,18.201894885231127
4128.585641229644,34.89484507787515,8.285389254714207,Online,Indipendente,False,6.387007497668821,26.912008330926867
5208.063945894399,49.27220622506177,,Online,Liberale,True,7.234184364253054,36.50003263718551
5005.178840686204,36.81735529535899,4.673492746395496,Online,Indipendente,False,3.395091733914457,27.174196530669946
,40.578712953866834,9.230440359589016,Online,Conservatore,True,7.422547040742462,31.174231175583486
5270.754357426498,50.45378124929137,6.584417623097601,,Liberale,,5.9536236986385,
3579.512205651621,39.28490222749071,7.237994174559992,Online,Conservatore,False,4.477603377112432,29.670829811611494
4040.2605102407933,47.60426499526547,5.842971165021196,Online,Indipendente,True,7.433858005149379,35.07587684619218
5374.887867522265,49.43536278236861,9.189796355832918,Online,Socialista,True,4.2790611542948715,37.3616928544079
7644.576462160188,54.63312428327218,6.124404093978368,Online,Conservatore,True,6.1142947891751644,40.080508226484035
4516.222734936454,48.9825996144925,5.620121252276096,Online,Indipendente,True,6.0866602101985245,35.97385610582758
3928.898897613517,34.14200204132613,5.026406434250595,Online,Indipendente,False,7.551217706044625,25.407323359203467
2962.7610827144526,26.712503542757002,8.041303393347969,Online,Indipendente,False,11.34736357894399,21.111143497934293
5234.390567369076,55.11415249797644,8.82667130338874,Online,Conservatore,True,7.185880586628562,41.227908139600125
5751.565613142671,47.98426046359686,7.315784125957214,Cartaceo,Conservatore,True,,35.783717562304965
4836.465791700015,,3.586259531095111,Online,Conservatore,False,3.4316939532889523,24.178280059718702
3899.584758583853,41.081773697607005,8.097544438716813,Cartaceo,Conservatore,True,5.706540951008052,31.186504919939946
4750.804017556286,62.89624588299132,3.669482643961481,Cartaceo,Conservatore,False,6.836480241080292,28.822428044698885
5521.190600239858,48.988948031974004,8.342564163562455,Cartaceo,Indipendente,,6.202734479615645,36.79503287145054
4358.434638116058,40.41112200864148,7.937481001011939,Cartaceo,Liberale,True,5.6369666114404815,30.669029706352614
6941.7069918741945,49.75625584304236,7.639279957011335,Online,Socialista,True,7.188981711763266,37.12116307723305
5272.288378222744,45.603108523885304,4.611736730704862,Cartaceo,Indipendente,True,7.21954593378519,33.30569698593117
4770.503322202702,46.82958856313553,4.6763609958605805,Online,Liberale,True,5.904019428094122,34.183620292953044
3928.0678206555704,50.35387808869794,5.405081759234272,Cartaceo,Conservatore,True,6.864650288072439,36.86923918985884
6635.054956398902,31.44543100223015,5.041188177363118,Cartaceo,Socialista,False,8.318492897547774,23.52415815477004
5720.969582517187,43.887010128234586,9.165850442299664,Online,Conservatore,True,3.8863504941392315,33.47066222245411
6077.558173068445,43.496948174788194,8.775105575041353,Cartaceo,Socialista,True,7.319269504766968,33.08039539486414
,,7.7899773564187225,Online,Socialista,False,4.91401056225054,27.256550806773703
6691.954638525089,32.47447247034191,9.25062472038019,Online,Liberale,False,6.690878283317451,25.50731814535339
3384.953608803096,51.06555382169779,8.579265717862796,Cartaceo,Conservatore,True,7.505767446598735,38.31966739054729
4304.471863888256,62.70892032014879,7.473581968758791,Online,Indipendente,True,4.565874549833365,46.13831881473179
5376.017181156792,57.5301618399346,10.0,Online,Liberale,True,6.984626834374922,43.271113287954215
4994.979336162942,26.17877442527836,6.978660732662966,Online,Liberale,,7.2396706906190795,20.41874031749374
4343.823403847148,39.19327638588336,10.0,Online,Socialista,True,5.782491261343017,30.43529347011835
7347.011734962651,52.98957320952193,5.4991328184976425,Online,Indipendente,True,8.543745707526433,38.74244109221464
5895.541160903282,43.380025322113966,6.263315836589312,Cartaceo,Conservatore,True,3.598750782403221,32.245012476456566
6500.459995984609,59.13952696563988,5.441668034949282,Cartaceo,Indipendente,True,4.919370241708203,43.0301692864327
6722.259113700114,49.18015084323811,6.653473280609142,Cartaceo,Socialista,True,7.8419696916848585,36.42214757444942
4974.230533414214,32.41793123735555,3.412123339771332,Online,Conservatore,False,6.887550750185724,
5609.245170432144,61.88782267991587,5.677765989871429,Cartaceo,,True,3.827004149445913,45.02480567290253
5337.342015380552,35.53827033680824,6.497331650875944,Cartaceo,Indipendente,False,5.713706343029786,
5409.250111955366,29.434236455166406,6.080351629617268,Cartaceo,,False,8.546720644168762,22.428071007501664
5386.078669531912,,7.061455934930817,Cartaceo,Socialista,True,5.946537289721279,31.050725434655085
4102.046550393627,51.720903033701255,8.317241373130297,Online,,True,3.309196991468105,38.699804535529964
6007.657409294169,41.090435604420385,4.915643582993837,Online,Conservatore,False,6.689319960271222,
,51.81840774470232,4.752292575853166,Cartaceo,Liberale,True,5.434593990673306,37.69857319404757
5006.861325700699,42.31923800739352,5.021510556521923,Online,Conservatore,True,7.448533959441992,31.129919772132038
5597.218306336825,41.499242108926815,8.122239499388124,,Socialista,True,6.170745098885061,31.486141326065205
2389.578930914371,56.63354473832298,8.417935992027155,Online,Socialista,True,,42.168862114434226
4400.8526911624085,36.873286132152394,7.222732556459006,Online,Conservatore,False,3.128731944133799,27.97812005944438
4181.933985217058,33.74791959157314,7.31150876080531,Cartaceo,Indipendente,False,9.937339450403133,25.81699634234279
8642.110592850511,42.28463183177215,2.8933460083118225,Online,Conservatore,True,7.255439546679597,30.46724608473405
5168.723870905759,35.29133986947761,7.18410290076949,Online,Conservatore,False,3.576564955333812,26.859168778865175
6614.501512276918,55.65639197381636,5.005337415438063,Cartaceo,,True,11.34736357894399,40.46107560630287
6036.14676180636,31.8040684398991,6.500916898210312,Online,Conservatore,,5.649772426322647,24.213122977392462
4793.998163634913,29.68661841751215,8.663886988462163,Cartaceo,Liberale,False,,
6631.543269747244,50.60778169699612,8.944645248942097,Online,Conservatore,True,5.525264760342339,38.10884076257991
6615.229439123221,52.50125233736391,5.675273064512205,Online,Conservatore,True,4.499418908398486,38.4534585555084
4537.622525121227,79.06704044637137,10.0,Cartaceo,Conservatore,True,6.648283773380314,58.34692831245995
5301.751059115841,37.58805619206893,10.0,Online,Conservatore,False,6.689688799454001,
6114.297849483056,62.89624588299132,5.656716192926258,Online,Liberale,False,6.736167125386938,27.75170871349128
,37.625788415098796,4.738776458993069,Online,Conservatore,False,6.307104669224057,27.759684828267076
6072.281077485022,29.503447608853023,2.0755684007728874,Cartaceo,Indipendente,False,5.480175928831417,21.27508384642898
4550.772864908744,,7.292824323236372,Online,Conservatore,True,6.506766552292966,31.076229673190145
4380.474080557647,36.66515430181856,7.812212200021553,Cartaceo,Conservatore,False,7.1259491143448335,28.009271671279457
5957.259444543787,37.45533700795097,4.983535417735931,Online,Liberale,False,3.138121283696877,
3537.761847398998,46.61209191814921,,Online,Socialista,True,4.664407563142472,33.76840244524871
4762.442726160826,41.26511354124842,,Online,Liberale,,6.382080393662455,30.771622660231657
5823.304206436792,27.516915451975635,6.252642877770874,Cartaceo,Socialista,False,5.014679715078868,21.137633679714206
3154.397253910602,31.157532766403698,7.196466204800163,Online,Socialista,False,6.110151592512919,23.969212797922637
4451.737141824959,48.30792327808155,6.417515909902519,Online,Liberale,True,5.9511833716583435,35.740801067627835
4398.6496318914815,38.599813959138054,9.951101320391611,Online,Liberale,False,3.4153719771913007,30.00520016751412
5578.634987390081,53.287990649500365,3.092146074029196,Online,Liberale,True,3.4736960939516943,38.22923727685901
4844.700232583429,21.60085286183878,4.945476337499414,Online,Indipendente,False,,16.60423990453697
4132.223166113833,,8.70132515466984,Cartaceo,Liberale,True,7.164432466913729,47.85559649654061
5253.417992827413,71.96758696788585,3.059256334993196,Online,Conservatore,True,6.5872321690371605,51.29508777801805
,56.20305152928639,6.3253079360677695,Online,Conservatore,True,4.969080862368086,41.2397284513208
7409.469649777898,46.3049659752314,8.415215331458976,Online,Liberale,True,4.1396952337979025,
6549.371368041488,34.19263215165157,9.382890090168017,Cartaceo,Conservatore,False,5.539684352253464,26.749709533206502
3741.721092396443,45.32424244803089,6.280158325577777,Online,Conservatore,True,5.714413822064705,33.61101721129495
5223.807621139627,39.15285296129449,12.144614355075454,Online,Socialista,False,3.3705945557018535,29.835293293156415
5627.6580854143085,31.091213011190696,9.039709461652183,,Liberale,False,4.610787611313704,24.475761946329143
4590.33042979288,62.89624588299132,6.444446651299258,Online,Conservatore,False,6.402906308732181,24.28911992842048
4770.04313182539,51.164088832102735,7.440514856159661,Cartaceo,Conservatore,True,7.679012071231227,38.047016639319814
6150.1353207576985,21.228504318728497,7.698374371002141,Online,Socialista,False,5.375255534903227,
6018.541789476755,18.0,4.404331746583885,Online,Liberale,,4.392795634545613,13.921299523975165
4613.546034142368,36.19856043090428,6.81182508300278,Cartaceo,Indipendente,False,4.719396935876359,27.38253982653383
8642.110592850511,52.75988350825596,4.428727776338857,Online,Conservatore,True,4.4040763715540665,38.260536788680824
5463.794224989627,48.658437667087725,5.85710808347057,Cartaceo,Conservatore,True,8.116878201673254,35.818038792002575
2822.7806136372346,,4.244509062664731,Online,Indipendente,False,3.592483259227059,19.83406061861697
2948.1876811684656,68.16336912407195,8.365169935846096,Cartaceo,Liberale,True,7.123674757421059,50.22390936760419
5949.496051263126,50.59294392395891,4.339308219609858,Cartaceo,Liberale,True,6.068548746754984,36.71685321265419
3369.0619997423732,40.57055972218172,8.546372230915136,Cartaceo,,True,7.841425851415252,30.96330347480174
5616.895657072959,27.40649544762764,7.816237628448512,Online,Socialista,False,4.171258659431093,21.5294181018739
6410.3828158079305,66.09756535819218,6.078619539284405,Online,Conservatore,True,5.5439146020242625,48.09188161251984
6241.426802733491,49.0239608656718,6.0932607008342154,Cartaceo,Conservatore,True,3.3441410474999893,36.14475081622052
6077.855822141955,,9.285869334240243,Online,Conservatore,False,4.2770127345903335,26.55455287142368
4248.959517976096,45.89981727943619,9.960469871090574,Online,Liberale,True,5.759920614407126,
3785.424695578812,61.317123547720755,4.278318140805439,Cartaceo,Liberale,True,4.792006749466731,44.205481925646154
6564.599213769826,41.442259075508,7.21116172114643,Online,Indipendente,True,4.053548672239642,31.17292986919953
4466.281754346165,,8.36639042967218,Cartaceo,Indipendente,False,,23.50369264836546
4393.569859465155,62.89624588299132,6.48792597773552,Online,Conservatore,False,5.259505546023968,27.75195193615232
4351.366831236364,54.61003509595804,8.303466707253916,,Conservatore,True,5.208170922636623,40.7180645793468
5027.583862876259,36.85979770542294,3.757655162674881,Online,Socialista,False,6.001960554028669,26.929154942598522
4295.806417710053,22.565206419324117,6.767722061057346,Online,Socialista,False,7.006900652047437,17.825961111844084
4871.544381280716,32.159521674434636,5.672213510458875,Online,Conservatore,False,9.934309362222674,24.213329225241907
5065.013832128091,35.18082464689922,,Online,Conservatore,False,9.107648367912228,27.19789519181881
7133.599208490623,46.17011865714028,7.133342467582071,Online,Liberale,True,6.338710922843573,34.45908580027282
,39.57340395373747,9.275789437771639,Cartaceo,,True,4.542752505587653,30.484119598947718
5230.056773059661,23.73496231432726,7.550460476968685,Online,Conservatore,False,5.45957406417683,18.879611763119687
4959.045051962729,60.29192278605214,7.257844601735786,Online,Indipendente,True,4.382122579595483,44.38169933075723
4425.215834625345,53.111458261400344,8.223102101121482,Online,Liberale,True,7.083598141278723,39.64495141331668
3388.654029949017,46.57287592186975,4.218631611944712,Online,Conservatore,True,11.34736357894399,33.86660262889224
,50.06898272797919,9.299496969851415,Online,Conservatore,True,4.433601266023782,37.838137000540854
4978.265590321038,25.528485639301024,8.936959015551714,Cartaceo,Socialista,False,4.946493203487317,20.55102765217623
3678.522110112369,40.04198735688068,7.092209529624197,Online,Indipendente,False,6.972528983197772,30.157054008703735
5592.905059326087,39.72102511859144,3.455772692895203,Online,Conservatore,False,4.942233293218604,28.841449390882566
6388.610873020285,58.092447009958306,4.7308042116070155,Online,Liberale,True,6.046341407635881,42.08395417045292
4575.778376057078,38.271833186241345,5.512705697052643,Cartaceo,Liberale,False,4.636030286212885,28.44409493948473
3941.5323598548603,55.317177418553555,8.376919994964847,Online,Liberale,True,8.275570285933945,41.23510019147694
5040.513166983825,33.20308750793673,5.215038213188985,Online,,False,,24.806672719512402
5643.8267817470405,38.53775271405871,6.869456731356373,Online,Liberale,False,11.34736357894399,29.03726391924801
5866.464647364632,65.31941570172228,3.325931389537725,Cartaceo,Conservatore,True,6.179331664611871,46.72137040806691
4959.260689666092,18.751566050054485,4.905641368443636,Online,Socialista,False,6.3720735143935885,14.59778864557123
4372.664320116324,46.695794858903504,8.222043427973771,Online,Liberale,True,5.0754770156152675,35.153669429624586
4762.100481161188,41.39597234210393,3.449114798540149,Cartaceo,Conservatore,False,9.206167263890011,30.011915079034793
5424.313909366715,19.85944855902233,7.088704475619818,Online,Conservatore,False,5.424569031511989,16.028225334001576
4531.778332242066,41.05788185485806,4.084416384245207,Online,Conservatore,False,4.9004081624305815,29.9658422136742
4243.4504556642505,59.84007257931156,8.993183604717306,Cartaceo,Socialista,True,11.34736357894399,44.586005886933286
6809.628282097135,45.47590667497416,6.21703308172254,Cartaceo,Socialista,True,5.716283548163135,33.69824459699867
5785.830519639202,59.53204568795335,6.310425798390501,Online,Conservatore,True,5.632638353863474,43.56555972108449
5159.256245250435,32.588039460373125,6.174600864423464,Online,Liberale,False,7.369984637256269,24.664007881588223
6308.594646981054,56.067633596906006,10.0,Cartaceo,Liberale,True,6.6074971974099554,42.2473435178342
5102.167610279731,48.55391632440317,6.690438451735759,Online,Indipendente,True,7.345708676035103,59.17064240297286
4350.4179780501245,53.19427713234091,7.109783861979557,Online,Socialista,True,4.429561237181449,39.3689291512325
5920.3918594567,49.014478197937684,12.144614355075454,Online,Socialista,True,6.427760867063328,35.98773974136534
5831.170482440512,31.787624875136544,6.097547199317316,Cartaceo,Conservatore,False,5.949176335220823,24.080601572390773
3144.9085178375262,37.08738154741083,7.484332740813301,Online,Liberale,False,6.152458551649915,28.20646690543157
3909.7749352964597,54.95654087069785,9.452266320421836,Online,Liberale,True,4.773496374740236,41.30525850561504
5992.559067224816,26.5887560217638,4.96452235217795,Online,Conservatore,False,6.944870184003049,20.101485920888045
3873.8630325598156,47.40968887822874,12.144614355075454,Online,Indipendente,True,6.677837405792262,35.225513691389466
5150.202251931912,60.92096890242921,10.0,Online,Conservatore,True,5.374696152914558,45.644678231700446
5473.033501340569,46.090670864210985,6.624523459625969,Online,Indipendente,True,7.343937477308451,34.25082664283548
4994.726376277624,31.827015532005447,4.501226768950856,Cartaceo,Liberale,False,5.940077753472646,23.62927890308907
4459.635419045661,49.571284176353984,5.368436334217039,Cartaceo,Liberale,True,3.7630149413710106,36.310429823712894
4284.599965569504,37.922394989278295,9.939321763361688,Online,Conservatore,False,8.32054237317163,29.52747302150331
4712.356266403779,40.02108236192971,4.787002615474501,Online,Liberale,False,5.599848884934215,29.45085843799314
4730.669291072578,80.0,7.600792680158518,Online,Liberale,True,4.530411959126742,58.28023780404756
3290.3578882805296,28.997515486277393,,Online,Conservatore,False,8.495242627246817,21.387562067226643
5461.394927784718,40.46690768972043,9.885938749143595,Online,Liberale,True,5.842665352491977,31.292617007547378
5539.351438116488,66.96726693666223,7.118669365694018,Online,Liberale,True,7.451810291551877,49.012687665371764
5988.47758015896,45.83266197923856,7.4418463164907696,Online,Indipendente,,,34.315417280414216
5431.323309956565,43.65481026095772,5.224358488047522,Online,Conservatore,True,8.648812111486132,32.12567472908466
4695.748554474831,51.948391406878,7.284456658292597,Cartaceo,Liberale,True,4.4689238517440515,38.54921098230238
6765.389024633692,41.72162094265681,4.861142975561967,Cartaceo,Socialista,True,3.0283576149440283,30.663477552528356
5164.819147214457,24.947683988533516,4.443652500307674,Cartaceo,Conservatore,False,,18.796474542065763
3826.0441309898006,28.780018130600645,4.831046164761074,Online,Indipendente,False,8.640459814049226,21.59532654084877
3884.385082304332,37.250027753020674,6.546001281759563,Online,Socialista,False,11.34736357894399,28.038819811642337
6276.4313179967485,43.4445578460393,4.352751478427232,Online,Conservatore,True,3.9288783557934774,59.17064240297286
4295.288072086026,19.15451527023444,5.400168047222898,Online,Conservatore,False,7.360919603343009,
4897.373036929191,22.09812242785695,8.001382426276301,Online,,False,2.0579268613119064,17.869100427382755
