Prezzo Petrolio (USD),Volume di Scambi (barili),Produzione Petrolio (barili),Tipo di Raffinazione,Zona di Produzione,Conflitti Geopolitici,Domanda di Petrolio,Quota di Mercato OPEC,Tendenza dei Prezzi,Predict
64.95896718143212,43611.41600371149,453634.86387841025,2.0,0.0,False,2690648.5280770385,76.70485266561441,False,1614415.1004330956
60.40612868396585,52304.18017973192,292375.8602775149,3.0,1.0,False,,31.463672693332146,True,1886800.1859625683
58.143121614146715,48032.694533945934,506009.180594994,0.0,0.0,False,2596451.970504121,57.39205967875448,False,1557894.439551118
58.55568101452329,57533.79811926653,347026.4987222775,3.0,2.0,False,2687516.1570478906,67.29295880268404,False,1612533.1165011402
71.71169345414106,61017.829314437484,403979.65808785055,1.0,0.0,False,4096591.8084777757,88.74999550175853,True,2457983.7697640467
78.1261537076007,54478.05739999521,383343.95815921144,3.0,1.0,False,2144373.512097037,62.64026683399213,False,1286655.3577197052
52.4781759844178,36992.418290103626,383143.2995286338,3.0,2.0,,2466116.814583229,27.01021177523876,False,1479691.080020331
67.75025610889317,50058.44022909734,486209.3267810663,0.0,1.0,,3097607.725269322,33.27259673899261,True,1858591.7352640366
76.57491720863285,69931.20306232669,347305.58067428693,1.0,,False,3727326.2262191107,,True,2236426.3656983497
,54924.79554016531,515750.7356857863,2.0,1.0,True,,78.92428136193239,True,1959433.1106722755
40.22631873774911,33387.14641189056,403932.5510909491,3.0,1.0,,1838824.401630791,76.37397666065625,False,1103310.7315059695
48.903416288828225,,432918.19087587047,1.0,1.0,False,2968641.194536436,74.0556230636755,False,1781204.2780883769
55.31582617965735,36534.344632129985,496895.14480956394,3.0,2.0,False,3168757.5404721494,49.331213299146214,True,1901276.6506137613
56.86633037484818,75859.69842502032,637472.443563076,3.0,1.0,True,2676034.350679768,43.565983141009404,False,
57.67285990158321,42171.76272380789,664338.1950777144,0.0,0.0,True,3311915.084375613,18.38311067455345,True,
42.842022443915695,41345.835647986685,1166199.118187139,3.0,1.0,True,4274060.124900653,21.293773479259702,True,2564453.2117493693
49.46028077551462,46380.680570268116,427061.6182896732,1.0,3.0,False,2009255.5898568998,14.638302038768936,False,1205573.13802645
66.91754842152407,47771.156507796695,604335.8927331724,2.0,0.0,True,2332233.9833364375,82.75336156573404,False,1399367.1570212313
,47523.46781819542,,2.0,0.0,False,3932340.04764836,40.33545600939619,True,2359422.050114241
46.56220239472144,43943.908803920036,416244.50401344796,1.0,1.0,False,2479313.1749423514,66.45104438004932,False,1487606.5298463686
65.71780778862522,48215.18993323997,380956.6456431999,2.0,1.5925060013260088,False,2931015.4151447383,55.92641840416638,False,1758635.5362099584
51.67796259398592,42099.04279597672,468079.5365712518,1.0,1.5925060013260088,False,2914631.050761995,85.04453357565322,False,1748799.3016422344
54.40418325133342,47980.84307198308,,3.2778388273003856,2.0,False,3648570.2792391796,40.09194999869232,True,2189163.929216808
56.143525659921906,51540.78550806147,695901.1381646774,1.0,1.0,True,2565376.296087345,51.7908173381329,False,1539248.2350626711
50.4684387145834,44010.44760733085,217962.81826778036,3.0,0.0,,3148634.3087543272,78.07853331442134,True,1889200.7726280822
62.41249343709604,47252.958327141794,569484.1989850982,2.0,2.0,True,3006108.9843800827,,True,1803690.3556254245
31.08099761862075,61236.15200754415,446781.7590966933,3.0,0.0,False,2186183.8013102897,41.696841576381324,False,
86.39251341507295,53702.27689801687,345225.40291403024,0.0,1.0,False,3144904.148182029,30.932894846113822,True,1886977.0459145834
56.870019733011816,49464.77897646498,644388.7814782046,3.0,1.0,True,3260342.819754195,95.42541402848623,,1956228.43986041
51.75560218803918,44587.60911883709,374639.3619891261,1.0,0.0,False,3368071.2667100662,41.066871181427935,True,2020863.4622669148
64.48632074465688,44680.59059405314,353216.63954361924,3.0,1.0,False,2644899.5641721706,64.18042140251353,False,1586965.5330316
,61285.79996563119,469819.18887598877,3.2778388273003856,1.0,,2725520.200857957,78.37212912382006,False,1635328.5788031644
54.09594374610018,44088.42530341776,327474.3907447534,1.0,,False,2711879.933230853,28.803849865916288,False,1627149.5983160103
58.415635555699275,48648.38489576906,376978.5216695592,1.0,1.0,False,2909986.085480666,94.30087195325828,False,1746015.0175426218
48.80612092316631,43381.63202372489,449858.7795283099,2.0,0.0,False,2820960.262958214,53.49198911485622,False,1692595.6802232978
56.08199967968215,49993.608571438825,100000.0,3.0,2.0,False,4874090.488168382,12.052917472658908,False,1752517.039824765
57.03744505549172,39881.758512785884,1218767.4502966234,0.0,4.0,True,2847377.609109802,62.847130966635426,False,1708449.3804439034
63.81841956904516,50064.68162051813,657958.8165546894,2.0,1.0,True,2437217.958652369,11.378481681305509,False,1462356.302559249
61.937893166967655,58237.089207478566,334829.744117385,0.0,1.0,False,2360157.634709602,30.068692161620845,False,1416119.355983028
57.65856803262797,56514.01802326767,443127.66378595325,2.0,1.0,False,3641013.5103922896,98.93017852205433,True,2821321.9748695544
67.54113115523523,59624.46984482948,609045.116116069,3.0,2.0,True,3289926.193271645,52.49134332196866,True,1973982.732415449
65.70077068220698,46359.56382502996,552145.9060813481,0.0,0.0,True,2699755.458244616,37.92288638466012,False,1619879.5552550426
73.10916488883845,57851.91299752533,579580.9756577618,1.0,1.0,True,3636920.465229221,92.7663983663818,True,2182181.522803488
69.85003286155312,41833.750302934284,315349.42125685874,3.0,2.0,False,3752232.218834396,21.893291456318174,True,2251367.2713137823
66.66366621977218,43252.94564012401,407048.86712339637,2.0,0.0,False,3453665.5701377485,63.48738918496617,True,2072226.0075491369
81.64014089185824,43437.44916763452,395129.75899948657,3.0,1.0,False,2482443.7491938355,25.945842345469572,False,1489498.9055726582
,43100.78985955992,,1.0,0.0,False,2799928.5240786495,98.33490366246117,False,1679976.6563371946
48.916041083177404,59085.975896879034,391881.44395415357,1.0,2.0,False,3046196.573953246,23.079805908627193,True,1827737.510788381
53.92739703342298,,385580.07590553066,2.0,1.0,False,2851386.031379116,21.009413942800137,False,1710853.1897862828
46.86252017199783,45251.7261178075,436357.5224630187,1.0,1.0,False,2779769.0145234712,29.476095842868588,False,1667880.1537221516
73.44042423949573,,,3.0,2.0,False,3501290.9739970043,52.96560690957129,True,2100803.9605678986
70.87117833744813,46995.3619811894,375787.1458126828,1.0,1.0,False,3223308.594689599,27.209027206493086,True,1934013.505285094
53.1448416782933,60519.024625348204,732594.4621996302,0.0,0.0,True,,81.77482696611943,False,1729465.8397562455
64.88759906091992,29523.081650115462,415531.1614097302,2.0,3.0,False,3226479.229855641,75.65195325086303,True,1935913.4929530087
55.00081085710273,57248.90504095482,386476.6206292406,1.0,0.0,False,,27.970450890711962,True,1826932.2924696773
59.71908265684899,45701.84192844306,603194.9611523759,0.0,1.0,True,2898963.555317124,24.339877957214185,False,1739402.020823337
62.04671165580358,55008.60789100441,475650.7411242404,3.0,0.0,False,2384850.0349635435,41.112853837195615,,1430934.8396627882
52.831474267185314,,544265.1155450899,3.0,0.0,True,,7.567189516129524,False,1381959.3242157395
95.26356453678916,49256.53834399388,706803.4386283769,3.2778388273003856,1.0,True,1899923.8939882054,64.60303256459666,False,1139980.2708084758
57.28458276068964,69580.97104113965,364052.1614303065,2.0,0.0,False,2726754.9279745636,21.74611024367402,False,1636075.8706178423
62.861941202721944,39326.593894974074,265894.5450233068,1.0,0.0,False,2317520.4003397757,65.66861815816594,False,1390537.3849803465
63.59101677612884,59122.83690971362,640690.4728019781,1.0,0.0,True,2551653.7159962533,81.99449096739012,False,
79.92341702288266,58961.14777352369,288031.8961323691,3.0,1.0,False,3451064.807340666,47.14397273737545,True,2070670.8537712088
62.5470232900488,35541.54759222407,,2.0,1.0,True,3225197.259208853,28.594982472877163,True,1935143.3743346275
62.397785922036846,32159.372702477907,546324.9627767797,3.0,3.0,True,3132860.7144949967,94.46095342767073,True,1879741.3878113667
49.84554134419839,57789.906844699406,642300.0422583304,1.0,0.0,True,3081016.5698726797,77.84784098621579,True,1848629.8801401455
59.578723782159905,61097.20398958109,716695.6350391413,3.0,0.0,True,2921105.8011258747,31.85176011566867,False,1752687.3121650377
64.52029946850337,40301.60453161779,536755.0764438924,2.0,1.5925060013260088,True,2652578.405797096,98.93365104884032,False,1591572.8515980449
48.17701256971998,38991.13214172796,577378.2050315298,1.0,2.0,True,2937671.261287488,25.84796307853434,False,1762622.0275775206
61.960718638233566,62211.94829388032,1039833.4597655555,3.0,1.0,True,2529225.721268699,57.57945920985998,False,1517560.2170486746
55.778685025021375,60763.49675192764,532532.0797355804,3.0,1.0,True,2597286.9151446037,28.382239664036348,False,1558394.4605607723
,37411.353274971,1115302.6340982234,,0.0,True,2815771.6307356833,45.51740290643308,False,1689492.7230231
53.78162363123132,47946.535933128536,772676.7753667452,3.0,0.0,True,3368351.8969568554,13.377410112060451,True,2021032.6508235657
49.343892747374525,56236.363396356,614857.5176346004,2.0,2.0,True,3152603.1688849675,76.67253903667596,True,1891581.6388880794
74.37809182165032,75871.51335289945,357112.38709535275,3.0,0.0,False,2716046.4644517205,91.3314432059462,False,1629657.6299077608
64.0296211290817,,668071.7138029322,1.0,1.5925060013260088,True,1973262.9393549254,73.6824468070594,False,
66.72309974931702,60706.928292059936,475647.11421287054,2.0,2.0,False,3846542.5804459127,95.495440169276,True,2307952.237507447
69.26963694192689,64200.01111815509,,,1.0,False,3366230.5490802876,41.639470448725376,True,2821321.9748695544
57.89438823346042,37279.71223526578,598376.2820209741,3.0,1.0,True,3060545.2460973044,65.71501623769656,True,1836350.305413676
54.89324439794712,40911.71184048774,418192.13570687803,0.0,0.0,False,2691389.7815675554,47.68041371881141,False,1614855.8262382923
57.13047315689803,54391.20718006533,311432.9346792314,2.0,1.0,False,3175430.301724534,16.53028882446431,True,1905281.0332239831
60.235314546855875,,692004.9477492725,0.0,2.0,True,2847039.1800967297,65.62369810136414,,1708247.6021838565
60.67983885996679,47570.94292547471,585741.5146526902,1.0,2.0,True,3523150.8807803136,48.35672853125432,True,2113914.800403732
72.30363774902133,33183.01478108519,466941.52562765626,1.0,0.0,False,2944911.0576567966,76.6957867359062,False,1766975.5560491777
46.76857573056154,52779.67206520027,861633.7982756279,1.0,1.0,True,3184956.021264041,11.821939911734425,True,1910992.3201887165
71.11760640308401,21539.793953495857,957396.5476097305,3.0,0.0,True,2730383.251184142,77.37008101216001,False,1638258.3977530464
54.00251823525745,45298.003457585146,710490.1194322756,1.0,0.0,True,2977856.3501910837,97.54248617997943,False,1786735.4111219444
40.22881730308613,57314.13689235644,826053.615239847,3.2778388273003856,0.0,True,2792063.371624934,73.0205281778184,False,1675254.1145018814
53.487214130103474,50539.29207560553,142896.28903318092,,0.0,False,2183509.1428467305,18.04147746137028,False,1310126.8805936903
43.47320369325182,75871.51335289945,572052.7980897774,3.0,2.0,True,2423715.861894589,54.9815281624748,False,1454246.9064182306
55.68382244509423,46458.67678822821,408279.2626696485,3.0,0.0,False,2379095.0318016615,17.000703052208433,False,1427479.2926099747
,38221.218646858986,130297.39015239984,,3.0,False,3083709.1314074835,51.94799656160624,True,1850253.4699179165
64.43403914056238,58926.24861948416,358131.0836947935,2.0,1.0,False,2142143.278283935,92.32882350377633,False,1285311.7405860173
60.48414708953447,60493.86781054271,367600.67078218516,3.2778388273003856,1.0,False,3119689.721618437,85.58661283003471,True,1871838.026629898
74.94571963025419,49074.03123630059,122131.93055785296,3.0,1.0,False,3236282.705058028,50.1718139750687,True,1941799.6013226688
65.61723071840694,55077.023298779895,499635.6814833273,3.0,1.0,False,2441685.248271676,17.899133297051627,False,1465037.395855293
66.03394943786975,56367.544672910284,638151.9191012201,3.0,2.0,True,2981347.471736652,60.122854532496774,,1788834.8966217663
73.49585419835383,55588.47456967157,209420.7330621315,3.0,0.0,False,3859858.433771131,52.30514407565696,True,2315944.458604358
52.07625907706931,64411.53410766565,147308.27615127794,3.0,0.0,False,4874090.488168382,78.22659721006312,False,1486252.6084762607
55.69621179969429,59149.347307270444,614353.3872750987,2.0,1.0,,2399302.912251426,65.47961829993778,False,1439604.0258355753
,48510.62823465451,460234.2150565722,1.0,1.0,False,2570785.4537868025,4.1654377577720165,False,1542497.8966838135
95.26356453678916,25908.636842530985,588033.2713979958,3.0,0.0,True,2548778.9075085293,37.680417681217314,False,1529295.472940917
72.65597444141852,49167.71828901028,464893.2926599171,3.0,0.0,False,2656612.53949776,13.2824609713595,False,1593996.5860884327
60.73900342764427,,612939.1768682683,3.0,2.0,True,2762796.698505771,91.95641720009553,False,1657702.3147048336
54.71317186615634,53024.33672729002,519124.7395708901,3.0,,True,2596658.1066998765,14.881477051964076,False,1558016.7492886723
53.41282217889824,38571.03973487187,335053.4380277074,3.0,2.0,False,3001035.6958744084,37.42066607985842,True,1800642.7826535164
45.36359220038611,63875.592496860096,656518.9191244156,3.0,0.0,True,3045187.3008997263,3.5751892509882754,True,1827130.5259767158
48.90110901405095,52850.32589561256,237883.10608686513,3.0,0.0,False,2962226.461938964,7.378241934670271,False,1777355.437606984
54.401966652282084,57893.4604873275,136237.7895682467,2.0,0.0,,2593488.363719991,25.241008642596718,False,1556114.7790186554
58.43613359371109,43666.04066567948,763078.521540276,1.0,1.5925060013260088,True,3237920.4058161373,90.21842881904483,True,1942775.6179431197
63.945031382645276,71277.69638920133,537715.8829299955,1.0,0.0,True,2656299.647658888,13.043118428210821,False,1593805.3666078856
81.14513542151448,41382.06474781153,100000.0,3.2778388273003856,0.0,False,2909075.1272968394,61.529933982309245,False,1745477.5344322722
39.36662717692824,43528.86247488218,100000.0,2.0,,False,3908336.3455019137,11.147123126696656,True,2345017.553952019
53.455483250269424,60277.48124539107,551507.6675369885,1.0,0.0,True,2904840.5963321845,74.1729030438099,False,1742925.7399926109
,49229.93038067618,179006.3916953837,3.0,1.0,False,3489663.967507502,4.978894209754192,True,2093824.6745951802
58.64622288139817,52407.406182300605,393515.7392416713,1.0,0.0,False,,18.34273586426429,False,1338351.3505688338
73.16740823006313,36070.70870997057,453157.8852670633,2.0,2.0,False,1930077.2891880341,0.8674122473548262,False,1158075.6404761123
47.00578752202222,56298.08906823069,637410.1278755147,3.0,0.0,True,2527058.65123596,42.20158582041934,False,1516253.9930565848
75.19294304620328,56573.509385541154,421104.58720220544,2.0,3.0,False,3344516.5729603525,58.69692251886056,True,2006740.0209534299
95.26356453678916,41628.03202464015,516222.0458405489,2.0,1.0,True,3371450.8773564133,60.882836935005614,True,2022893.318353904
64.48716786541395,47168.49118082185,464123.7090301921,3.0,2.0,False,4874090.488168382,34.40192881876438,False,1181454.0528539196
50.29775495421874,64017.227116809205,281136.2765869429,2.0,1.0,,4874090.488168382,67.506577829569,False,1633439.2199133202
58.02538415725826,50524.44137481668,358145.14754849445,1.0,0.0,False,2539838.3249082775,96.48060041305449,False,1523926.2050986292
,47861.73053552076,558315.7077905117,2.0,2.0,True,3041918.3150046496,56.62200801052541,True,1825173.442100054
59.164302745844296,47061.6358852569,575623.9936106771,3.0,2.0,True,2617296.4216349595,66.50033177284502,False,1570401.5187020742
61.74148388692883,42550.739248272854,612960.7743413791,,1.0,True,,49.24310671394986,True,1942499.0114019073
57.43618902812558,53305.41834351403,616404.6042657687,0.0,0.0,True,2574216.082052579,,False,1544552.6237071587
70.32605343088767,34964.478923086215,457766.55578138464,0.0,2.0,False,3671213.434463798,19.184921099967077,True,
73.58657489042545,55003.13193596424,211233.21277753636,1.0,0.0,,3176995.7473105537,89.287045888109,True,1906226.8830162883
50.47497289103432,34748.179348021586,693493.3533603181,1.0,3.0,True,2989211.2041470814,87.45092967010989,False,1793546.912477405
56.30798869854194,55179.665178851494,595154.2146475628,3.0,2.0,True,3255597.490723594,83.6118233341488,True,1953381.017629636
55.68915040916795,61893.570403598096,304072.15116610954,2.0,0.0,False,2617030.43893241,56.27908055642015,False,1570240.5390196096
60.9393854047311,,833812.0594188896,1.0,1.0,True,2827113.1370797427,40.10231068270834,False,1696292.2580020076
63.23609849982364,,443682.587304585,2.0,2.0,False,3496924.876594533,70.97735273967865,True,
64.78860771603485,61214.67574925469,1033903.66570656,3.0,0.0,True,4874090.488168382,58.74210770959064,True,1912871.312584235
72.14360115474537,57618.43861019011,653024.2610779487,2.0,1.0,True,3555373.848971887,26.494117796727856,True,2133253.166823594
66.50449172545564,32324.22307909728,329676.9339613335,3.0,0.0,False,,34.25542389679794,,1674222.6928896222
52.651043256478054,48715.9253393262,225991.6927162088,1.0,0.0,False,3531181.7641095472,26.817972509099054,True,2118730.1188830305
49.91327081195641,42366.148397069046,615350.8402763273,0.0,1.0,True,,17.790828971280348,False,1497882.6893494388
59.21533269378908,31947.865457858792,100000.0,2.0,2.0,False,3669477.926187816,,True,2201710.4418457667
95.26356453678916,51102.11731271652,251902.17194931293,1.0,1.5925060013260088,False,2808236.810130655,47.42256954918223,False,1684969.9395336132
52.199534945266095,47763.27174376466,392706.5753309499,3.0,3.0,False,2753028.7684576605,20.072869646061807,False,1651838.1408885745
56.71217733640627,39507.587741647425,641134.7017718741,1.0,1.0,True,2364654.995146963,18.428697716614938,False,1418815.6819591122
56.21875602590589,52270.080881162234,160789.79379688454,2.0,1.5925060013260088,False,3042776.75982009,95.58336297407959,True,1825688.5433944643
42.34080547363375,58213.157726219506,631154.1014823357,0.0,1.0,True,3314212.2408184833,94.98340036881154,,1988544.2808132793
62.53460119711514,75871.51335289945,455870.5694297907,1.0,2.0,False,1889376.1454189948,75.9109383943739,False,2821321.9748695544
56.30739851561535,,292513.63415419793,2.0,2.0,False,3024556.6247233353,69.61515484719574,True,1814756.4977934074
60.04685956637648,47242.044602921145,475268.094244413,3.0,,False,3274475.1977521665,,True,1964709.1373951263
79.57239964247222,42324.43021988801,495341.0995830728,,0.0,False,2884531.4826010847,64.56386142180423,False,1730750.7185205077
95.26356453678916,52280.564126962585,342976.6269901508,3.0,1.0,False,3396300.4222474527,46.48360942230081,True,2037804.3181026755
53.948237648891144,48157.97533412666,,0.0,2.0,False,3371079.2560928543,15.763479718616225,True,2821321.9748695544
68.76880183878895,47488.782114553826,382646.6748867361,3.0,0.0,False,2746534.8656133087,25.827250493522868,False,1647948.4268887206
60.7155529839416,42161.01819150931,,3.0,1.0,False,2946686.7744479175,70.71347022120405,,1768036.350889944
69.86083342875682,47288.9441780869,211033.9706002114,2.0,0.0,False,2840899.456999724,5.908610102267298,False,1704567.6185332057
61.72895449451075,,515638.4118838838,3.0,1.0,True,3259343.6446237927,58.03669803188923,True,1955630.8783560733
65.3102348684957,47115.8480075903,354720.4806367825,3.0,1.0,False,3078753.667773721,53.92142737056638,True,1847278.32475818
58.282141150287345,66276.76529957796,457068.2855334601,3.0,0.0,,2388241.101462408,87.55888318596735,False,1432967.973733905
57.68290500036526,,422836.4877492242,1.0,1.0,False,3412030.6853647497,71.79010574947229,True,
67.00232987087743,58238.22385768301,184806.17592696694,3.0,1.0,False,2375290.8727601953,57.19754610680978,False,1425201.3245880653
53.15641331895715,57629.356154359644,630917.2651886957,2.0,2.0,True,3287593.78648905,14.418062858868064,True,1972577.5344587574
49.44005722150893,37250.81810323554,283359.97323717794,2.0,0.0,False,2770931.945990781,80.40567599359876,False,1662578.943617357
58.64660918019014,47852.923486084255,313407.88571618183,0.0,0.0,False,2648092.5375463134,81.38402868260165,False,1588878.9811714601
64.5531256521082,58191.852179890586,135783.32415802887,3.0,0.0,False,2008505.7945713515,79.38859125607796,False,1205129.2979930716
54.804878912164476,59358.06896202412,468224.3602514305,1.0,0.0,False,3987691.013224619,41.427029305930574,True,2392636.529886336
66.10064847620744,54292.968566789175,556654.095414966,3.0,2.0,True,2846174.7560992897,36.33521391121373,False,1707731.2939189642
58.51164172189386,42612.12427693944,379509.4623471091,2.0,0.0,False,4089453.299243886,82.55328223511206,True,2453695.38420302
46.18190817478692,51081.2521971614,866103.6967345004,3.0,2.0,True,2615710.6767327553,94.7807554952454,False,1569444.878802923
72.41416501436473,46837.21085884063,322283.63159661135,3.0,2.0,False,2784890.9917424694,12.825237776442744,False,1670963.5607114874
61.01613943873768,,570262.6980037264,1.0,2.0,True,3454930.7445256445,86.13294749143076,True,2072982.853171162
59.4891590016378,67488.67747297407,100000.0,3.0,0.0,False,3039669.030901328,52.88137991695152,True,1823825.2142043975
61.97143918311358,46077.978982798944,424269.1294939141,3.0,1.0,False,3268759.0120691108,8.86284634620431,,2821321.9748695544
51.272688704715044,52678.837504683375,403368.46182417445,2.0,3.0,False,3288241.017435504,45.84536168224208,True,1972965.1195367842
55.20907780794654,57523.9719390278,110517.24995260662,2.0,0.0,False,2659266.111624641,21.725022110727632,False,1595581.7506059078
53.51833661842775,44229.21168029793,515869.04119888355,3.0,2.0,True,2820539.7148854556,71.4815664214479,False,1692345.2362659206
36.19841169887276,64275.03408528916,424235.88508403633,0.0,,False,3390651.9018919733,51.68002241224111,True,2034405.6204998635
59.164573639797425,26808.85630816343,581425.5127864495,0.0,1.0,True,4874090.488168382,36.501702062817955,True,2081851.2747397586
51.94257656144396,54245.761464037605,404371.7264569499,1.0,0.0,False,2786932.904380773,78.16268132191612,False,1672180.5196590885
57.297252741644684,,325827.23207885737,2.0,2.0,False,2513273.5504066898,24.574274989881594,False,1507987.0491451104
55.41769635828909,52253.530542590335,294125.3428095208,1.0,0.0,False,2859654.172847114,38.61142557905397,False,1715814.6707868115
69.90597887773752,34996.372712518714,418524.8458942105,1.0,,,2230717.996657055,45.29409173528237,False,1338458.760385784
47.46182865850284,62266.08335329904,510385.5924246224,1.0,0.0,True,4874090.488168382,,,1637087.6887230622
58.93546924040481,58081.691199628556,123266.1903977535,3.0,0.0,False,2880349.1053397455,60.59646355661974,False,1728233.0373915434
59.00677292306708,40371.462932036105,664689.0616390513,1.0,1.0,,2686069.377253639,48.36410619318957,False,1611665.2290613526
80.50684099821726,58248.282914754884,738673.1115501041,1.0,2.0,True,3933906.912145891,26.35117112068618,True,2360376.3500239337
62.246816415214845,29519.967990836583,314454.77019352216,1.0,2.0,False,2314381.9573176354,,False,1388654.0731171472
64.70853573836719,66328.64685994429,651443.1585854507,1.0,0.0,True,2987900.6128972685,2.787169440882098,False,1792766.2511526563
95.26356453678916,29374.23072161235,550248.3361113417,3.0,1.0,True,2499028.3123424067,0.8321986051107122,False,1499438.7905900443
60.27356030699142,54093.1735108208,619132.1431614662,3.0,1.0,True,2907527.088059935,37.66008075625841,False,1744540.3622600837
52.41997612058075,31627.733541010406,243162.61891521473,3.0,1.0,False,2337256.1518100044,37.77534383259833,False,1402374.6590764509
79.13432979119438,52879.422971118795,202265.48608032765,2.0,1.0,False,3652574.243244206,88.28992010522738,True,2191576.19967844
53.249284520040106,45338.95710346949,382770.19578303327,3.0,2.0,False,,60.163525768375195,False,2821321.9748695544
62.93264751657541,61428.33229588733,162157.02824452712,2.0,1.0,False,2741958.6480770176,97.83237717137706,False,1645200.3619052172
55.91259016686867,54755.34002814162,821663.764575236,2.0,1.0,True,2519185.8683100743,94.19221982130037,False,1511533.8860221114
61.32948027989359,50967.064738541565,100000.0,0.0,2.0,False,2460686.320249383,47.63257920110716,False,1476436.3239417416
39.442750909905556,52567.0602127625,214081.35266379424,2.0,0.0,False,2766604.5326178144,51.45645376553425,False,
62.97148643231715,41275.92183038693,485160.15982828103,0.0,1.0,False,2804492.7669723816,58.96200399531721,False,1682720.848778002
69.96197986097158,33217.8929859705,785003.8905227868,3.0,1.0,True,4874090.488168382,28.740092037507814,True,2170117.863035565
50.552201660764894,65593.55369509512,575484.0378229059,2.0,1.0,True,3329768.0515911602,22.886244480677963,True,1997881.0518353605
60.85784897858271,36209.332832789136,461184.0082818594,3.0,0.0,False,3230393.251274943,85.47404371316782,True,1938260.2939045571
41.98333473121841,47727.60355245445,821019.8794948887,3.0,2.0,True,3088037.557817605,,True,1852839.3280244553
60.457795752437974,68689.7224639851,613589.9420170514,1.0,0.0,True,2139504.4628455723,43.99229640866565,False,1283726.8608256443
60.80598526784584,38547.52761700807,438997.58120112633,1.0,1.0,False,,86.24539375239321,False,1791724.0449332271
57.25230420334964,51769.96073379114,603823.5396682763,1.0,3.0,True,2767602.8059200896,27.05045180571044,False,2821321.9748695544
72.16573024246108,8405.85553618757,575962.8315305326,1.0,0.0,True,3371114.7852461655,91.07628553428101,True,2022697.737439796
66.75769236010382,71986.6960712409,313630.9122269065,3.0,1.0,False,3677461.0167348282,61.09917330905063,True,2206503.3131178413
65.02586661071516,53020.10624855716,378361.579926133,,1.0,False,,4.180782181243925,True,1888408.0255102124
60.511582753773716,57761.71748381037,100000.0,0.0,,False,3852560.90321168,26.96136617882683,True,2311560.7465601093
64.08048083597615,48334.596335609625,134274.93805307336,0.0,2.0,False,3104156.594343675,25.18141712084715,True,1862519.5887985392
48.46894744080091,36404.05508449406,880766.0383814638,1.0,0.0,True,2654667.3175282045,24.886410469983367,False,1592819.778095899
59.16554057313484,33374.88547218227,446098.5021227095,1.0,1.0,False,2824623.4730166653,76.8415722017561,False,1694797.7500262284
,52560.43360777304,266875.31722147565,0.0,2.0,False,2801907.842592835,28.602606673121922,False,1681172.7963112097
61.622194847626595,48056.833008051886,604838.417338769,1.0,2.0,True,,73.75363911762459,True,1929101.946693481
60.465023882618596,55725.404616046166,790288.5936824093,,0.0,True,2824672.3877662094,2.9985709591620724,False,1694827.6186692787
68.73289963767314,64849.63252008858,757266.4189801676,2.0,0.0,True,3254782.5353373443,,True,1952897.0143622614
