Tempo di Allenamento (ore),Numero di Competizioni,Performance (Punteggio),Tipo di Allenamento,Alimentazione,Salute Generale,Sesso Atleta,Fascia di Età Atleta,Infortunio Durante l'Anno,Predict
10.85041820882016,39.79943134359632,65.94511887349125,2.0,Carne,90.80699713453538,Femminile,25-34,False,32.8882984746886
31.217643009890462,79.368278795713,92.71623855612103,3.0,Mista,80.87088771605004,Femminile,25-34,True,55.81708122838269
,84.7046843247057,,1.0,Mista,91.52088370425639,Femminile,15-24,False,38.500062574280975
22.75157150855531,32.29774107936959,70.26160768794826,1.0,Carne,83.1200251922062,Femminile,25-34,False,41.75558598031249
5.569934841912807,64.90101550171917,77.70551137222628,2.0,Carne,89.15189268451803,Maschile,25-34,False,34.4241654540382
13.229491528018041,50.39854466688479,71.4540472397636,0.0,Vegetariana,81.87860024806122,Maschile,25-34,False,36.51931381271626
36.199698786958365,81.04659497011873,73.42747685321758,1.0,Vegana,86.90308280501722,Maschile,25-34,True,51.090810013462054
13.119304570919512,76.36480438678964,89.84362371438218,2.0,Carne,62.59051388343065,Femminile,25-34,True,43.80903222830458
1.293240143462464,25.64793229841318,45.15891684962269,1.0,Carne,61.169573145062195,Femminile,15-24,False,18.839510825926553
31.39144200751617,82.44520170493901,67.89461045542966,2.0,Mista,71.73149446256873,Maschile,45+,True,45.99270938668157
24.59186310072433,53.85538789720119,86.21618376240741,1.0,Carne,80.82049221123317,Femminile,25-34,True,49.24159136539756
,64.66787936946442,71.17700120858665,2.0,Mista,72.43750133396001,Maschile,45+,False,37.73723054192576
9.356801036879276,71.3202888259755,,0.0,,76.6594648144497,Maschile,15-24,False,39.7279909554005
13.535474191811536,45.546964768651506,,1.0,Carne,84.57282387490045,Maschile,25-34,False,41.30643502474827
20.562752929103585,93.80388883295316,79.37018958556942,1.0,Carne,89.66757617201519,Femminile,15-24,True,44.08572759168992
14.047651795115454,36.97653982023692,,1.0,Mista,77.30180022002769,Femminile,35-44,False,65.95424583551205
37.763726568505945,21.098440932751164,64.2347334351485,1.0,Carne,80.2567244893839,Maschile,15-24,True,48.35212931516297
17.907615668625994,56.361245078634674,95.43421048323333,2.0,Vegetariana,86.9484711163066,Maschile,15-24,,48.91825359446893
,0.0,81.81680162732124,,Carne,94.86685992268525,Femminile,25-34,True,55.911204536580954
13.241776028047575,69.12052795144031,73.04346699177609,1.0,,91.97442712733789,Femminile,35-44,False,37.16245241353898
4.091182867328804,11.837975465020953,70.71373159494983,0.0,,,Maschile,25-34,False,30.740202358377218
39.41075801953066,50.93426494085953,81.70813819490643,2.0,Carne,86.37523909693911,Femminile,25-34,True,56.32971008968097
36.36800769709866,100.2995900881622,79.00877074217772,1.0,Mista,94.47518642275385,Maschile,45+,True,53.42431291513029
1.3389542684693723,45.57807193233964,72.94070269093179,1.0,Vegetariana,82.0933246916359,Maschile,15-24,False,29.97965363745434
14.328816365261169,72.29770270685619,80.15566765649761,0.0,Vegana,84.70077919047219,Femminile,15-24,False,40.65955688175575
17.900540395971625,36.97971834387491,147.87765459479164,1.0,Carne,,Maschile,25-34,False,37.48014159766535
15.477043267302498,43.9085519216547,86.64553183843485,3.0,Vegetariana,79.93070484315771,Femminile,25-34,True,43.944438695755444
33.28369403485873,38.23017384755802,89.27687382600836,0.0,Vegetariana,69.38458105038144,Maschile,25-34,True,55.68096595131858
16.0491264565446,62.78903990099919,74.99563609584325,0.0,Vegetariana,79.46096754810233,Femminile,35-44,,
13.768629410196507,61.863619797536735,88.21544088202326,0.0,Vegana,72.56714410103766,Femminile,35-44,False,43.54735399892721
32.01256994127811,16.999809587438747,64.67048783193697,2.0,Vegetariana,89.87853484694436,Maschile,15-24,True,45.07573709754165
3.5549470023346164,20.01945154398525,73.69946293544113,0.0,Mista,66.50664805994923,Maschile,25-34,False,31.612753375577228
4.804578396517125,58.29125816659957,69.41822526300476,0.0,Mista,95.46598331582962,Maschile,15-24,False,30.65003714311218
17.036631102496422,50.57714240268997,93.79424330611569,,,78.20399882927747,Femminile,25-34,True,47.739675983944124
18.810636912342424,52.852516120898834,91.1014951594367,1.0,Vegetariana,74.87094463739636,Femminile,25-34,,47.726980211180134
,24.222395810174863,84.08810074353455,,Carne,144.44073116062225,Maschile,25-34,False,39.15592663542412
11.719863720683911,49.23448667883453,90.26734077612535,1.0,Carne,71.6177901325246,Femminile,25-34,False,43.13885454286049
14.25150465233235,70.45729430103715,83.32348493166181,1.0,Vegetariana,100.0,Femminile,15-24,,41.880296764064134
32.48042419298599,79.90566071533794,71.89393448967137,3.0,Vegetariana,84.97503670907201,Maschile,15-24,True,48.24582831166015
9.120529292348202,61.44617955803318,100.0,2.0,Vegana,75.67375649436998,Femminile,25-34,True,45.47231757540892
37.23810804758698,47.53368097634419,72.15268999503184,2.0,Carne,77.60448132187875,Femminile,35-44,True,51.20394082656492
2.9574721360057588,23.879322940932678,66.26174301193257,0.0,Vegetariana,91.82193085219131,Maschile,15-24,False,28.279180486376482
12.48365766165965,50.293175314742776,68.40089167657437,0.0,Vegetariana,71.44295854317717,,15-24,False,34.85055126762554
21.116136122592696,33.37749844081076,85.02404330060631,0.0,Mista,69.67176894570227,Maschile,25-34,True,46.67929899379814
14.086990550734043,23.39674827250109,,1.0,Vegetariana,,Femminile,35-44,False,39.61732439141302
38.32677043777722,47.07429574286161,147.87765459479164,0.0,Carne,84.19152907077094,Maschile,25-34,True,58.44333381166409
24.709615391595904,72.98391563788805,76.69045536762928,1.7412333438407055,Vegetariana,90.1725685184992,Femminile,25-34,True,45.50195138200925
24.437708739071184,79.368278795713,64.59850202977185,0.0,Carne,,Maschile,15-24,False,40.50202605535145
15.102378127281607,57.43282348535339,72.0834629059787,0.0,Vegetariana,74.17833849255963,Maschile,15-24,False,37.89481203876045
22.383461489016703,39.468993354664164,84.0951279866135,1.0,Mista,85.25831738463484,Maschile,25-34,True,47.06812808805543
22.757477457877783,33.96807803638161,79.00969503225326,2.0,Vegetariana,63.647602537713574,Maschile,25-34,True,45.25836448762797
28.138633157658788,50.26583759226645,79.63410236322468,0.0,Vegetariana,67.35114259434076,Maschile,25-34,True,48.73682083988515
34.36578427096299,,77.43368585871848,3.0,Mista,68.83649913389314,Femminile,25-34,True,51.592944906065185
4.148175598409374,72.22298698902111,85.21782739120937,1.0,Vegetariana,,Maschile,25-34,,36.57603631552937
24.342390446372384,14.126328229669681,79.37638948579108,1.0,,,Femminile,15-24,True,46.35599006213987
18.86418901886082,66.58682518263603,88.09159553269747,0.0,Carne,70.7102994945712,Femminile,15-24,True,46.55515162439548
28.53746161188156,16.520157952279533,79.87516482342336,1.0,,69.89390161698998,Maschile,,True,49.07254289649828
36.80489959032365,28.318591573391437,80.57022677004767,1.0,Vegetariana,80.14009505831858,Femminile,45+,True,56.16276317838084
1.8842903241803333,47.641815140413065,75.97935107617398,0.0,Carne,66.41969087801175,Femminile,15-24,False,31.522314624977795
1.6567273806474736,26.678040009595215,82.36135839886369,3.0,Carne,59.749520330497745,Maschile,25-34,False,33.93857978793396
21.030543118479684,24.934304782416397,75.17127121431099,2.0,Vegana,65.52435086783046,Femminile,25-34,False,42.686834356812206
0.9727879888105395,30.071963696771896,83.97281438581655,0.0,Vegetariana,82.12115611696463,Femminile,15-24,False,34.17279854761295
36.55094492579813,67.5084798823673,77.15665561994486,1.0,Vegana,77.17336673440104,Femminile,25-34,True,52.79322920345682
22.89070884612476,94.31286803173134,75.11626453734112,2.0,Carne,94.75661629187061,Femminile,35-44,True,43.78093112261131
9.907642716716104,59.68511517554068,90.98741844876191,2.0,Carne,63.68767209771945,Femminile,25-34,False,
26.093609760894925,66.38005397259951,90.93626975444072,0.0,,93.3508077212956,Femminile,35-44,True,52.03067375831324
14.0978220349079,65.70327970405546,80.6124531287204,2.0,Mista,83.45069296819507,Maschile,35-44,False,40.7036744724329
14.138017151332454,68.93612079097547,80.76095692054908,0.0,Mista,86.57946458788768,Femminile,25-34,False,
23.53660405837196,39.53493209130526,50.646364106577124,0.0,Carne,87.41917420050683,Femminile,15-24,False,34.38050807765403
2.1718364601781692,54.464083707575384,84.13610147695668,3.0,Vegana,74.09347634025833,Femminile,25-34,False,34.95754246688958
4.06348708795238,,70.04196665106554,1.0,Vegana,70.87514738783432,Femminile,35-44,False,65.95424583551205
,,82.34433426959264,1.0,Mista,74.36501969300677,Femminile,25-34,True,44.42643584415419
2.262044870136042,27.028159135756876,78.29765646378024,0.0,Carne,83.07696721405065,Maschile,25-34,False,32.67628950759372
,29.395513890880306,72.45222076926987,1.0,Vegana,70.47753751172635,Femminile,15-24,True,46.782500336968994
14.207893623228411,83.50781511030442,,1.0,Carne,86.85082053670268,Femminile,25-34,False,39.64097145927761
3.2107888094698156,50.02030365796577,68.75172436730338,1.0,Mista,79.44167934620026,,25-34,False,29.427163032603243
18.418282033024987,39.82388861610772,79.35470554720104,,Mista,87.26062677547554,Femminile,25-34,False,42.79285143869541
9.691053096154171,35.136451690796136,,0.0,Carne,84.42576909791657,Maschile,25-34,False,41.74953176691806
1.9865182568209816,53.73335981829174,67.0702814613,0.0,Carne,92.82360869182571,Maschile,35-44,False,28.020023538612588
19.68421136785684,48.17000818643623,90.0187242568588,3.0,Carne,92.869953109584,Femminile,15-24,True,47.81801652345762
12.974410310176477,32.57572160210764,93.40273823408512,0.0,Vegana,83.5095480984119,Femminile,25-34,True,45.14574147973994
34.873508874368554,34.983666161589696,93.77204028482869,0.0,Vegetariana,66.53643498237896,Maschile,25-34,True,58.43292143855261
11.492347376197024,35.151418340746666,81.03659966505276,0.0,Carne,87.19125345377749,Maschile,25-34,False,39.31004829173932
30.28662756320017,90.62488005253465,84.42226059151047,1.0,Vegana,83.23796865084822,Maschile,35-44,,51.94088077452429
29.4452040914588,,78.28003154944423,,Mista,71.82893299736153,Maschile,15-24,True,48.97913507465297
38.72219429401932,62.20680270186962,147.87765459479164,0.0,Carne,92.83631508175161,Femminile,15-24,True,56.14792740797321
18.78266227336652,65.0341969780005,73.3783067976838,1.7412333438407055,Mista,65.19785961777694,Maschile,25-34,False,40.62092008309343
20.807423163792464,59.39622482480151,60.539993982945504,1.7412333438407055,Carne,74.31020021959216,Femminile,25-34,False,
17.05101603206931,47.81965579866721,73.08180031570453,0.0,Carne,87.9480519327718,Maschile,15-24,False,39.463329745523396
18.7256291413143,43.703159652581,70.81877638683855,0.0,Carne,80.81847697485657,Femminile,25-34,False,39.562888039524005
36.82935162973381,56.46733139644211,78.6322950798634,2.0,Vegana,74.95574696830698,Femminile,15-24,True,53.55052900978564
37.030676706236434,72.21007634550993,59.88842696569452,,Mista,81.61368561833518,Maschile,25-34,True,46.173776810019675
17.536015165015115,7.476543817646295,71.53278068367219,0.0,Carne,86.23734056483309,Femminile,35-44,False,39.13472137247794
3.559629030505893,,72.27921495263737,1.0,Vegetariana,73.95444522271177,Maschile,35-44,False,31.047463399358488
17.346401149360826,79.368278795713,73.55692287970709,0.0,Mista,83.32572476122138,Femminile,35-44,False,39.83060984149933
13.402752360448762,12.725313886562446,78.1619647029905,1.0,Carne,100.0,Maschile,45+,False,39.306437297465465
30.28088014373931,67.37365536710189,66.537066647528,2.0,Vegana,68.60132877035633,Maschile,25-34,True,44.78335474525478
1.968256976866667,59.43414411828778,,0.0,Carne,74.91358567869233,Femminile,15-24,False,23.309785444368973
37.1120553765593,24.131387133183722,99.85744882828381,0.0,Vegetariana,70.08586470650366,Maschile,25-34,True,62.2102127572491
4.896531384980003,62.58929797649889,69.69185558951028,2.0,Carne,86.79386080932784,Femminile,45+,False,30.81466106679212
37.23590555877084,59.264503380704085,83.46744222854645,0.0,Carne,92.04072466599273,Femminile,45+,True,55.728520226681084
37.39220636696632,75.44388121143244,,1.0,Mista,100.0,Maschile,15-24,True,55.93987337843315
1.3339522741712573,18.560345142647257,77.16706108114003,1.0,Mista,72.45850910012169,Maschile,25-34,False,31.66719579695877
16.172415615025635,40.06008765836466,89.1664176134191,1.0,,81.75826487677409,Femminile,25-34,True,45.370016414383024
32.33111114003902,66.4312766384453,74.92387289855236,0.0,Carne,95.20816866913782,Femminile,25-34,True,49.36821584344436
5.205602584045961,48.6041617899624,94.67589680788865,0.0,Vegana,81.98872820434977,,15-24,False,40.99372027358304
27.05048623849406,63.387542597410906,73.78406917069432,3.0,Vegana,91.146363236985,Femminile,35-44,True,45.743919411374165
1.7412146467113798,46.918121788126136,88.68769818555292,0.0,Mista,84.07285063165851,Maschile,25-34,False,36.519808062247996
12.867709288797023,59.70474394470784,68.49914930885208,1.0,Carne,82.80135453591667,Maschile,25-34,False,35.12028529681905
39.76425139760878,,,1.0,Carne,83.0508265920642,Femminile,35-44,True,53.26525009617239
8.537903625507411,39.59109429408956,88.57607386497496,,Vegana,78.65687208298938,Maschile,15-24,False,40.55317172129443
32.86368800928806,38.72376346602729,58.1770998045288,2.0,Carne,76.30970627139592,Maschile,25-34,False,42.98905272738436
,52.41609062127353,97.19319101320744,1.0,Vegetariana,77.79929433632473,Maschile,25-34,,41.68655881143341
22.661049577373987,45.771162007005316,91.87755744673278,1.0,,,Maschile,45+,True,50.347652725117506
36.80489959032365,72.11051237280951,82.55549183972761,0.0,Vegetariana,89.43840427011143,Femminile,25-34,False,33.31342135629703
27.501640026007653,50.273057734587844,85.11941324703305,3.0,Vegana,,Femminile,25-34,True,50.54874931441782
6.740693732655303,63.139465344583726,86.5684216559095,1.0,Carne,74.41465720962415,Femminile,35-44,,38.67178490195698
24.030032552938174,37.67196838084545,89.10567802123872,,Mista,100.0,Maschile,15-24,True,50.06029074025839
30.02752174180971,,90.75989279150485,1.0,Mista,74.79096150775416,Femminile,25-34,True,54.320470161687766
10.285855399491858,,147.87765459479164,0.0,Carne,76.41428842554419,,25-34,False,38.23257826431652
19.926727834813217,41.87002341174147,80.47286839263313,1.0,Mista,144.44073116062225,Femminile,35-44,True,44.14518405794118
21.28216679717271,53.464062155388085,71.45491518076904,3.0,Mista,78.81113928271564,Maschile,25-34,False,41.35126615061124
17.555535271691713,43.04033262602709,73.70832853082177,3.0,Vegetariana,89.67572908474861,Maschile,45+,False,40.01665257534374
27.922750933083826,45.020366161773666,64.12995702099076,0.0,Vegetariana,,Femminile,35-44,False,42.4056333682466
0.5961061887078944,81.94523830157982,67.7380205827512,1.0,Vegetariana,84.5952565261349,Maschile,25-34,False,27.452871946325217
27.91832058012276,38.27531688273484,69.42656130651255,2.0,Carne,87.51171606422156,Femminile,35-44,True,65.95424583551205
37.77182245302909,30.580340895888483,73.77986743632235,,Carne,82.0171769308848,Femminile,25-34,True,52.17504044634639
12.21705251727455,65.99577609797485,79.80982042063967,2.0,Vegana,76.66425572457328,Maschile,15-24,False,39.254159678620596
5.859765819017166,,86.84767158334446,2.0,Carne,73.5354866828922,Maschile,15-24,False,38.25492812474809
3.8467676761954372,68.0370036729972,83.17880335123903,,Carne,79.64106289561356,Maschile,25-34,False,35.57958194621287
38.971475720222145,31.932648079215404,76.29803649045829,,Carne,66.96200290890445,Femminile,15-24,True,53.9021000283166
13.733183198033245,,76.03193023533092,2.0,Carne,86.4548448158617,Femminile,45+,,
22.798456916868766,49.39317396375956,47.65239151456923,0.0,Carne,89.02899411814829,Femminile,25-34,False,32.74003075594895
15.953959889308486,48.558770114870235,,0.0,Vegana,69.52599793897927,,,True,48.28755780272467
26.891673353069088,81.91513563587444,76.35300092464796,0.0,Vegana,86.79151419080327,Maschile,35-44,True,46.676204381700636
23.497684104382483,83.07624702967824,78.8345786139406,1.0,Mista,92.62430386742463,Maschile,15-24,True,45.63244190820573
36.41900051860133,75.41439055545102,83.83821084314663,1.0,Vegana,82.4297016857836,Femminile,15-24,True,55.38668464841945
12.61886599224618,57.18396550477099,77.94571903944292,0.0,Vegana,76.88517716859252,Femminile,25-34,False,38.749607211124875
18.665796862432984,53.4988863153131,92.77126574704519,0.0,Carne,83.63445735729287,Femminile,25-34,True,48.30798441627787
7.889355652548664,19.153325484027796,77.47413991743935,1.7412333438407055,Vegana,84.53344269446268,Femminile,35-44,False,35.723269358504936
26.460600226009234,42.81611031913649,90.5186162060917,0.0,Carne,87.25737222337524,Femminile,25-34,True,52.083806618042225
30.42858767844145,99.248741301504,71.1409192077194,0.0,Carne,78.0019702824642,Femminile,25-34,True,46.71352029015263
38.36373630840881,48.74075821836327,88.22958520072812,1.0,Carne,87.27945953343257,Femminile,15-24,True,58.31007586533654
26.024340955649553,62.03231836194553,79.53899965827947,,Carne,87.35192208115042,,45+,True,47.430204436701516
10.177552480612002,81.70350121592321,77.91829202128906,2.0,Carne,85.75151523502882,Femminile,35-44,False,37.273848296882825
26.487034356878176,26.63000145411551,75.4971543380687,0.0,Mista,74.04629245520883,Femminile,,True,46.09108234935439
3.275925597415341,46.692112275229874,79.17728760557482,2.0,Vegana,84.63713584601956,Maschile,25-34,False,33.63647040067913
36.135512045111625,76.87637133474519,,1.0,Vegana,63.39711510151535,Maschile,25-34,True,50.8068579429694
6.237074592188443,79.368278795713,88.37227909662826,2.0,Vegetariana,,Maschile,15-24,False,39.091156393964376
9.996448153009299,18.154056740585467,92.42694976462685,0.0,Vegetariana,79.75634732345715,Femminile,25-34,False,42.96864879765632
33.88452710921029,26.871757755879567,95.60921264335698,1.0,Carne,86.58791044830087,Femminile,25-34,True,58.574401322868965
26.221506960699024,39.974813777628135,82.36123544417401,0.0,Vegetariana,61.38100640121149,Maschile,25-34,True,48.67739835408902
25.298785073344234,68.11281634408783,85.4542929384842,,Carne,74.5643040422319,Femminile,25-34,True,49.36098821940022
23.295047614022746,39.08205782433683,82.45750584343074,0.0,Carne,89.778971717104,Maschile,25-34,True,46.96003090578594
38.93606992141867,59.453510006373286,79.30818827221725,2.0,,85.46801873041183,Maschile,25-34,True,55.0849172617381
37.004855458784746,63.72724884728912,87.89197000551589,3.0,Mista,98.57952029114458,Femminile,25-34,True,57.3597012774772
23.18734950752166,76.90133232627414,71.7172651222394,0.0,Vegetariana,80.91136992285362,Maschile,,False,42.59931575340876
11.933677630528909,22.14108550478388,76.623398296945,1.0,Carne,78.78795211840915,Maschile,15-24,False,37.80956589709535
36.1440393181871,55.687524261677055,92.92855720290295,0.0,Vegana,72.91497115033837,Maschile,15-24,True,58.85784647207345
38.85448362996121,52.90786019665226,76.83752218929114,1.0,Carne,71.68429776394683,Maschile,15-24,True,54.04769905369318
3.2267164501658874,41.875923820208286,88.10910604610946,1.0,Carne,61.15500076255282,Maschile,25-34,False,37.179672288543316
23.422075053188035,,81.64042036564365,2.0,Mista,85.33552690931421,,,True,46.70941317817029
31.859257049604807,,76.55254273352108,1.0,Vegana,81.27094240636961,Maschile,35-44,True,49.73657132317132
14.819255793130655,39.2776343308064,82.58246453908151,1.0,Carne,87.91601879285247,Femminile,15-24,False,41.924539291510996
26.308975045217252,67.5215151968167,72.93879155559603,3.0,Carne,75.57679859347608,Femminile,,True,44.960901649368765
0.8373045891396069,46.89903433487312,87.62158124525484,0.0,Mista,89.59918940499644,Maschile,15-24,False,35.5510152515857
17.786968055011997,52.47465643221518,84.52098285167155,1.0,Carne,92.04220855881647,Femminile,15-24,True,44.48057397367582
,63.42976617548418,79.14739481231051,0.0,Vegana,98.34883256526861,Maschile,45+,True,
35.91999803519427,71.58392916093428,98.7265449186992,1.0,Vegana,,Maschile,15-24,True,61.04261678859625
4.276611137383757,62.61583565447876,72.48768742591045,0.0,Carne,91.19195355061154,Femminile,45+,False,31.561041652794437
